provider,plz,weekly_parcels,n_stops,area_km2,hub_dist_km,b2c_share,parcels_per_stop,parcels_per_km2,break_even_penalty
Hermes,30880,3668,312,33.960996603727956,20.27,0.9667393675027263,11.756410256410257,108.00625325575272,0.75
Hermes,30890,3618,454,102.53407734275534,19.74,0.9947484798231067,7.969162995594714,35.285829782283926,1.5
Hermes,30900,3644,527,173.55971997363926,12.32,0.9950603732162459,6.9146110056926,20.99565498580812,1.0
Hermes,30916,3232,310,59.876286869182046,10.8,0.9789603960396039,10.425806451612903,53.97796304672811,1.5
Hermes,30926,3537,393,53.8021301528445,10.52,0.9770992366412213,9.0,65.7408914842566,1.0
Hermes,30938,2656,334,153.22446344831192,16.57,0.9917168674698795,7.952095808383233,17.334046667397622,2.0
Hermes,30952,2488,274,37.755537878390655,15.6,0.9815112540192926,9.08029197080292,65.89761766906264,1.5
Hermes,30966,2313,229,31.832385676522556,16.87,0.9766536964980544,10.100436681222707,72.66184895799105,2.0
Hermes,30974,1616,228,53.82702268136371,22.19,0.9907178217821783,7.087719298245614,30.02209521351625,3.0
Hermes,30982,1680,220,66.6831619829418,23.78,0.986904761904762,7.636363636363637,25.193766312847618,3.0
Hermes,30989,1681,242,43.13135688268341,15.58,0.9797739440809042,6.946280991735537,38.97396514958462,3.0
Hermes,31275,4698,528,129.47251256919432,23.26,0.9895700297999148,8.897727272727273,36.28569421242394,1.5
Hermes,31303,3161,425,112.90680951768702,22.27,0.9838658652325214,7.437647058823529,27.99653992087009,2.0
Hermes,31311,2196,345,139.34872865781722,32.49,1.0,6.3652173913043475,15.759024292158896,3.0
Hermes,31319,2907,378,101.18549289373648,23.57,0.9907120743034056,7.690476190476191,28.72941482879259,2.0
Hermes,31515,4758,503,125.18180774883541,20.37,0.9865489701555276,9.459244532803181,38.00871776469664,1.5
Hermes,31535,4780,777,357.6158854957556,19.5,0.9968619246861925,6.151866151866152,13.366296615637149,1.5
Hermes,31832,3015,458,159.38246951696127,28.44,0.9933665008291874,6.58296943231441,18.916760476466,2.0
UPS,30159,11805,282,10.98727508223965,10.54,0.19407030919102075,41.861702127659576,1074.4247242050178,0.3
UPS,30161,4726,80,1.7979843382791898,8.59,0.19974608548455353,59.075,2628.4989804322477,0.4
UPS,30163,5283,215,14.485893399375826,6.02,0.18833995835699413,24.572093023255814,364.6996325561554,0.6
UPS,30165,2701,77,4.951012974183712,6.57,0.1769714920399852,35.077922077922075,545.5449246616693,0.75
UPS,30167,4551,137,5.368928981069905,8.81,0.18611294221050317,33.21897810218978,847.6550939761341,0.6
UPS,30419,2053,153,23.77191867081394,7.09,0.15245981490501706,13.418300653594772,86.3624021447027,1.5
UPS,30449,4685,209,12.46107802650201,12.33,0.18975453575240128,22.416267942583733,375.9706816726467,0.75
UPS,30453,1821,118,9.157258958740023,10.59,0.17353102690829214,15.432203389830509,198.85863315702903,1.5
UPS,30455,812,99,6.967819653017212,12.14,0.17364532019704434,8.202020202020202,116.5357372084662,3.0
UPS,30457,1021,93,6.068989648841514,14.87,0.1772771792360431,10.978494623655914,168.23228561526625,1.0
UPS,30519,3064,178,13.714884737746763,14.32,0.17787206266318537,17.213483146067414,223.40690852232336,1.0
UPS,30539,2701,96,19.21423828970633,16.42,0.1554979637171418,28.135416666666668,140.5728376673152,0.75
UPS,30559,3087,141,19.484913733542946,13.47,0.15840621963070942,21.893617021276597,158.43026262342553,1.0
UPS,30625,2727,148,12.254281076148747,10.42,0.18775210854418775,18.425675675675677,222.53447452806728,1.0
UPS,30655,1218,93,4.462508901721823,8.22,0.19540229885057472,13.096774193548388,272.9406320130912,0.75
UPS,30657,3745,96,12.670949194485747,5.0,0.17409879839786382,39.010416666666664,295.55796827200453,0.6
UPS,30659,2385,158,26.058024802089417,10.16,0.189937106918239,15.094936708860759,91.52650740468874,1.5
UPS,30823,1337,141,12.528872220645557,11.23,0.2243829468960359,9.4822695035461,106.71351550675408,3.0
UPS,30826,1105,77,56.38950461206911,11.69,0.19276018099547512,14.35064935064935,19.595845141783627,0.6
UPS,30827,2105,92,10.610683695060029,8.21,0.1819477434679335,22.880434782608695,198.38495430600912,1.0
UPS,30853,3668,167,12.833286131520445,2.1,0.195474372955289,21.964071856287426,285.81923307942543,0.75
UPS,30855,11475,226,59.06346106841505,2.73,0.17437908496732027,50.77433628318584,194.28255290877973,0.25
UPS,30880,4190,221,33.960996603727956,20.44,0.19164677804295943,18.959276018099548,123.37682691973936,0.75
UPS,30890,1795,246,102.53407734275534,22.83,0.20835654596100278,7.296747967479675,17.506374919624005,2.0
UPS,30900,2208,296,173.55971997363926,10.9,0.17617753623188406,7.45945945945946,12.721845831137301,2.0
UPS,30916,4019,236,59.876286869182046,7.96,0.18711122169693953,17.029661016949152,67.12173065742583,1.0
UPS,30926,1634,194,53.8021301528445,13.64,0.16401468788249693,8.422680412371134,30.370544723006866,3.0
UPS,30938,3590,195,153.22446344831192,13.43,0.18161559888579387,18.41025641025641,23.42967904215266,1.0
UPS,30952,1329,163,37.755537878390655,17.72,0.18058690744920994,8.153374233128835,35.200134197019395,3.0
UPS,30966,1386,136,31.832385676522556,18.2,0.1919191919191919,10.191176470588236,43.54056318883511,2.0
UPS,30974,1072,134,53.82702268136371,24.68,0.21828358208955223,8.0,19.915647319857314,5.0
UPS,30982,878,141,66.6831619829418,24.88,0.16856492027334852,6.226950354609929,13.166742156357266,3.0
UPS,30989,1191,160,43.13135688268341,18.29,0.235936188077246,7.44375,27.613320935844904,3.0
UPS,31275,2904,339,129.47251256919432,21.19,0.20764462809917356,8.56637168141593,22.42947126285209,1.5
UPS,31303,1804,259,112.90680951768702,19.35,0.2139689578713969,6.9652509652509655,15.977778556548449,2.0
UPS,31311,1062,195,139.34872865781722,29.65,0.13653483992467044,5.446153846153846,7.621167485552252,5.0
UPS,31319,1055,153,101.18549289373648,22.42,0.2132701421800948,6.895424836601308,10.42639581849886,5.0
UPS,31515,3281,321,125.18180774883541,23.29,0.17433709234989334,10.221183800623052,26.209878727610274,1.5
UPS,31535,2571,322,357.6158854957556,20.99,0.19564371839751069,7.984472049689441,7.189277949540399,3.0
UPS,31832,1605,251,159.38246951696127,30.54,0.20373831775700935,6.394422310756972,10.070116273541602,3.0
