provider,plz,weekly_parcels,n_stops,area_km2,hub_dist_km,b2c_share,parcels_per_stop,parcels_per_km2,break_even_penalty
DHL,30629,5907,124,14.669809711755617,4.28,0.8926697138987641,47.63709677419355,402.6637097594006,0.4
DHL,30655,7945,139,4.462508901721823,5.25,0.8917558212712398,57.15827338129496,1780.3886053727501,0.3
DHL,30657,9056,140,12.670949194485747,6.56,0.8121687279151943,64.68571428571428,714.7057304863213,0.25
DHL,30659,6829,131,11.3882150903338,7.01,0.878166642260946,52.12977099236641,599.654989463308,0.3
DHL,30823,9437,227,12.528872220645557,3.26,0.8945639504079687,41.5726872246696,753.2202287488693,0.3
DHL,30826,8281,239,56.38950461206911,1.44,0.8860041057843255,34.64853556485355,146.8535688860726,0.4
DHL,30827,8048,153,10.610683695060029,3.25,0.8777335984095428,52.60130718954248,758.4808134226896,0.3
DHL,30851,6654,97,4.12190647126244,5.02,0.9002103997595431,68.5979381443299,1614.3015486622726,0.3
DHL,30853,7164,132,8.711379660258004,6.98,0.8359854829704076,54.27272727272727,822.372606796456,0.4
DHL,30855,32854,278,59.06346106841505,5.9,0.8623607475497657,118.17985611510791,556.2491497398736,0.15
DHL,30880,16161,360,33.960996603727956,5.11,0.8667161685539261,44.891666666666666,475.8694271718157,0.2
DHL,30890,13989,504,102.53407734275534,4.73,0.897991278861963,27.75595238095238,136.43269011176614,0.3
DHL,30900,14609,590,173.55971997363926,4.94,0.8878088849339448,24.76101694915254,84.17275622603479,0.3
DHL,30916,14499,355,59.876286869182046,11.0,0.8679219256500448,40.84225352112676,242.1492841010244,0.25
DHL,30926,13519,429,53.8021301528445,0.37,0.9038390413492122,31.512820512820515,251.27257901488971,0.25
DHL,30938,12030,355,153.22446344831192,10.53,0.8364921030756443,33.88732394366197,78.51226709668425,0.3
DHL,30952,9709,286,37.755537878390655,5.68,0.8950458337624884,33.94755244755245,257.1543287576082,0.4
DHL,30966,9182,237,31.832385676522556,5.52,0.8939228926159878,38.742616033755276,288.4483774890938,0.4
DHL,30974,6515,244,53.82702268136371,1.4,0.8850345356868764,26.700819672131146,121.03586034409552,0.5
