feature,importance
parcels_per_stop,0.2745635874082422
weekly_parcels,0.18760674884884584
parcels_per_km2,0.13302214673245805
hub_dist_km,0.1117285395303617
b2c_share,0.08635242179193219
provider,0.07392745620236806
area_km2,0.06848039766570539
n_stops,0.06431870182008662
