provider,plz,weekly_parcels,n_stops,area_km2,hub_dist_km,b2c_share,parcels_per_stop,parcels_per_km2,schedule_size,schedule_weekdays,schedule_idx,ml_cost_eur,avg_wait_d,max_wait_d,service_penalty_eur
DPD,30449,2554,161,5.186686836161483,15.53,0.764682850430697,15.863354037267081,492.41453757985926,5,"Mon,Tue,Wed,Fri,Sat",34,3930.176612586496,0.16666666666666666,1.0,212.83333333333331
DPD,30453,1619,137,9.157258958740023,18.23,0.8072884496602841,11.817518248175183,176.79963046745195,3,"Tue,Thu,Sat",13,2451.813751268512,0.5,1.0,404.75
DPD,30455,1318,151,6.967819653017212,19.47,0.8148710166919575,8.728476821192054,189.15529758714095,3,"Mon,Wed,Fri",6,2228.723635508606,0.5,1.0,329.5
DPD,30457,1335,130,6.068989648841514,18.69,0.8134831460674158,10.26923076923077,219.9707162550249,3,"Mon,Wed,Fri",6,2143.49985388794,0.5,1.0,333.75
DPD,30459,1284,119,7.274391190340525,16.25,0.8255451713395638,10.789915966386555,176.5096165992544,3,"Wed,Fri,Sat",16,1814.1466961668466,0.6666666666666666,2.0,428.0
DPD,30519,2540,227,12.113461405690837,12.99,0.778740157480315,11.189427312775331,209.68407913585477,3,"Tue,Thu,Sat",13,3521.9249296070357,0.5,1.0,635.0
DPD,30539,1695,156,19.21423828970633,9.52,0.7085545722713864,10.865384615384615,88.21583111666023,3,"Tue,Thu,Sat",13,2590.1555935370416,0.5,1.0,423.75
DPD,30559,2467,213,19.484913733542946,7.42,0.7482772598297527,11.582159624413146,126.61077353158109,3,"Mon,Wed,Fri",6,3221.441320216792,0.5,1.0,616.75
DPD,30625,1405,108,8.86389555258122,10.22,0.8170818505338078,13.00925925925926,158.50818544345952,3,"Mon,Thu,Sat",9,2018.2873556849472,0.6666666666666666,2.0,468.3333333333333
DPD,30627,971,77,3.3903855235675273,8.59,0.7621009268795057,12.61038961038961,286.398108194571,4,"Tue,Wed,Thu,Fri",27,1365.2674975359064,0.5,2.0,242.75
DPD,30629,1173,121,14.669809711755617,6.08,0.8132992327365729,9.694214876033058,79.96013738746858,3,"Mon,Wed,Fri",6,1714.7878931413354,0.5,1.0,293.25
DPD,30655,1537,132,4.462508901721823,10.23,0.808067664281067,11.643939393939394,344.4250832546151,3,"Tue,Thu,Sat",13,2252.555203018883,0.5,1.0,384.25
DPD,30657,1866,136,12.670949194485747,12.26,0.6763129689174705,13.720588235294118,147.26599967838732,3,"Mon,Wed,Fri",6,2572.18094455384,0.5,1.0,466.5
DPD,30659,1368,122,11.3882150903338,8.73,0.7748538011695907,11.21311475409836,120.12418005356646,2,"Tue,Fri",1,1833.5011572758922,1.0,2.0,684.0
DPD,30823,1867,211,12.528872220645557,25.25,0.8018211033743974,8.848341232227488,149.01580662012705,3,"Tue,Wed,Fri",10,3034.1081572381054,0.6666666666666666,2.0,622.3333333333333
DPD,30826,1639,212,56.38950461206911,27.87,0.860280658938377,7.731132075471698,29.065692477270016,3,"Tue,Thu,Sat",13,2956.741721382107,0.5,1.0,409.75
DPD,30827,1601,145,10.610683695060029,23.76,0.7751405371642723,11.041379310344828,150.88565883321644,3,"Tue,Thu,Sat",13,2559.1982193041204,0.5,1.0,400.25
DPD,30851,1281,96,4.12190647126244,15.63,0.7985948477751756,13.34375,310.7785217668126,3,"Wed,Fri,Sat",16,1688.7508026625067,0.6666666666666666,2.0,427.0
DPD,30853,1470,120,8.711379660258004,15.68,0.753061224489796,12.25,168.74479787699474,3,"Mon,Wed,Sat",7,2137.762001925357,0.6666666666666666,2.0,490.0
DPD,30855,6668,265,59.06346106841505,19.88,0.7303539292141572,25.162264150943397,112.89551745496674,6,"Mon,Tue,Wed,Thu,Fri,Sat",38,9420.650636411774,0.0,0.0,0.0
DPD,30880,3235,328,33.960996603727956,12.89,0.7709428129829985,9.862804878048781,95.25633295593241,3,"Tue,Thu,Sat",13,4434.909077642445,0.5,1.0,808.75
DPD,30890,2726,451,102.53407734275534,32.64,0.8404255319148937,6.044345898004434,26.586283025568267,2,"Wed,Sat",2,4469.043986761068,1.0,2.0,1363.0
DPD,30900,2839,515,173.55971997363926,25.52,0.8411412469179288,5.512621359223301,16.357482026539312,2,"Tue,Fri",1,4501.817571035994,1.0,2.0,1419.5
DPD,30916,2914,308,59.876286869182046,10.68,0.773850377487989,9.46103896103896,48.667012474679986,3,"Mon,Wed,Fri",6,4088.512937149425,0.5,1.0,728.5
DPD,30926,2637,384,53.8021301528445,25.6,0.8395904436860068,6.8671875,49.012929274522094,3,"Tue,Thu,Sat",13,4696.448327008068,0.5,1.0,659.25
DPD,30938,2412,317,153.22446344831192,17.56,0.7371475953565506,7.608832807570978,15.74161165729031,3,"Tue,Thu,Sat",13,3833.0645391257704,0.5,1.0,603.0
DPD,30952,1895,266,37.755537878390655,21.73,0.7952506596306068,7.12406015037594,50.19131249311644,2,"Mon,Thu",0,2796.5547353491693,1.0,2.0,947.5
DPD,30966,1807,217,31.832385676522556,17.93,0.813503043718871,8.327188940092165,56.76608779381316,3,"Mon,Wed,Fri",6,2949.915494060694,0.5,1.0,451.75
DPD,30974,1280,224,53.82702268136371,28.84,0.8484375,5.714285714285714,23.779877396844554,2,"Wed,Sat",2,2165.747774765193,1.0,2.0,640.0
DPD,30982,1278,218,66.6831619829418,20.59,0.8646322378716745,5.862385321100917,19.16525794513051,2,"Tue,Fri",1,2052.8325981478,1.0,2.0,639.0
DPD,30989,1356,242,43.13135688268341,25.63,0.8370206489675516,5.603305785123967,31.438843987410316,2,"Wed,Sat",2,2340.4421724488952,1.0,2.0,678.0
DPD,31275,3643,516,129.47251256919432,4.47,0.8254186110348614,7.060077519379845,28.137246491243168,3,"Mon,Wed,Fri",6,4899.635439634878,0.5,1.0,910.75
DPD,31303,2491,417,112.90680951768702,10.77,0.8458450421517463,5.973621103117506,22.062442563393674,2,"Wed,Sat",2,3314.2872738443916,1.0,2.0,1245.5
DPD,31311,1650,336,139.34872865781722,17.19,0.9,4.910714285714286,11.84079694082977,2,"Tue,Fri",1,2755.817839804218,1.0,2.0,825.0
DPD,31319,2115,368,101.18549289373648,7.08,0.8524822695035461,5.747282608695652,20.902205835189655,3,"Mon,Tue,Fri",4,3308.485546151106,0.6666666666666666,2.0,705.0
DPD,31515,3812,488,125.18180774883541,38.45,0.8189926547743966,7.811475409836065,30.45170914649508,2,"Tue,Fri",1,5718.431880427923,1.0,2.0,1906.0
DPD,31535,3582,720,357.6158854957556,38.17,0.8877721943048577,4.975,10.01633357263855,2,"Mon,Thu",0,6261.821133443119,1.0,2.0,1791.0
