provider,plz,weekly_parcels,n_stops_per_day,parcels_per_stop,hub_dist_km,area_km2,daily_cost_eur,knee_size,knee_wait_d,knee_saving_pct,max_saving_pct,raumtyp_3
DPD,31515,3812,591.5,1.0741053817976896,38.45,125.18180774883541,8737.640961185665,3,0.5,26.096260250310873,34.68406933302882,rural
DPD,31535,3582,567.0,1.052910052910053,38.17,357.6158854957556,10567.86328204106,3,0.5,28.178540147345277,39.72490310760899,rural
DPD,31832,2309,366.3333333333333,1.0505004549590538,30.86,159.38246951696127,6789.955362259795,3,0.5,27.625317653502105,38.28399762343145,rural
FedEx,30159,9864,767.3333333333334,2.1424847958297133,11.75,10.98727508223965,12176.00963075014,4,0.3333333333333333,6.529598752065282,10.654898045975735,urban
FedEx,30161,3810,300.8333333333333,2.110803324099723,9.67,1.7979843382791898,5277.021297774937,4,0.5,3.641006656019655,20.77952717224906,urban
FedEx,30163,6210,650.0,1.5923076923076922,7.51,19.436906373559538,8371.74763864494,3,0.5,14.924267726474618,17.504741140181963,urban
FedEx,30167,3775,337.5,1.8641975308641976,8.96,5.368928981069905,5206.383457308772,3,0.6666666666666666,7.043029622306769,18.261586530768184,urban
FedEx,30419,1709,206.0,1.382686084142395,5.53,23.77191867081394,3400.693550717842,2,1.0,30.944588214150777,31.935453224195953,suburban
FedEx,30449,3703,396.3333333333333,1.5571909167367535,12.7,12.46107802650201,5548.865706551792,3,0.6666666666666666,14.751440141009832,18.38553414036894,urban
FedEx,30453,1516,192.0,1.3159722222222223,10.07,9.157258958740023,3339.211832725207,3,0.5,31.77323993151536,42.1543523570975,suburban
FedEx,30455,612,74.5,1.3691275167785235,11.34,6.967819653017212,1937.919657486722,4,0.3333333333333333,31.91025695197083,39.75290024236752,suburban
FedEx,30457,778,95.0,1.3649122807017544,14.63,6.068989648841514,2039.2457488136772,3,0.6666666666666666,35.99635429329814,40.70212715814219,suburban
FedEx,30519,2372,245.0,1.6136054421768709,15.57,13.714884737746763,4302.11259877019,4,0.3333333333333333,18.567129984147574,25.71352210541826,urban
FedEx,30539,2429,122.33333333333333,3.309264305177112,18.41,19.21423828970633,4149.537725839277,4,0.3333333333333333,17.46040535393957,23.180404311235975,rural
FedEx,30559,3144,229.5,2.2832244008714597,15.2,34.15472344529856,5388.529040179568,4,0.3333333333333333,14.843076987990372,26.1452295071488,suburban
FedEx,30625,2229,258.6666666666667,1.4362113402061856,12.66,12.254281076148747,3782.1284827242916,3,0.5,16.905561806907553,20.528824931255834,urban
FedEx,30655,2242,258.8333333333333,1.443657437218287,11.41,15.85072399205562,3796.0556935674813,3,0.5,17.834600309039427,22.138741790281355,suburban
FedEx,30657,3429,152.0,3.7598684210526314,8.22,12.670949194485747,4596.9877043879,3,0.6666666666666666,7.440441613786875,20.361791633819625,rural
FedEx,30823,878,123.0,1.1897018970189701,8.07,12.528872220645557,2046.2792575571461,4,0.3333333333333333,19.28296497781703,30.92863736164331,suburban
FedEx,30827,2757,299.3333333333333,1.5350779510022272,7.42,67.00018830712914,4607.897716739258,3,0.6666666666666666,23.95276036403241,27.753868725632742,suburban
FedEx,30853,3029,321.3333333333333,1.571058091286307,4.82,12.833286131520445,4620.70824242025,4,0.3333333333333333,15.806402780182,28.12434460054186,suburban
FedEx,30855,9970,678.5,2.449029722426922,1.5,59.06346106841505,10932.536023154371,3,0.6666666666666666,5.326351492209629,11.7109538417891,suburban
FedEx,30880,3498,349.8333333333333,1.6665078608861363,22.05,33.960996603727956,5764.462590079087,2,1.0,13.412414171792248,18.214359222569577,suburban
FedEx,30890,1281,172.16666666666666,1.240077444336883,20.22,102.53407734275534,3580.3182602260654,4,0.3333333333333333,25.05018057482941,43.5553871115042,rural
FedEx,30900,1597,214.16666666666666,1.2428015564202335,10.92,173.55971997363926,4747.25256573446,3,0.5,36.30827108204241,44.29443507528707,rural
FedEx,30916,3245,346.5,1.560846560846561,11.65,59.876286869182046,5474.7047544065745,3,0.5,21.889501984111657,26.885843837352063,suburban
FedEx,30926,1266,137.33333333333334,1.5364077669902914,10.98,53.8021301528445,3179.3850358994787,4,0.3333333333333333,23.67241338222352,42.910152746611544,rural
FedEx,30938,3131,196.33333333333334,2.6578947368421053,16.47,153.22446344831192,5731.530381335895,4,0.3333333333333333,15.692083087478206,25.439041250618814,rural
FedEx,30952,979,138.0,1.182367149758454,17.01,37.755537878390655,2628.7363824485024,3,0.6666666666666666,32.279787407974595,38.47621023249219,suburban
FedEx,30966,1063,116.66666666666667,1.5185714285714285,18.53,31.832385676522556,2562.0788028157613,2,1.0,26.342652596384422,36.02628583646259,rural
FedEx,30974,802,91.33333333333333,1.4635036496350364,23.36,53.82702268136371,2611.395516288126,2,1.0,35.42743339699272,45.88252320807537,rural
FedEx,30982,618,90.16666666666667,1.1423290203327172,25.47,66.6831619829418,2640.5472372680824,4,0.3333333333333333,27.153256048394088,44.84573441907443,rural
FedEx,30989,876,121.83333333333333,1.198358413132695,16.61,43.13135688268341,2544.911498075372,3,0.6666666666666666,31.46011505596597,37.294508651985346,rural
FedEx,31275,2133,287.1666666666667,1.2379570516540916,24.61,129.47251256919432,5144.50369953441,3,0.5,25.29130913881493,35.52454335658789,suburban
FedEx,31303,1243,184.33333333333334,1.123869801084991,23.03,112.90680951768702,4189.816438620162,4,0.3333333333333333,25.56593503947502,46.171671049415345,rural
FedEx,31311,675,92.5,1.2162162162162162,33.34,139.34872865781722,3283.617116350181,3,0.5,33.112474239819356,48.97403389460231,rural
FedEx,31319,751,110.83333333333333,1.1293233082706766,25.21,101.18549289373648,2700.888589770692,4,0.3333333333333333,12.05866665736168,44.130267424092686,rural
FedEx,31515,2478,308.5,1.3387358184764993,19.63,125.18180774883541,5294.988923991132,4,0.3333333333333333,19.73210823162301,34.130299363814196,rural
FedEx,31535,2005,271.3333333333333,1.2315724815724816,17.87,357.6158854957556,5646.018151939737,3,0.5,28.866937550125943,43.26363683085575,rural
FedEx,31832,1068,146.83333333333334,1.2122587968217935,29.81,159.38246951696127,4259.7187923265865,3,0.5,36.257612183072695,43.786772599879676,rural
GLS,30159,3332,425.8333333333333,1.3041095890410959,11.0,6.211813374113814,4935.708154196773,3,0.6666666666666666,10.210477118081785,22.805660275231094,urban
