provider,plz,weekly_parcels,dd_cost_balanced,schedule_size_balanced,avg_wait_d_balanced,daily_cost,saving_pct,area_km2,hub_dist_km,n_stops,raumtyp_3,raumtyp_8_name,hubdist_bin
FedEx,30853,3029,4072.71526714476,4,0.5,4558.287686101956,10.652518059307386,12.833286131520445,4.82,152,suburban,Umland Verstädtert,0-5km
FedEx,30855,9970,10254.222215084978,3,0.6666666666666666,11164.944696921486,8.156981575444993,59.06346106841505,1.5,210,suburban,Städtisch mit Verdichtungsansätzen,0-5km
FedEx,30880,3498,5511.396483166878,4,0.3333333333333333,6033.650689518244,8.655691773118953,33.960996603727956,22.05,184,suburban,Umland Verstädtert,20km+
FedEx,30890,1281,2111.4015564974293,2,1.0,3937.614024274669,46.378656123199846,102.53407734275534,20.22,167,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
FedEx,30900,1597,2879.8820713124123,3,0.6666666666666666,4467.0239843658765,35.53018561369487,173.55971997363926,10.92,207,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
FedEx,30916,3245,4552.802206063862,4,0.3333333333333333,5459.16940205895,16.6026574601852,59.876286869182046,11.65,204,suburban,Umland Verstädtert,10-20km
FedEx,30926,1266,1790.1253814979436,2,1.0,3230.055804759229,44.579119070935654,53.8021301528445,10.98,152,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
FedEx,30938,3131,4249.787249310324,2,1.0,5737.710883078335,25.93235637153133,153.22446344831192,16.47,151,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
FedEx,30952,979,1617.7551671992153,2,1.0,2694.734755168253,39.96607034898295,37.755537878390655,17.01,132,suburban,Städtisch mit Verdichtungsansätzen,10-20km
FedEx,30966,1063,1603.1482511970237,2,1.0,2504.271932146833,35.98345967873004,31.832385676522556,18.53,102,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
FedEx,30974,802,1384.0623784932827,2,1.0,2454.671117478426,43.61516014760184,53.82702268136371,23.36,94,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
FedEx,30982,618,1442.4618220252787,2,1.0,2716.2138956601093,46.89439501322028,66.6831619829418,25.47,105,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
FedEx,30989,876,1558.8645255346007,2,1.0,2473.2391948618315,36.970733410130705,43.13135688268341,16.61,128,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
FedEx,31275,2133,3405.286250064215,2,1.0,5422.493872435705,37.200735857455015,129.47251256919432,24.61,246,suburban,Umland Verstädtert,20km+
FedEx,31303,1243,2121.662003291844,2,1.0,3973.889348501275,46.60993758942951,112.90680951768702,23.03,195,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
FedEx,31311,675,1564.3101928359783,2,1.0,3062.8021398398528,48.925522400288884,139.34872865781722,33.34,113,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
FedEx,31319,751,1528.6845212588846,2,1.0,2817.067630852216,45.73490162192419,101.18549289373648,25.21,119,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
FedEx,31515,2478,3512.054960291922,2,1.0,5470.280769208987,35.79753748545211,125.18180774883541,19.63,249,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
FedEx,31535,2005,4150.608544893081,3,0.6666666666666666,6228.495098699879,33.360972769177124,357.6158854957556,17.87,237,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
FedEx,31832,1068,2308.7757071742394,2,1.0,4547.708372184966,49.23210728956707,159.38246951696127,29.81,182,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
GLS,30159,3332,4353.205359650602,4,0.5,4840.335510593373,10.063974901670697,6.211813374113814,11.0,208,urban,Metropoles Zentrum,10-20km
GLS,30161,1649,2085.266431082965,3,0.5,3003.1123197883485,30.56315551894079,1.7979843382791898,12.21,80,urban,Zentrumsnah hochverdichtete Wohnnutzung,10-20km
GLS,30163,2801,3716.292011373738,3,0.6666666666666666,4530.9209569497225,17.979323702976348,6.17992293720077,13.11,162,urban,Zentrumsnah hochverdichtete Wohnnutzung,10-20km
GLS,30165,1358,2047.0865841796049,4,0.3333333333333333,2518.402065806431,18.71486241319865,4.951012974183712,14.79,86,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
GLS,30167,2147,3135.6140759396976,5,0.1666666666666666,3486.182323664188,10.05593555290654,5.368928981069905,13.23,133,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
GLS,30173,1424,1943.7651286334944,4,0.3333333333333333,2554.876072428404,23.919396732775763,4.775461708125837,9.02,83,urban,Zentrumsnah hochverdichtete Wohnnutzung,5-10km
GLS,30179,1034,1507.0535733841607,3,0.6666666666666666,2012.9451781141183,25.131911699846476,8.305970462175056,15.58,89,suburban,Städtisch mit gewerblicher Prägung,10-20km
GLS,30419,2617,3897.932535391136,3,0.5,5101.804856969734,23.59698881728004,23.77191867081394,17.6,248,suburban,Städtisch mit gewerblicher Prägung,10-20km
GLS,30449,1981,2768.25610830626,4,0.5,3412.5020081467483,18.8789896182468,5.186686836161483,10.84,150,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
GLS,30453,1373,2059.5212769546115,3,0.5,3168.728615727752,35.00480707838694,9.157258958740023,13.29,125,suburban,Städtisch mit Verdichtungsansätzen,10-20km
GLS,30455,1201,2131.3640127039093,3,0.6666666666666666,2732.89498767275,22.010760665234567,6.967819653017212,13.26,149,suburban,Städtisch mit Verdichtungsansätzen,10-20km
GLS,30457,1189,1684.329059019888,3,0.6666666666666666,2344.3788154149365,28.15456922128111,6.068989648841514,10.08,128,suburban,Städtisch mit Verdichtungsansätzen,10-20km
GLS,30459,1169,1696.3150142354034,3,0.6666666666666666,2084.898287419,18.637996660481857,7.274391190340525,9.13,113,urban,Zentrumsnah verdichtete Mischnutzung,5-10km
GLS,30519,2084,2656.10382583887,3,0.6666666666666666,3551.9496596439303,25.22124240620194,13.714884737746763,6.3,224,urban,Zentrumsnah verdichtete Mischnutzung,5-10km
GLS,30539,1310,1905.2645140792488,3,0.6666666666666666,2580.3663075652257,26.163021564290517,19.21423828970633,5.29,145,rural,Umland dörflich mit geringem gewerblichem Einfluss,5-10km
GLS,30559,2040,2453.3207899532595,2,1.0,3658.07773972127,32.93415382308982,19.484913733542946,8.92,208,suburban,Städtisch mit Verdichtungsansätzen,5-10km
GLS,30625,1185,1683.3658095228654,3,0.5,2259.120465339716,25.48578814854263,8.86389555258122,10.34,105,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
GLS,30627,774,1145.6728177133523,3,0.6666666666666666,1778.1322716706136,35.568751775875754,3.3903855235675273,11.43,78,suburban,Städtisch mit Verdichtungsansätzen,10-20km
GLS,30629,1080,1737.5720141505938,3,0.6666666666666666,2143.7517893568083,18.947145710748586,14.669809711755617,12.94,116,suburban,Städtisch mit Verdichtungsansätzen,10-20km
GLS,30655,1383,2513.350849918076,4,0.5,2960.5284409044616,15.104654453168154,4.462508901721823,13.05,124,suburban,Städtisch mit Verdichtungsansätzen,10-20km
GLS,30657,1325,2066.685223407926,3,0.5,2873.29432340711,28.072623588478006,12.670949194485747,16.66,127,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
GLS,30659,1138,1824.0353898279336,3,0.6666666666666666,2313.189380462103,21.146301066644696,11.3882150903338,14.84,124,suburban,Städtisch mit gewerblicher Prägung,10-20km
GLS,30823,1687,2846.7722234966227,3,0.5,4081.015497318999,30.243533126331076,12.528872220645557,21.76,209,suburban,Städtisch mit Verdichtungsansätzen,20km+
GLS,30826,1480,2749.4030597431165,2,1.0,4802.849009920454,42.754747149782816,56.38950461206911,26.25,214,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
GLS,30827,1331,2353.989744110807,3,0.5,3413.7429042160657,31.043730879570184,10.610683695060029,22.43,133,suburban,Umland Verstädtert,20km+
GLS,30851,1137,1747.4478063298734,3,0.5,2060.294614633456,15.184566618849354,4.12190647126244,17.37,95,suburban,Umland Verstädtert,10-20km
GLS,30853,1083,1733.3482285408224,2,1.0,2481.088173620477,30.137580478993225,8.711379660258004,18.94,117,suburban,Umland Verstädtert,10-20km
GLS,30855,5111,6905.186222664703,2,1.0,8370.230959567252,17.50303837468176,58.08159729436245,22.3,262,suburban,Städtisch mit Verdichtungsansätzen,20km+
GLS,30880,2630,3417.335402166428,3,0.5,4450.294123718125,23.211021402978236,33.960996603727956,1.58,305,suburban,Umland Verstädtert,0-5km
GLS,30890,2471,3968.150963422516,2,1.0,6293.752660817818,36.95095474395574,102.53407734275534,23.44,436,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
GLS,30900,2487,4318.570763791769,2,1.0,7176.610893793414,39.82437075519001,173.55971997363926,31.36,490,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
GLS,30916,2276,3717.828693989405,3,0.5,5182.054562818042,28.25570149983869,59.876286869182046,19.31,308,suburban,Umland Verstädtert,10-20km
GLS,30926,2421,3633.996391781223,2,1.0,5707.156100114085,36.32561773264656,53.8021301528445,20.06,381,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
GLS,30938,1873,3242.469417530707,2,1.0,5298.987880460923,38.80964647066401,153.22446344831192,28.43,321,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
GLS,30952,1710,2358.867244391019,2,1.0,4052.359581403284,41.790278058834765,37.755537878390655,11.4,259,suburban,Städtisch mit Verdichtungsansätzen,10-20km
GLS,30966,1619,2343.9624089108065,3,0.5,3510.9395596477075,33.238315012577345,31.832385676522556,6.33,220,rural,Umland dörflich ohne gewerblichen Einfluss,5-10km
GLS,30974,1120,1854.556569593632,2,1.0,3101.933528043918,40.21288487238742,53.82702268136371,16.59,214,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
GLS,30982,1154,1694.099452817753,3,0.6666666666666666,2386.647671549595,29.017614413198515,66.6831619829418,6.34,209,rural,Umland dörflich ohne gewerblichen Einfluss,5-10km
GLS,30989,1172,2197.597386729939,3,0.6666666666666666,3148.477695946504,30.201271885799677,43.13135688268341,16.28,231,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
GLS,31275,3227,5254.938710085082,3,0.5,6805.937726269975,22.788909898458996,129.47251256919432,17.38,507,suburban,Umland Verstädtert,10-20km
GLS,31303,2208,4157.472341172052,3,0.5,5596.886925837495,25.718128733680906,112.90680951768702,24.81,407,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
GLS,31311,1483,3410.5138923171867,3,0.6666666666666666,4871.049261225609,29.983999146437213,139.34872865781722,30.96,326,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
GLS,31319,1985,2740.31127042353,2,1.0,4437.068207504176,38.24049705188241,101.18549289373648,11.04,357,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
GLS,31515,3284,6043.756649064024,3,0.5,8050.858133283889,24.930280114142104,125.18180774883541,33.59,472,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
GLS,31535,3227,7414.188269122193,3,0.6666666666666666,10569.427946070218,29.8525113473257,357.6158854957556,38.52,705,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
GLS,31832,2069,3489.7333103375468,2,1.0,5153.98445539914,32.29057362247532,159.38246951696127,16.88,440,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
Hermes,30159,4412,5246.913758384853,3,0.6666666666666666,6103.311963748475,14.031696404351043,6.211813374113814,9.13,207,urban,Metropoles Zentrum,5-10km
Hermes,30161,2187,2909.9373286975656,5,0.1666666666666666,3205.3444612983394,9.2160807104369,1.7979843382791898,7.9,80,urban,Zentrumsnah hochverdichtete Wohnnutzung,5-10km
Hermes,30163,2318,2723.061572769156,3,0.6666666666666666,3151.45637345559,13.593550089881033,2.603733329707664,6.63,93,urban,Zentrumsnah hochverdichtete Wohnnutzung,5-10km
Hermes,30165,1888,2272.2493039494598,3,0.5,3165.918762514473,28.22780764769949,4.951012974183712,5.34,89,urban,Zentrumsnah verdichtete Mischnutzung,5-10km
Hermes,30167,2918,3673.53002909785,4,0.3333333333333333,4309.333549458941,14.754103228814106,5.368928981069905,7.27,135,urban,Zentrumsnah verdichtete Mischnutzung,5-10km
Hermes,30173,1982,2420.4388899845026,3,0.6666666666666666,3377.006730770633,28.325908624050676,4.775461708125837,11.08,82,urban,Zentrumsnah hochverdichtete Wohnnutzung,10-20km
Hermes,30177,1604,2084.6764905106693,3,0.6666666666666666,2975.551858278056,29.939836715967505,3.576189607493106,7.86,76,urban,Zentrumsnah hochverdichtete Wohnnutzung,5-10km
Hermes,30179,1492,1747.5372310667758,2,1.0,2972.7332058248016,41.21446123578683,8.305970462175056,5.02,88,suburban,Städtisch mit gewerblicher Prägung,5-10km
Hermes,30419,3791,4712.985849364794,4,0.3333333333333333,5546.714589306118,15.031037319798733,23.77191867081394,4.3,253,suburban,Städtisch mit gewerblicher Prägung,0-5km
Hermes,30449,2752,3922.763921222514,5,0.1666666666666666,4264.762288981972,8.019166007048321,5.186686836161483,9.65,147,urban,Zentrumsnah verdichtete Mischnutzung,5-10km
Hermes,30453,1923,2372.0505796845937,2,1.0,3456.65693766446,31.3773214275842,9.157258958740023,8.55,127,suburban,Städtisch mit Verdichtungsansätzen,5-10km
Hermes,30455,1769,2660.4412885403235,4,0.3333333333333333,3386.072102347572,21.42986894177968,6.967819653017212,9.92,152,suburban,Städtisch mit Verdichtungsansätzen,5-10km
Hermes,30457,1718,2337.845254786196,3,0.5,3390.444876005929,31.046062086688003,6.068989648841514,13.07,130,suburban,Städtisch mit Verdichtungsansätzen,10-20km
Hermes,30459,1718,2671.744454906884,4,0.3333333333333333,3359.004573372854,20.46023169822231,7.274391190340525,11.99,121,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
Hermes,30519,2920,4349.541433520614,4,0.3333333333333333,5162.317584328793,15.744404282206828,13.714884737746763,13.8,229,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
Hermes,30539,1846,2769.0909270881248,3,0.5,3748.1337976976,26.120809006628335,19.21423828970633,16.65,149,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
Hermes,30559,2928,4181.151288835671,3,0.5,5370.925287647466,22.152123425513725,19.484913733542946,14.22,216,suburban,Städtisch mit Verdichtungsansätzen,10-20km
Hermes,30625,1721,2506.6137152843407,3,0.6666666666666666,3247.458970568053,22.813075145769176,8.86389555258122,10.86,112,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
Hermes,30627,1110,1668.0219012423345,3,0.5,1976.520091677252,15.608148469319604,3.3903855235675273,11.3,80,suburban,Städtisch mit Verdichtungsansätzen,10-20km
Hermes,30629,1544,2283.9098418708054,3,0.6666666666666666,3288.097282907375,30.540076969640477,14.669809711755617,13.03,120,suburban,Städtisch mit Verdichtungsansätzen,10-20km
Hermes,30655,1982,2467.2180913871093,3,0.6666666666666666,3426.8003677575816,28.002281235845686,4.462508901721823,9.19,134,suburban,Städtisch mit Verdichtungsansätzen,5-10km
Hermes,30657,1834,2639.610219472463,3,0.6666666666666666,3245.628188162223,18.67182355946035,12.670949194485747,6.89,133,rural,Umland dörflich ohne gewerblichen Einfluss,5-10km
Hermes,30659,1587,2238.837512644903,3,0.5,3215.699884502485,30.377908602895527,11.3882150903338,10.33,126,suburban,Städtisch mit gewerblicher Prägung,10-20km
Hermes,30823,2384,2895.133357146344,2,1.0,3936.604229632236,26.456072587799557,12.528872220645557,8.05,216,suburban,Städtisch mit Verdichtungsansätzen,5-10km
Hermes,30826,2156,3060.7792628341117,3,0.6666666666666666,4191.43021519428,26.975301849508682,56.38950461206911,9.0,221,rural,Umland dörflich mit geringem gewerblichem Einfluss,5-10km
Hermes,30827,1865,2416.232135858504,3,0.5,3247.3865843141566,25.594564332758402,10.610683695060029,5.18,139,suburban,Umland Verstädtert,5-10km
Hermes,30851,1650,1944.5638312880824,3,0.5,2857.2114343496014,31.941899436968644,4.12190647126244,3.44,95,suburban,Umland Verstädtert,0-5km
Hermes,30853,1477,1857.665737828492,3,0.6666666666666666,2627.454020793578,29.297878359545354,8.711379660258004,3.75,121,suburban,Umland Verstädtert,0-5km
Hermes,30855,7102,8658.56494813409,6,0.0,8658.56494813409,0.0,58.08159729436245,2.52,261,suburban,Städtisch mit Verdichtungsansätzen,0-5km
Hermes,30880,3668,5520.435910950617,3,0.5,6718.354835871605,17.830539681007732,33.960996603727956,20.27,312,suburban,Umland Verstädtert,20km+
Hermes,30890,3618,5948.284682379684,3,0.6666666666666666,7568.635969962485,21.40876234520277,102.53407734275534,19.74,454,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
Hermes,30900,3644,5006.597224101248,2,1.0,7696.514876914835,34.94981424490986,173.55971997363926,12.32,527,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
Hermes,30916,3232,4431.248774644835,3,0.5,5798.014253899346,23.572992742046438,59.876286869182046,10.8,310,suburban,Umland Verstädtert,10-20km
Hermes,30926,3537,4772.986738465786,3,0.6666666666666666,5981.497888198291,20.204155753643917,53.8021301528445,10.52,393,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
Hermes,30938,2656,4468.515535209561,3,0.5,6007.684029332934,25.61999743342487,153.22446344831192,16.57,334,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
Hermes,30952,2488,3889.8115398857817,3,0.5,5277.6182452376,26.29607980084847,37.755537878390655,15.6,274,suburban,Städtisch mit Verdichtungsansätzen,10-20km
Hermes,30966,2313,3504.4804263143524,3,0.5,4601.173469262583,23.83507273252175,31.832385676522556,16.87,229,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
Hermes,30974,1616,2736.177197673172,2,1.0,4626.23070035904,40.85515023146558,53.82702268136371,22.19,228,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
Hermes,30982,1680,2821.6334465094787,2,1.0,4596.833861562218,38.61789371803495,66.6831619829418,23.78,220,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
Hermes,30989,1681,2967.916154576442,3,0.6666666666666666,4185.515150068637,29.09077979259562,43.13135688268341,15.58,242,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
Hermes,31275,4698,7153.479169040323,3,0.5,9418.194923082388,24.046176284710715,129.47251256919432,23.26,528,suburban,Umland Verstädtert,20km+
Hermes,31303,3161,5752.5773261781205,4,0.5,6888.21710469868,16.48670129380652,112.90680951768702,22.27,425,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
Hermes,31311,2196,4449.670302767867,3,0.5,6231.959144058387,28.599174033253615,139.34872865781722,32.49,345,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
Hermes,31319,2907,4955.02080360654,3,0.5,6653.523191455497,25.527864545962455,101.18549289373648,23.57,378,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
Hermes,31515,4758,7807.170350876981,4,0.5,9098.73098096226,14.194953480740095,125.18180774883541,20.37,503,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
Hermes,31535,4780,8866.550728716747,3,0.6666666666666666,11828.26097084672,25.039270349460008,357.6158854957556,19.5,777,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
Hermes,31832,3015,5136.231294737025,2,1.0,8226.290929342216,37.56321848019392,159.38246951696127,28.44,458,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
UPS,30159,11805,12974.1073353578,3,0.6666666666666666,14124.871351764605,8.147076088328703,10.98727508223965,10.54,282,urban,Metropoles Zentrum,10-20km
UPS,30161,4726,5162.825848439812,2,1.0,5917.055804797465,12.746710209258692,1.7979843382791898,8.59,80,urban,Zentrumsnah hochverdichtete Wohnnutzung,5-10km
UPS,30163,5283,6504.720392897118,6,0.0,6504.720392897118,0.0,14.485893399375826,6.02,215,urban,Zentrumsnah hochverdichtete Wohnnutzung,5-10km
UPS,30165,2701,3168.2966680110894,4,0.3333333333333333,3773.2492250252094,16.032668952846024,4.951012974183712,6.57,77,urban,Zentrumsnah verdichtete Mischnutzung,5-10km
UPS,30167,4551,5668.505779714532,5,0.1666666666666666,6006.644999548211,5.6294190826844615,5.368928981069905,8.81,137,urban,Zentrumsnah verdichtete Mischnutzung,5-10km
UPS,30419,2053,2700.301847171793,3,0.6666666666666666,3598.278526285565,24.95573015134925,23.77191867081394,7.09,153,suburban,Städtisch mit gewerblicher Prägung,5-10km
UPS,30449,4685,5579.744006797242,3,0.5,6798.755020154903,17.929915252776485,12.46107802650201,12.33,209,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
UPS,30453,1821,2513.9650175202983,3,0.6666666666666666,3375.021836857729,25.512629575727622,9.157258958740023,10.59,118,suburban,Städtisch mit Verdichtungsansätzen,10-20km
UPS,30455,812,1247.8301933938392,3,0.6666666666666666,1985.0500139571805,37.138601817578376,6.967819653017212,12.14,99,suburban,Städtisch mit Verdichtungsansätzen,10-20km
UPS,30457,1021,1539.1449494994154,3,0.6666666666666666,2069.491599260607,25.626905175680598,6.068989648841514,14.87,93,suburban,Städtisch mit Verdichtungsansätzen,10-20km
UPS,30519,3064,4624.462849787077,4,0.3333333333333333,4937.054841641878,6.331547894064802,13.714884737746763,14.32,178,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
UPS,30539,2701,3879.596707815868,3,0.6666666666666666,4533.06046911727,14.415509472095183,19.21423828970633,16.42,96,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
UPS,30559,3087,3950.502321306617,3,0.5,5027.435680366569,21.42112654500293,19.484913733542946,13.47,141,suburban,Städtisch mit Verdichtungsansätzen,10-20km
UPS,30625,2727,3965.586418671057,5,0.1666666666666666,4315.013444156701,8.097935962605874,12.254281076148747,10.42,148,urban,Zentrumsnah verdichtete Mischnutzung,10-20km
UPS,30655,1218,1606.9430651489463,3,0.6666666666666666,2121.91378166516,24.269163100118675,4.462508901721823,8.22,93,suburban,Städtisch mit Verdichtungsansätzen,5-10km
UPS,30657,3745,4167.558218032095,4,0.5,4786.350272484361,12.92826515454919,12.670949194485747,5.0,96,rural,Umland dörflich ohne gewerblichen Einfluss,0-5km
UPS,30659,2385,3030.5020327249267,3,0.6666666666666666,3729.581575766453,18.744181588194948,26.058024802089417,10.16,158,suburban,Städtisch mit gewerblicher Prägung,10-20km
UPS,30823,1337,1990.3613767314089,3,0.5,2901.0492307771306,31.391671826326345,12.528872220645557,11.23,141,suburban,Städtisch mit Verdichtungsansätzen,10-20km
UPS,30826,1105,1741.027141301498,3,0.6666666666666666,2179.7117952412614,20.125809976231633,56.38950461206911,11.69,77,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
UPS,30827,2105,2972.536306041199,5,0.1666666666666666,3291.825156956803,9.699447439996387,10.610683695060029,8.21,92,suburban,Umland Verstädtert,5-10km
UPS,30853,3668,3847.539285581925,2,1.0,4885.572256538386,21.246906533154966,12.833286131520445,2.1,167,suburban,Umland Verstädtert,0-5km
UPS,30855,11475,12372.313669298126,6,0.0,12372.313669298126,0.0,59.06346106841505,2.73,226,suburban,Städtisch mit Verdichtungsansätzen,0-5km
UPS,30880,4190,6233.418208375956,4,0.3333333333333333,7164.597554373629,12.996952570339895,33.960996603727956,20.44,221,suburban,Umland Verstädtert,20km+
UPS,30890,1795,3399.6305061780013,3,0.5,4686.02421265492,27.45170848675786,102.53407734275534,22.83,246,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
UPS,30900,2208,3636.5185959250607,3,0.5,5252.628048739307,30.76763551156324,173.55971997363926,10.9,296,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
UPS,30916,4019,5244.919601901311,4,0.3333333333333333,6109.051569407693,14.14510841312418,59.876286869182046,7.96,236,suburban,Umland Verstädtert,5-10km
UPS,30926,1634,2352.128188072022,2,1.0,3963.3498677038015,40.65302669242404,53.8021301528445,13.64,194,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
UPS,30938,3590,5265.05737789394,4,0.3333333333333333,6063.945568650633,13.17439580735656,153.22446344831192,13.43,195,rural,Umland dörflich mit geringem gewerblichem Einfluss,10-20km
UPS,30952,1329,2374.797389336716,3,0.5,3731.55368849277,36.35901858627868,37.755537878390655,17.72,163,suburban,Städtisch mit Verdichtungsansätzen,10-20km
UPS,30966,1386,2117.593078443412,2,1.0,3533.856164661857,40.07698729735827,31.832385676522556,18.2,136,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
UPS,30974,1072,1959.506051164361,2,1.0,3208.8293030723075,38.93392679728325,53.82702268136371,24.68,134,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
UPS,30982,878,1685.4843353726524,2,1.0,3007.173952156455,43.95121924476681,66.6831619829418,24.88,141,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
UPS,30989,1191,2107.194346118614,3,0.5,3364.1454124269208,37.36316098778657,43.13135688268341,18.29,160,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
UPS,31275,2904,4166.874886231406,2,1.0,6734.00020753597,38.12184796834002,129.47251256919432,21.19,339,suburban,Umland Verstädtert,20km+
UPS,31303,1804,2868.7100089188043,2,1.0,4633.075702530725,38.08195261407387,112.90680951768702,19.35,259,rural,Umland dörflich ohne gewerblichen Einfluss,10-20km
UPS,31311,1062,2903.090631272961,4,0.3333333333333333,3968.942591958489,26.854809209008472,139.34872865781722,29.65,195,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
UPS,31319,1055,1953.1513629067244,2,1.0,3441.882252785476,43.253393943791615,101.18549289373648,22.42,153,rural,Umland dörflich ohne gewerblichen Einfluss,20km+
UPS,31515,3281,5095.403144973882,3,0.5,6718.456041625136,24.15812333362609,125.18180774883541,23.29,321,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
UPS,31535,2571,5408.891700611481,3,0.6666666666666666,8009.28273019456,32.4672148203702,357.6158854957556,20.99,322,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
UPS,31832,1605,3001.6840502998552,2,1.0,5227.687081644636,42.581030512723,159.38246951696127,30.54,251,rural,Umland dörflich mit geringem gewerblichem Einfluss,20km+
