raumtyp_3,n_cells,pct_ever_profitable,median_breakeven_share_pos,median_breakeven_share_5pct,median_max_saving
urban,70,100.0,1.4596174039658678,17.285991044388215,19.588379229845476
suburban,124,99.19354838709677,0.5549453222853935,5.549453222853934,27.42695008387748
rural,118,100.0,0.3548266371611372,3.5482663716113723,33.62879508212171
