provider,plz,penalty,share_willing,total_eur,baseline_eur,saving_pct,area_km2,hub_dist_km,n_stops,weekly_parcels,raumtyp_3
DPD,30900,0.0,0.0,7912.531093330155,7912.531093330155,0.0,173.55971997363926,25.52,515,2839,rural
DPD,30916,0.0,0.0,5505.336403799816,5505.336403799816,0.0,59.876286869182046,10.68,308,2914,suburban
DPD,30926,0.0,0.0,6146.851473398595,6146.851473398595,0.0,53.8021301528445,25.6,384,2637,rural
DPD,30938,0.0,0.0,5614.10632319326,5614.10632319326,0.0,153.22446344831192,17.56,317,2412,rural
DPD,30952,0.0,0.0,4651.5791758270425,4651.5791758270425,0.0,37.755537878390655,21.73,266,1895,suburban
DPD,30966,0.0,0.0,4054.5734078226283,4054.5734078226283,0.0,31.83238567652256,17.93,217,1807,rural
DPD,30974,0.0,0.0,4049.5746175540357,4049.5746175540357,0.0,53.82702268136371,28.84,224,1280,rural
DPD,30982,0.0,0.0,3635.1428609264503,3635.1428609264503,0.0,66.6831619829418,20.59,218,1278,rural
DPD,30989,0.0,0.0,4189.963023652114,4189.963023652114,0.0,43.13135688268341,25.63,242,1356,rural
DPD,31275,0.0,0.0,6310.744546848563,6310.744546848563,0.0,129.47251256919432,4.47,516,3643,suburban
DPD,31303,0.0,0.0,5298.7418231419815,5298.7418231419815,0.0,112.90680951768702,10.77,417,2491,rural
DPD,31311,0.0,0.0,4503.622414154428,4503.622414154428,0.0,139.34872865781722,17.19,336,1650,rural
DPD,31319,0.0,0.0,4393.641206526262,4393.641206526262,0.0,101.18549289373648,7.08,368,2115,rural
DPD,31515,0.0,0.0,8672.940895409381,8672.940895409381,0.0,125.1818077488354,38.45,488,3812,rural
DPD,31535,0.0,0.0,10736.90548199021,10736.90548199021,0.0,357.6158854957556,38.17,720,3582,rural
DPD,31832,0.0,0.0,6479.205569246742,6479.205569246742,0.0,159.3824695169613,30.86,456,2309,rural
FedEx,30159,0.0,0.0,12214.299279183924,12214.299279183924,0.0,10.98727508223965,11.75,273,9864,urban
FedEx,30161,0.0,0.0,5224.187237195072,5224.187237195072,0.0,1.7979843382791898,9.67,80,3810,urban
