provider,plz,weekly_parcels,schedule_size,weekly_cost,cost_per_parcel
GLS,30453,1373,4,2411.02066955386,1.7560237942854042
GLS,30453,1373,5,2803.7075394368158,2.0420302545060567
GLS,30453,1373,6,3222.2493326778094,2.346867685854195
GLS,30455,1201,2,1703.5185944217446,1.41841681467256
GLS,30455,1201,3,1813.797147974596,1.5102390907365497
GLS,30455,1201,4,2039.9256208563888,1.6985225818954113
GLS,30455,1201,5,2411.7656573464897,2.0081312717289674
GLS,30455,1201,6,2819.122705381794,2.3473128271288872
GLS,30457,1189,2,1622.9616355894314,1.3649803495285378
GLS,30457,1189,3,1709.3036605774605,1.4375976960281418
GLS,30457,1189,4,1893.1280173405912,1.592201864878546
GLS,30457,1189,5,2226.2675219867315,1.872386477701204
GLS,30457,1189,6,2412.6493943434884,2.0291416268658438
GLS,30459,1169,2,1591.5939025670837,1.3615003443687628
GLS,30459,1169,3,1680.4509280847865,1.4375114868133332
GLS,30459,1169,4,1793.0980421355707,1.533873432109128
GLS,30459,1169,5,1943.9057143685404,1.6628791397506761
GLS,30459,1169,6,2117.0047893604556,1.8109536264845643
GLS,30519,2084,2,2566.302598326196,1.231431189216025
GLS,30519,2084,3,2736.786807189804,1.3132374314730346
GLS,30519,2084,4,2989.4589970600896,1.4344812845777781
GLS,30519,2084,5,3374.8070227449675,1.6193891663843414
GLS,30519,2084,6,3736.7821108326443,1.793081627079004
GLS,30539,1310,2,1791.8426691440882,1.3678188314077009
GLS,30539,1310,3,1901.2384545093032,1.4513270645109184
GLS,30539,1310,4,2044.7005352021026,1.560840103207712
GLS,30539,1310,5,2208.6910700678272,1.6860237176090285
GLS,30539,1310,6,2523.7468584724056,1.9265243194445845
GLS,30559,2040,2,2473.2236639063667,1.212364541130572
GLS,30559,2040,3,2853.9822704563153,1.3990109168903506
GLS,30559,2040,4,3078.3957757146336,1.5090175371150165
GLS,30559,2040,5,3463.759386268568,1.6979212677787099
GLS,30559,2040,6,3829.678741387616,1.8772935006802038
GLS,30625,1185,2,1608.9348245834883,1.3577509068215092
GLS,30625,1185,3,1693.9891539935197,1.4295267122308184
GLS,30625,1185,4,1825.9626418024855,1.5408967441371184
GLS,30625,1185,5,1996.1681584235175,1.6845300914966392
GLS,30625,1185,6,2333.13305502961,1.9688886540334263
GLS,30627,774,2,1076.5447465782413,1.3908846855016037
GLS,30627,774,3,1148.7150912119591,1.4841280248216526
GLS,30627,774,4,1425.6867854246846,1.8419725909879645
GLS,30627,774,5,1507.3151597794986,1.9474356069502565
GLS,30627,774,6,1784.286853992224,2.3052801731165684
GLS,30629,1080,2,1486.5192874984632,1.3764067476837623
GLS,30629,1080,3,1643.9998206528976,1.5222220561600903
GLS,30629,1080,4,1941.765861279787,1.79793135303684
GLS,30629,1080,5,2175.599234716383,2.0144437358485026
GLS,30629,1080,6,2473.365275343272,2.290153032725252
GLS,30655,1383,2,1873.353608895523,1.3545579240025474
GLS,30655,1383,3,1989.6537636853755,1.438650588348066
GLS,30655,1383,4,2346.6873206362907,1.6968093424702029
GLS,30655,1383,5,2735.3908499864197,1.977867570489096
GLS,30655,1383,6,3135.312315714363,2.2670371046380065
GLS,30657,1325,2,2033.621179548687,1.5348084373952355
GLS,30657,1325,3,2141.5716089431303,1.6162804595797209
GLS,30657,1325,4,2346.3151869052235,1.7708039146454517
GLS,30657,1325,5,2637.8731286499806,1.9908476442641363
GLS,30657,1325,6,3010.304861509741,2.2719281973658423
GLS,30659,1138,2,1723.7545780098953,1.5147228277767095
GLS,30659,1138,3,1824.1543314237683,1.6029475671562112
GLS,30659,1138,4,1974.1193352031187,1.7347270080870991
GLS,30659,1138,5,2198.485569831547,1.9318853864952081
GLS,30659,1138,6,2447.7317424233056,2.1509066277884936
GLS,30823,1687,2,2479.449334861528,1.4697387877068926
GLS,30823,1687,3,2728.177102135226,1.6171767054743487
GLS,30823,1687,4,3148.8003998376325,1.8665088321503454
GLS,30823,1687,5,3579.3905890078468,2.121749015416625
GLS,30823,1687,6,4011.162990488072,2.3776899765785844
GLS,30826,1480,2,2452.3866079636637,1.6570179783538268
GLS,30826,1480,3,2930.9970466969153,1.9804034099303482
GLS,30826,1480,4,3404.808032521748,2.3005459679201
GLS,30826,1480,5,3906.028145179581,2.6392082062024196
GLS,30826,1480,6,4480.658465821776,3.027471936366065
GLS,30827,1331,2,2136.1168946114926,1.6048962393775301
GLS,30827,1331,3,2276.5734539441046,1.710423331287832
GLS,30827,1331,4,2542.7998564220734,1.9104431678603107
GLS,30827,1331,5,2857.9421834776085,2.1472142625677
GLS,30827,1331,6,3263.8539447507264,2.452181776672221
GLS,30851,1137,2,1702.5516314282386,1.4974068877996822
GLS,30851,1137,3,1800.9075549987178,1.5839116578704642
GLS,30851,1137,4,1903.0187500391166,1.67371921727275
GLS,30851,1137,5,2019.431927011648,1.7761054767032964
GLS,30851,1137,6,2132.4305023885195,1.8754885685035352
GLS,30853,1083,2,1547.5260236689169,1.4289252296111883
GLS,30853,1083,3,1716.6677409820331,1.5851041006297628
GLS,30853,1083,4,1984.263048172878,1.8321911802150304
GLS,30853,1083,5,2245.6739965605766,2.0735678638601813
GLS,30853,1083,6,2513.269303751421,2.3206549434454486
GLS,30855,5111,2,6600.400227981956,1.2914107274470663
GLS,30855,5111,3,6839.2178240944595,1.33813692508207
GLS,30855,5111,4,7091.387274187392,1.3874754987648976
GLS,30855,5111,5,7560.201708299216,1.4792020560162817
GLS,30855,5111,6,8060.729887256454,1.5771336112808558
GLS,30880,2630,2,3122.521486866511,1.1872705273256696
GLS,30880,2630,3,3395.8044191238896,1.2911803874995778
GLS,30880,2630,4,3600.4438811003693,1.368990068859456
GLS,30880,2630,5,4088.1554554275235,1.55443173210172
GLS,30880,2630,6,4497.278761377703,1.709991924478214
GLS,30890,2471,2,3931.6866330311386,1.59113178188229
GLS,30890,2471,3,4477.470027314253,1.8120072955541289
GLS,30890,2471,4,4934.638866070236,1.9970209899110627
GLS,30890,2471,5,5479.705503826773,2.2176064361905192
GLS,30890,2471,6,6137.887324180325,2.4839689697208924
GLS,30900,2487,2,4350.853860447198,1.7494386250290301
GLS,30900,2487,3,5149.102151634739,2.070406976933952
GLS,30900,2487,4,5801.758378135987,2.3328340885146712
GLS,30900,2487,5,6630.606881271343,2.6661065063415132
GLS,30900,2487,6,7370.444146609013,2.9635883178966678
GLS,30916,2276,2,3410.1753374156287,1.498319568284547
GLS,30916,2276,3,3698.239394897476,1.6248854986368524
GLS,30916,2276,4,4037.582699508672,1.7739818539141792
GLS,30916,2276,5,4429.706180656309,1.9462680934342307
GLS,30916,2276,6,4948.476000004729,2.174198594026682
GLS,30926,2421,2,3594.6226866400702,1.4847677350847048
GLS,30926,2421,3,3992.39983672602,1.6490705645295416
GLS,30926,2421,4,4475.368734487479,1.8485620547242787
GLS,30926,2421,5,4955.924184840266,2.047056664535426
GLS,30926,2421,6,5543.182450348916,2.2896251343861693
GLS,30938,1873,2,3281.488381242099,1.7519959323235978
GLS,30938,1873,3,3789.3856863477868,2.023163740708909
GLS,30938,1873,4,4409.942583995423,2.354480824343525
GLS,30938,1873,5,5038.322090510395,2.6899744209879315
GLS,30938,1873,6,5665.0462023331565,3.02458419772192
GLS,30952,1710,2,2354.9537258631344,1.3771659215573886
GLS,30952,1710,3,2614.9204689731846,1.5291932567094646
GLS,30952,1710,4,3023.3950223824336,1.7680672645511308
GLS,30952,1710,5,3455.836746105178,2.0209571614650166
GLS,30952,1710,6,3909.255169042049,2.2861141339427187
GLS,30966,1619,2,2169.6761690292915,1.3401335200922122
GLS,30966,1619,3,2397.560341497755,1.4808896488559327
GLS,30966,1619,4,2771.5129654877783,1.7118671806595296
GLS,30966,1619,5,3191.9610510988123,1.9715633422475678
GLS,30966,1619,6,3584.772898157406,2.214189560319584
GLS,30974,1120,2,1932.1813849405323,1.725161950839761
GLS,30974,1120,3,2135.9089318480956,1.9070615462929426
GLS,30974,1120,4,2408.6547560196996,2.1505846035890173
GLS,30974,1120,5,2755.728464842959,2.4604718436097848
GLS,30974,1120,6,3205.9466752545936,2.8624523886201727
GLS,30982,1154,2,1780.3233832779383,1.5427412333431008
GLS,30982,1154,3,1944.183660283326,1.6847345409734193
GLS,30982,1154,4,2167.547973888729,1.878291138551758
GLS,30982,1154,5,2424.3963102624116,2.1008633537802526
GLS,30982,1154,6,2710.4010225029906,2.3487010593613435
GLS,30989,1172,2,1941.2901941063787,1.6563909506027124
GLS,30989,1172,3,2162.9994251646863,1.8455626494579234
GLS,30989,1172,4,2507.0223224657934,2.1390975447660354
GLS,30989,1172,5,2883.572830529273,2.4603863741717347
GLS,30989,1172,6,3257.6276860825906,2.7795458072377053
GLS,31275,3227,2,4589.941741843028,1.4223556683740401
GLS,31275,3227,3,5046.909265200831,1.563963205826102
GLS,31275,3227,4,5633.26209888622,1.745665354473573
GLS,31275,3227,5,6328.903429570377,1.9612344064364353
GLS,31275,3227,6,7041.078822408168,2.181927121911425
GLS,31303,2208,2,3789.8682251601604,1.7164258266123915
GLS,31303,2208,3,4275.725449955266,1.9364698595811896
GLS,31303,2208,4,4851.045594458079,2.1970315192292023
GLS,31303,2208,5,5443.870492472496,2.465521056373413
GLS,31303,2208,6,6150.5266715912085,2.785564615756888
GLS,31311,1483,2,3037.6352322363928,2.048304269882935
GLS,31311,1483,3,3559.437650403082,2.40016024976607
GLS,31311,1483,4,4177.987935738743,2.8172541710982757
GLS,31311,1483,5,4853.623222173041,3.272841012928551
GLS,31311,1483,6,5491.018411793599,3.7026422196855013
GLS,31319,1985,2,2702.810412692771,1.3616173363691542
GLS,31319,1985,3,3110.5610527660074,1.5670332759526486
GLS,31319,1985,4,3477.4050571746666,1.7518413386270362
GLS,31319,1985,5,3899.8741504067166,1.9646721160739127
GLS,31319,1985,6,4281.978436229195,2.1571679779492166
GLS,31515,3284,2,5270.542072247425,1.6049153691374618
GLS,31515,3284,3,5838.001126383286,1.777710452613668
GLS,31515,3284,4,6440.717282181727,1.96124155973865
GLS,31515,3284,5,7279.1126875650525,2.216538577212257
GLS,31515,3284,6,8154.193909949261,2.483006671726328
GLS,31535,3227,2,6361.320711054961,1.9712800468097182
GLS,31535,3227,3,7345.008471038988,2.276110465149981
GLS,31535,3227,4,8417.277657021154,2.608390969018021
GLS,31535,3227,5,9593.08884412427,2.972757621358621
GLS,31535,3227,6,10773.2530783337,3.338473219192346
GLS,31832,2069,2,3426.187799475394,1.6559631703602677
GLS,31832,2069,3,3859.485954950947,1.8653871217742615
GLS,31832,2069,4,4445.895582072764,2.1488137177732063
GLS,31832,2069,5,4874.616308756363,2.356025282144206
GLS,31832,2069,6,5490.687904189942,2.6537882572208518
Hermes,30159,4412,2,5022.927805800964,1.1384695842703907
Hermes,30159,4412,3,5187.8151529104925,1.1758420564167027
Hermes,30159,4412,4,5350.720333651892,1.2127652614804834
Hermes,30159,4412,5,5718.1626530993935,1.2960477454894364
Hermes,30159,4412,6,6109.276230098962,1.3846954283995834
Hermes,30161,2187,2,2689.5607937414115,1.229794601619301
Hermes,30161,2187,3,2747.9276790836648,1.2564827064854434
Hermes,30161,2187,4,2814.4463536051444,1.2868981955213281
Hermes,30161,2187,5,2888.24364494844,1.3206418129622497
Hermes,30161,2187,6,3187.2029450413434,1.4573401669141945
Hermes,30163,2318,2,2645.903290579344,1.1414595731576116
Hermes,30163,2318,3,2714.108617190343,1.1708837865359547
Hermes,30163,2318,4,2800.042069088494,1.2079560263539664
Hermes,30163,2318,5,2891.9360668952277,1.2475996837339205
Hermes,30163,2318,6,3190.478039020655,1.376392596643941
Hermes,30165,1888,2,2107.9708471613894,1.1165099826066682
Hermes,30165,1888,3,2148.4683273577975,1.1379599191513758
Hermes,30165,1888,4,2457.831430144622,1.3018174947799905
Hermes,30165,1888,5,2767.759452892636,1.4659742864897436
Hermes,30165,1888,6,3080.171042997964,1.6314465270116334
Hermes,30167,2918,2,3228.8517957483873,1.1065290595436557
Hermes,30167,2918,3,3326.586774341451,1.1400228835988524
Hermes,30167,2918,4,3641.3415633331633,1.2478895007995763
Hermes,30167,2918,5,3974.7237078791204,1.362139721685785
Hermes,30167,2918,6,4316.281767128676,1.4791918324635627
Hermes,30173,1982,2,2329.738864079689,1.1754484682541317
Hermes,30173,1982,3,2408.231402710546,1.2150511618115771
Hermes,30173,1982,4,2716.0489392229647,1.3703576888107794
Hermes,30173,1982,5,3041.273159368934,1.5344465990761524
Hermes,30173,1982,6,3361.651545723009,1.6960905881548984
Hermes,30177,1604,2,1999.7342708803837,1.2467171264840298
Hermes,30177,1604,3,2063.0703966345436,1.2862034891736556
Hermes,30177,1604,4,2367.109475278001,1.4757540369563598
Hermes,30177,1604,5,2664.191618819965,1.660967343403968
Hermes,30177,1604,6,2968.230697463422,1.8505178911866722
Hermes,30179,1492,2,1674.6318084546817,1.1224073783208321
Hermes,30179,1492,3,1986.095951939314,1.3311635066617387
Hermes,30179,1492,4,2280.8374420208306,1.5287114222659723
Hermes,30179,1492,5,2595.0894005418136,1.7393360593443792
Hermes,30179,1492,6,2896.4311603929095,1.9413077482526204
Hermes,30419,3791,2,4135.739938158744,1.0909364120703624
Hermes,30419,3791,3,4358.884668760032,1.1497981189026725
Hermes,30419,3791,4,4746.010237961784,1.2519151247591094
Hermes,30419,3791,5,5194.8999976587775,1.3703244520334417
Hermes,30419,3791,6,5648.6007584449235,1.4900028378910375
Hermes,30449,2752,2,3346.743125572033,1.2161130543503027
Hermes,30449,2752,3,3457.1333109145244,1.2562257670474288
Hermes,30449,2752,4,3590.289804104283,1.3046111206774285
Hermes,30449,2752,5,3930.86652477267,1.4283671965016969
Hermes,30449,2752,6,4280.23353318867,1.5553174175830922
Hermes,30453,1923,2,2330.3872542989425,1.2118498462292993
Hermes,30453,1923,3,2448.700679058754,1.2733752881220768
Hermes,30453,1923,4,2777.1664088586626,1.4441842999785037
Hermes,30453,1923,5,3110.103750581936,1.6173186430483286
Hermes,30453,1923,6,3444.0138125053136,1.7909588208555973
Hermes,30455,1769,2,2415.6918093650197,1.3655691403985415
Hermes,30455,1769,3,2539.5169623594106,1.435566400429288
Hermes,30455,1769,4,2701.282317660698,1.527010920102147
Hermes,30455,1769,5,3065.0042839525336,1.7326197195887696
Hermes,30455,1769,6,3459.5249988532564,1.955638778322926
Hermes,30457,1718,2,2464.7405765749745,1.4346569130238502
Hermes,30457,1718,3,2325.9728627929344,1.3538840877723717
Hermes,30457,1718,4,2695.789923878976,1.5691443095919535
Hermes,30457,1718,5,3067.7703810177145,1.7856637840615335
Hermes,30457,1718,6,3474.177428685304,2.022222019025206
Hermes,30459,1718,2,2160.58887074231,1.2576186674867929
Hermes,30459,1718,3,2321.9457071037123,1.3515399924934297
Hermes,30459,1718,4,2679.206466182446,1.559491540269177
Hermes,30459,1718,5,3037.995817015871,1.768332838775245
Hermes,30459,1718,6,3395.2565760946045,1.976284386550992
Hermes,30519,2920,2,3707.7946015722364,1.269792671771314
Hermes,30519,2920,3,3956.7074025054185,1.3550367816799378
Hermes,30519,2920,4,4377.938461299809,1.4992939935958252
Hermes,30519,2920,5,4811.822214555865,1.6478843200533784
Hermes,30519,2920,6,5261.187804096954,1.801776645238683
Hermes,30539,1846,2,2669.810383136526,1.4462678131833835
Hermes,30539,1846,3,2814.6503902150052,1.524729355479418
Hermes,30539,1846,4,3063.5448631789254,1.6595584307578144
Hermes,30539,1846,5,3479.961050706763,1.8851359971325912
Hermes,30539,1846,6,3902.3445550533975,2.1139461294980486
Hermes,30559,2928,2,3721.1500895777594,1.2708845934350272
Hermes,30559,2928,3,4141.4299352883,1.4144227921066599
Hermes,30559,2928,4,4566.986435534182,1.5597631268900896
Hermes,30559,2928,5,4988.529220293425,1.7037326572040385
Hermes,30559,2928,6,5430.501890827649,1.854679607523104
Hermes,30625,1721,2,2387.362979565295,1.3871952234545584
Hermes,30625,1721,3,2492.838802322227,1.448482743940864
Hermes,30625,1721,4,2606.3758736307427,1.5144543135565036
Hermes,30625,1721,5,2949.002803721195,1.7135402694486896
Hermes,30625,1721,6,3297.855783246484,1.9162439182141104
Hermes,30627,1110,2,1594.0109797417613,1.4360459276952804
Hermes,30627,1110,3,1663.0842150947346,1.498274067652914
Hermes,30627,1110,4,1747.3730734654896,1.5742099760950357
Hermes,30627,1110,5,1835.1303090790989,1.6532705487199089
Hermes,30627,1110,6,1927.4611639218679,1.7364514990287099
Hermes,30629,1544,2,2022.8884729506738,1.3101609280768614
Hermes,30629,1544,3,2375.838914098001,1.5387557733795345
Hermes,30629,1544,4,2757.189896857495,1.7857447518507092
Hermes,30629,1544,5,3145.884797275599,2.037490153675906
Hermes,30629,1544,6,3555.960839541834,2.3030834452991154
Hermes,30655,1982,2,2366.1604562188386,1.1938246499590508
Hermes,30655,1982,3,2474.01860340396,1.248243493140242
Hermes,30655,1982,4,2807.88436697288,1.416692415223451
Hermes,30655,1982,5,3152.602573470275,1.5906168382796544
Hermes,30655,1982,6,3500.284830097108,1.7660367457603976
Hermes,30657,1834,2,2282.399774432408,1.2444927886763402
Hermes,30657,1834,3,2408.6428034304768,1.3133275918377736
Hermes,30657,1834,4,2558.780959078775,1.3951913626383725
Hermes,30657,1834,5,2900.702881317298,1.5816264347422562
Hermes,30657,1834,6,3243.3103348267778,1.7684352970702168
Hermes,30659,1587,2,2152.7526338180987,1.3564918927650276
Hermes,30659,1587,3,2262.657695797426,1.4257452399479686
Hermes,30659,1587,4,2612.296908162755,1.6460598035052014
Hermes,30659,1587,5,2967.179120016421,1.86967808444639
Hermes,30659,1587,6,3352.440597568059,2.112438939866452
Hermes,30823,2384,2,2887.0354909463285,1.2110048200278223
Hermes,30823,2384,3,3044.3386480954214,1.2769876879594888
Hermes,30823,2384,4,3283.585059364831,1.3773427262436373
Hermes,30823,2384,5,3630.584407720094,1.5228961441778919
Hermes,30823,2384,6,4051.174251894834,1.699318058680719
Hermes,30826,2156,2,2770.3745462076827,1.2849603646603351
Hermes,30826,2156,3,3033.9763746352955,1.4072246635599701
Hermes,30826,2156,4,3420.6685085596628,1.5865809408903817
Hermes,30826,2156,5,3705.6049199034305,1.7187406864116097
Hermes,30826,2156,6,4111.329446652203,1.9069246041986099
Hermes,30827,1865,2,2187.136412436136,1.1727272988933706
Hermes,30827,1865,3,2307.543251297432,1.2372886065937974
Hermes,30827,1865,4,2506.8762625301183,1.3441695777641385
Hermes,30827,1865,5,2814.1137310857666,1.5089081668020197
Hermes,30827,1865,6,3122.829552460838,1.674439438316803
Hermes,30851,1650,2,1850.6749114732047,1.1216211584686089
Hermes,30851,1650,3,1918.15671034916,1.1625192183934303
Hermes,30851,1650,4,2223.3492842470655,1.3474844146951912
Hermes,30851,1650,5,2535.1343939784247,1.5364450872596513
Hermes,30851,1650,6,2850.2888810436466,1.7274478066931191
Hermes,30853,1477,2,1737.8984982525064,1.1766408248155087
Hermes,30853,1477,3,1827.4767670501435,1.237289618855886
Hermes,30853,1477,4,1989.8919981872054,1.347252537702915
Hermes,30853,1477,5,2315.471147910205,1.567685272789577
Hermes,30853,1477,6,2602.5083672936285,1.7620232683098365
Hermes,30855,7102,2,7300.69749140107,1.027977681132226
Hermes,30855,7102,3,7523.883704109343,1.0594035066332501
Hermes,30855,7102,4,7770.901086232432,1.0941848896412887
Hermes,30855,7102,5,8181.108607911554,1.1519443266560905
Hermes,30855,7102,6,8625.533223400676,1.21452171548869
Hermes,30880,3668,2,5053.820687180918,1.3778137097003593
Hermes,30880,3668,3,5339.255743738648,1.4556313368971232
Hermes,30880,3668,4,5647.921401278246,1.5397822795196963
Hermes,30880,3668,5,5984.877026174393,1.6316458631882205
Hermes,30880,3668,6,6329.57110091396,1.7256191660070777
Hermes,30890,3618,2,5191.476605120306,1.434902323139941
Hermes,30890,3618,3,5588.191237060983,1.544552580724429
Hermes,30890,3618,4,5989.226219012628,1.6553969649012237
Hermes,30890,3618,5,6596.061165704168,1.8231235947219924
Hermes,30890,3618,6,7209.140865792891,1.9925762481461833
Hermes,30900,3644,2,4899.394276869886,1.344509955233229
Hermes,30900,3644,3,5612.180737272122,1.5401154602832388
Hermes,30900,3644,4,6053.09896518034,1.6611138762843962
Hermes,30900,3644,5,6815.258681462671,1.8702685733980986
Hermes,30900,3644,6,7295.688400370748,2.00210987935531
Hermes,30916,3232,2,4082.497801712778,1.263149072312122
Hermes,30916,3232,3,4324.117621471666,1.3379076799107879
Hermes,30916,3232,4,4616.482281033556,1.4283670423989965
Hermes,30916,3232,5,5116.0010722070965,1.5829211238264531
Hermes,30916,3232,6,5635.204645690119,1.7435657938397646
Hermes,30926,3537,2,4446.341297360866,1.2570939489287152
Hermes,30926,3537,3,4728.794006935013,1.336950525002831
Hermes,30926,3537,4,5058.302387171709,1.4301109378489423
Hermes,30926,3537,5,5552.5925166516745,1.5698593487847539
Hermes,30926,3537,6,5882.100896888369,1.6630197616308648
Hermes,30938,2656,2,4066.5065709983087,1.5310642210083993
Hermes,30938,2656,3,4446.130947365502,1.6739950856044812
Hermes,30938,2656,4,4830.051244751658,1.8185433903432446
Hermes,30938,2656,5,5429.929155985373,2.044401037645095
Hermes,30938,2656,6,6036.207535732464,2.272668499899271
Hermes,30952,2488,2,3313.2990520450467,1.3317118376386843
Hermes,30952,2488,3,3762.4867534922164,1.5122535182846528
Hermes,30952,2488,4,4088.386119112181,1.6432420092894617
Hermes,30952,2488,5,4558.503098009374,1.8321957789426746
Hermes,30952,2488,6,5043.722065078046,2.027219479532977
Hermes,30966,2313,2,3292.992471400423,1.4236889197580729
Hermes,30966,2313,3,3481.7365183810307,1.5052903235542718
Hermes,30966,2313,4,3726.3741492661966,1.611056700936531
Hermes,30966,2313,5,4077.3888853141543,1.7628140446667333
Hermes,30966,2313,6,4530.623211146244,1.9587648988959119
Hermes,30974,1616,2,2634.210176593217,1.6300805548225352
Hermes,30974,1616,3,2935.393637068104,1.8164564585817475
Hermes,30974,1616,4,3418.719167782169,2.115544039469164
Hermes,30974,1616,5,3899.87890627248,2.4132914023963368
Hermes,30974,1616,6,4400.564684483541,2.7231217106952603
Hermes,30982,1680,2,2713.0124859839434,1.614888384514252
Hermes,30982,1680,3,3069.897332482165,1.8273198407631934
Hermes,30982,1680,4,3544.9077039048584,2.1100641094671775
Hermes,30982,1680,5,4048.7430981832576,2.4099661298709867
Hermes,30982,1680,6,4560.207687973107,2.7144093380792302
Hermes,30989,1681,2,2484.1851162371768,1.4778019727764289
Hermes,30989,1681,3,2779.3194306826695,1.6533726535887385
Hermes,30989,1681,4,3223.851721638743,1.9178177999040709
Hermes,30989,1681,5,3682.4430885783586,2.1906264655433425
Hermes,30989,1681,6,4153.700009203697,2.4709696663912535
Hermes,31275,4698,2,6603.343386456199,1.405564790646275
Hermes,31275,4698,3,7075.948408754534,1.5061618579724423
Hermes,31275,4698,4,7799.547943435614,1.6601847474320166
Hermes,31275,4698,5,8536.619357226258,1.8170752143946909
Hermes,31275,4698,6,9280.980093621229,1.9755172613072007
Hermes,31303,3161,2,4695.047635819148,1.485304535216434
Hermes,31303,3161,3,5164.582890166226,1.6338446346618873
Hermes,31303,3161,4,5686.928800060933,1.799091679867426
Hermes,31303,3161,5,6435.3727138045315,2.0358660910485704
Hermes,31303,3161,6,7190.235866982446,2.2746712644677145
Hermes,31311,2196,2,3973.8327280116528,1.809577744996199
Hermes,31311,2196,3,4437.01762536693,2.0204998294020626
Hermes,31311,2196,4,4993.313262920494,2.2738220687251793
Hermes,31311,2196,5,5640.512071316926,2.568539194588764
Hermes,31311,2196,6,6447.939796859073,2.9362203082236213
Hermes,31319,2907,2,4237.558730794068,1.4577085417248254
Hermes,31319,2907,3,4815.92653297572,1.6566654740198554
Hermes,31319,2907,4,5405.426030455126,1.8594516788631326
Hermes,31319,2907,5,6027.080437497874,2.073299084106596
Hermes,31319,2907,6,6665.1840544232255,2.2928049722818113
Hermes,31515,4758,2,6602.39659486848,1.3876411506659267
Hermes,31515,4758,3,6981.411372557293,1.4672995738876196
Hermes,31515,4758,4,7428.2168079133535,1.5612057183508519
Hermes,31515,4758,5,7995.555962621162,1.6804447168182348
Hermes,31515,4758,6,8691.873802499378,1.8267914675282426
Hermes,31535,4780,2,7585.752867487058,1.5869775873403889
Hermes,31535,4780,3,8374.504977225162,1.751988488959239
Hermes,31535,4780,4,9278.617087325489,1.941133281867257
Hermes,31535,4780,5,10334.573711440406,2.162044709506361
Hermes,31535,4780,6,11462.746468675467,2.3980641147856625
Hermes,31832,3015,2,4968.857375121714,1.6480455638877989
Hermes,31832,3015,3,5572.593695943667,1.8482897830658929
Hermes,31832,3015,4,6385.439439819732,2.1178903614659146
Hermes,31832,3015,5,7190.438804522635,2.3848884923789835
Hermes,31832,3015,6,8003.2845483987,2.654489070779005
UPS,30159,11805,2,12471.475608463923,1.0564570612845339
UPS,30159,11805,3,12669.134201147674,1.0732006947181427
UPS,30159,11805,4,13046.468193619135,1.105164607676335
UPS,30159,11805,5,13553.243366284541,1.1480934660130913
UPS,30159,11805,6,14079.378741354069,1.1926623245535002
UPS,30161,4726,2,4957.089863132487,1.048897558851563
UPS,30161,4726,3,5010.576285033373,1.0602150412681703
UPS,30161,4726,4,5299.594797011925,1.1213700374549143
UPS,30161,4726,5,5604.076190692874,1.1857969087373834
UPS,30161,4726,6,5893.094702671425,1.246951904924127
UPS,30163,5283,2,5728.414934545384,1.0843109851496089
UPS,30163,5283,3,5825.092752900966,1.1026107804090415
UPS,30163,5283,4,5987.169097434624,1.1332896266202204
UPS,30163,5283,5,6211.420448118859,1.175737355313053
UPS,30163,5283,6,6582.961931824795,1.2460651016136277
UPS,30165,2701,2,3081.6135888917065,1.140915804846985
UPS,30165,2701,3,3110.468854708096,1.1515989836016645
UPS,30165,2701,4,3187.418422950783,1.1800882721032149
UPS,30165,2701,5,3483.8500638807604,1.2898371210221253
UPS,30165,2701,6,3797.0384869439245,1.405789887798565
UPS,30167,4551,2,5115.9626862968635,1.1241403397707896
UPS,30167,4551,3,5203.4339357153185,1.1433605659668904
UPS,30167,4551,4,5322.4570912008685,1.1695137532851831
UPS,30167,4551,5,5637.169094503033,1.2386660282362192
UPS,30167,4551,6,5980.718756306258,1.314154857461274
UPS,30419,2053,2,2556.1583747885516,1.245084449482977
UPS,30419,2053,3,2706.9918027461185,1.318554214683935
UPS,30419,2053,4,2892.106943618847,1.4087223300627603
UPS,30419,2053,5,3282.56339794859,1.5989105688984853
UPS,30419,2053,6,3637.482373040114,1.7717887837506643
UPS,30449,4685,2,5641.091535724783,1.2040750343062505
UPS,30449,4685,3,5551.383552206332,1.1849271189341157
UPS,30449,4685,4,5966.50995756977,1.273534676108809
UPS,30449,4685,5,6390.0685203928715,1.3639420534456503
UPS,30449,4685,6,6818.784201425578,1.455450203079099
UPS,30453,1821,2,2380.8746364796125,1.3074544955956138
UPS,30453,1821,3,2493.8499506793696,1.3694947560018504
UPS,30453,1821,4,2646.2159902581925,1.4531663867425548
UPS,30453,1821,5,2992.994005600182,1.6435991244372223
UPS,30453,1821,6,3346.8225965684373,1.837903677412651
UPS,30455,812,2,1168.3124175332512,1.4388083959769102
UPS,30455,812,3,1268.1945643358276,1.5618159659308222
UPS,30455,812,4,1552.8321399932602,1.9123548522084486
UPS,30455,812,5,1692.534397836783,2.0844019677792893
UPS,30455,812,6,1977.1719734942153,2.4349408540569155
UPS,30457,1021,2,1443.563529305683,1.4138722128361243
UPS,30457,1021,3,1546.9153831384176,1.5150983184509477
UPS,30457,1021,4,1671.2034005249182,1.6368299711311638
UPS,30457,1021,5,1973.8154631707698,1.9332178875325856
UPS,30457,1021,6,2108.3079545882533,2.064944127902305
UPS,30519,3064,2,3865.367571108387,1.2615429409622674
UPS,30519,3064,3,4032.4157428482554,1.316062579258569
