penalty,wait_d,sav_pct,mean_freq,n_batched
0.0,0.9692323830484589,23.109665215546325,2.0256410256410255,312
0.25,0.4396321043756383,19.2323839040603,3.0641025641025643,292
0.5,0.2125126999332346,14.13799875039881,3.951923076923077,236
0.75,0.12855868622654304,10.676372507680503,4.516025641025641,190
1.0,0.0809423152539063,7.93319032662452,4.92948717948718,143
2.0,0.008909877315346268,1.4401965556595409,5.830128205128205,31
5.0,0.0,4.2795365112364976e-08,6.0,0
10.0,0.0,4.2795365112364976e-08,6.0,0
