penalty_eur_per_day,provider,plz,schedule_size,base_cost_eur,wait_days_avg,weekly_parcels,penalty_cost_eur,combined_cost_eur
0.0,FedEx,30519,4,4003.1653013077,0.30185497470489037,2372,0.0,4003.1653013077
0.0,FedEx,30539,4,3974.425873012377,0.33100041169205435,2429,0.0,3974.425873012377
0.0,FedEx,30559,3,5061.966182289847,0.4580152671755725,3144,0.0,5061.966182289847
0.0,FedEx,30625,5,3641.0591341287036,0.10542844324809332,2229,0.0,3641.0591341287036
0.0,FedEx,30655,5,3381.913651790382,0.10526315789473684,2242,0.0,3381.913651790382
0.0,FedEx,30657,6,4470.593996761694,0.0,3429,0.0,4470.593996761694
0.0,FedEx,30823,5,1945.1214699930524,0.13439635535307518,878,0.0,1945.1214699930524
0.0,FedEx,30827,4,3963.7691142037675,0.3409503083061299,2757,0.0,3963.7691142037675
0.0,FedEx,30853,3,4257.862647875421,0.5463849455265765,3029,0.0,4257.862647875421
0.0,FedEx,30855,2,10630.50406852527,0.9771313941825477,9970,0.0,10630.50406852527
0.0,FedEx,30880,6,5741.552839090982,0.0,3498,0.0,5741.552839090982
0.0,FedEx,30890,2,3357.287710501643,0.9695550351288056,1281,0.0,3357.287710501643
0.0,FedEx,30900,2,3701.9499762825653,0.9198497182216656,1597,0.0,3701.9499762825653
0.0,FedEx,30916,4,5106.3954509255755,0.30261941448382124,3245,0.0,5106.3954509255755
0.0,FedEx,30926,2,2993.911256814815,0.9146919431279621,1266,0.0,2993.911256814815
0.0,FedEx,30938,4,5307.377677110037,0.28169913765570104,3131,0.0,5307.377677110037
0.0,FedEx,30952,4,2712.47274254841,0.3585291113381001,979,0.0,2712.47274254841
0.0,FedEx,30966,6,2488.5376856129433,0.0,1063,0.0,2488.5376856129433
0.0,FedEx,30974,5,2336.1064675816524,0.11596009975062344,802,0.0,2336.1064675816524
0.0,FedEx,30982,5,2370.6404615718925,0.10355987055016182,618,0.0,2370.6404615718925
0.0,FedEx,30989,6,2431.4853535221046,0.0,876,0.0,2431.4853535221046
0.0,FedEx,31275,4,4598.235094882853,0.4017815283638069,2133,0.0,4598.235094882853
