feature,label,n,mean_bias_pp,median_bias_pp,spearman_rho,spearman_p
weekly_parcels,Weekly parcels per cluster (sum across days),312,10.118930329121412,8.6870473693354,-0.47369834105464503,7.420583574463842e-19
area_km2,Cluster area  [km²],312,10.118930329121412,8.6870473693354,0.06522539372398474,0.2506758281019828
demand_per_area,Demand density  [parcels/km²/week],312,10.118930329121412,8.6870473693354,-0.2996221133991698,6.829469845851805e-08
hub_dist_km,Distance to hub  [km],312,10.118930329121412,8.6870473693354,0.3631561562349206,3.687795882634988e-11
baseline_routes,Baseline routes per week,312,10.118930329121412,8.6870473693354,-0.49675569555125126,7.581111584727176e-21
parcels_per_route_baseline,Parcels per route (baseline),312,10.118930329121412,8.6870473693354,-0.2700086727529293,1.2960462437682567e-06
b2c_share,B2C-share of parcels,312,10.118930329121412,8.6870473693354,,
