provider,cluster_id,raumtyp_3,raumtyp_8,raumtyp_8_name,baseline_routes,baseline_distance_km,baseline_parcels,baseline_cost_eur,saml_routes,saml_distance_km,saml_parcels,saml_cost_eur,fixed_routes,fixed_distance_km,fixed_parcels,fixed_cost_eur,actual_saving_abs,avg_demand,area_km2,hub_dist_km,actual_saving_pct,actual_fixed_saving_pct,routes_delta_pct,distance_delta_pct,weekly_parcels,demand_per_area,parcels_per_route_baseline,parcels_per_route_saml,baseline_eur_per_parcel,saml_eur_per_parcel,fixed_eur_per_parcel,baseline_eur_per_km,b2c_share
Amazon,30539,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,17,1442.18,3516,5352.17,18,1386.53,3516,5191.55,18,1420.66,3516,5311.69,160.6199999999999,586.0,19.21423828970633,21.37,3.001025752171547,0.7563287414263835,5.882352941176471,-3.8587416272587394,3516,182.9892992366828,206.8235294117647,195.33333333333334,1.5222326507394768,1.4765500568828214,1.5107195676905574,3.711166428601145,0.7
Amazon,30559,suburban,4,Städtisch mit Verdichtungsansätzen,76,4763.38,14770,21995.809999999998,73,4127.26,14770,19594.6,75,4339.72,14770,20495.379999999997,2401.21,2461.6666666666665,50.00544743735418,19.37742913404414,10.91667003852097,6.82143553704092,-3.9473684210526314,-13.354382812204776,14770,295.36782004607716,194.3421052631579,202.32876712328766,1.4892220717670952,1.3266486120514556,1.3876357481381176,4.617689539780575,0.7
Amazon,30625,suburban,4,Städtisch mit Verdichtungsansätzen,29,1815.06,5270,8368.68,28,1666.69,5270,7715.280000000001,28,1664.99,5270,7721.620000000001,653.4000000000001,878.3333333333333,12.254281076148747,17.000303455427076,7.807682932075305,7.731924270016292,-3.4482758620689653,-8.174385419765732,5270,430.0537883252345,181.72413793103448,188.21428571428572,1.5879848197343454,1.4640000000000002,1.4652030360531312,4.61069055568411,0.7
Amazon,30657,rural,8,Umland dörflich ohne gewerblichen Einfluss,18,866.52,3559,4960.84,18,756.49,3559,4582.25,19,824.6,3559,4936.19,378.59000000000015,593.1666666666666,12.670949194485749,15.05,7.631570459841481,0.49689165544545977,0.0,-12.69791810921848,3559,280.87872071563794,197.72222222222223,197.72222222222223,1.3938859230120821,1.2875105366676032,1.3869598201742062,5.725015002538892,0.7
Amazon,30823,suburban,4,Städtisch mit Verdichtungsansätzen,22,421.3,4370,5550.42,21,263.96,4370,4791.21,22,314.04,4370,5154.02,759.21,728.3333333333334,12.528872220645557,1.29,13.678424335455695,7.141801881659399,-4.545454545454546,-37.34630904343699,4370,348.79436257630164,198.63636363636363,208.0952380952381,1.2701189931350114,1.096386727688787,1.1794096109839818,13.174507476857347,0.7
Amazon,30827,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,37,1045.6,7350,10033.24,37,689.9200000000001,7350,8810.880000000001,37,812.26,7350,9200.5,1222.3599999999997,1225.0,67.00018830712914,3.9483264063485297,12.183103364416668,8.299811426817257,0.0,-34.016832440703894,7350,109.7011842161931,198.64864864864865,198.64864864864865,1.3650666666666667,1.1987591836734695,1.2517687074829933,9.595677123182861,0.7
Amazon,30853,suburban,6,Umland Verstädtert,32,1314.92,5943,8495.29,30,1106.77,5943,7492.969999999999,33,1225.35,5943,8272.369999999999,1002.3200000000002,990.5,12.833286131520444,12.035963753462648,11.798537777992292,2.624042263418928,-6.25,-15.829860371733647,5943,463.09261237487067,185.71875,198.1,1.4294615514050144,1.260805990240619,1.391951876156823,6.4606896237033435,0.7
Amazon,30855,suburban,4,Städtisch mit Verdichtungsansätzen,62,2356.13,13591,15884.48,61,2057.11,13591,14721.11,62,2140.74,13591,15167.41,1163.369999999999,2265.333333333333,58.08159729436245,9.969999999999999,7.323941356594607,4.514280605975139,-1.6129032258064515,-12.691150318530811,13591,233.99838560085843,219.20967741935485,222.80327868852459,1.168749908027371,1.0831513501581929,1.1159892575969392,6.741767219975128,0.7
Amazon,30880,suburban,6,Umland Verstädtert,33,2865.29,6971,10786.36,32,2648.25,6971,9579.02,34,2862.88,6971,10389.35,1207.34,1161.8333333333333,33.96099660372796,23.78,11.193210684605372,3.680667064700234,-3.0303030303030303,-7.574800456498294,6971,205.26488316408182,211.24242424242425,217.84375,1.5473188925548702,1.374124228948501,1.4903672356907187,3.764491552338507,0.7
Amazon,30890,rural,8,Umland dörflich ohne gewerblichen Einfluss,31,2039.21,6502,9819.87,31,1582.04,6502,8473.23,31,1699.77,6502,8841.27,1346.6400000000012,1083.6666666666667,102.53407734275534,12.55,13.71341983142344,9.965508708363759,0.0,-22.418975975990705,6502,63.41306391498345,209.74193548387098,209.74193548387098,1.5102845278375885,1.3031728698861889,1.3597769916948632,4.815526600987638,0.7
Amazon,30900,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,33,2569.96,6667,11224.39,31,1924.79,6667,8973.7,32,2151.99,6667,9713.72,2250.6899999999987,1111.1666666666667,173.55971997363926,17.55,20.05178009673576,13.458816024746111,-6.0606060606060606,-25.104281778704728,6667,38.41329083160887,202.03030303030303,215.06451612903226,1.6835743212839358,1.3459877006149694,1.4569851507424627,4.367534903266977,0.7
Amazon,30916,suburban,6,Umland Verstädtert,31,1964.77,6164,9504.28,27,1515.7,6164,7500.6,29,1689.63,6164,8286.6,2003.6800000000003,1027.3333333333333,59.876286869182046,19.41,21.0818704836137,12.811912106966547,-12.903225806451612,-22.856110384421584,6164,102.94559536510893,198.83870967741936,228.2962962962963,1.5419013627514602,1.2168397144711227,1.3443543153796236,4.837349918820015,0.7
Amazon,30926,rural,8,Umland dörflich ohne gewerblichen Einfluss,31,1073.34,6338,8682.19,30,697.52,6338,7355.11,32,823.72,6338,8078.93,1327.0800000000008,1056.3333333333333,53.8021301528445,4.34,15.285083602178721,6.948246928482332,-3.225806451612903,-35.014068235601016,6338,117.80202720588586,204.4516129032258,211.26666666666668,1.3698627327232566,1.160478068791417,1.2746812874723887,8.088946652505266,0.7
