provider,cluster_id,raumtyp_3,raumtyp_8,raumtyp_8_name,baseline_routes,baseline_distance_km,baseline_parcels,baseline_cost_eur,saml_routes,saml_distance_km,saml_parcels,saml_cost_eur,fixed_routes,fixed_distance_km,fixed_parcels,fixed_cost_eur,actual_saving_abs,avg_demand,area_km2,hub_dist_km,actual_saving_pct,actual_fixed_saving_pct,routes_delta_pct,distance_delta_pct,weekly_parcels,demand_per_area,parcels_per_route_baseline,parcels_per_route_saml,baseline_eur_per_parcel,saml_eur_per_parcel,fixed_eur_per_parcel,baseline_eur_per_km,b2c_share
Amazon,30938,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,25,2292.3,5072,8427.6,24,1930.35,5072,7091.31,26,2151.5,5072,7915.78,1336.29,845.3333333333334,153.22446344831192,24.95,15.856115620105367,6.073140633157727,-4.0,-15.789818086637887,5072,33.101763816656906,202.88,211.33333333333334,1.6615930599369086,1.3981289432176658,1.5606821766561514,3.6764821358460935,0.7
Amazon,30952,suburban,4,Städtisch mit Verdichtungsansätzen,22,1286.98,4476,7135.91,21,1113.85,4476,6268.8,23,1201.91,4476,6779.02,867.1099999999997,746.0,37.755537878390655,14.140000000000002,12.15135841119072,5.001324288002503,-4.545454545454546,-13.452423503084749,4476,118.5521449705484,203.45454545454547,213.14285714285714,1.5942605004468275,1.4005361930294906,1.51452636282395,5.544693779235108,0.7
Amazon,30966,rural,8,Umland dörflich ohne gewerblichen Einfluss,22,1314.11,4221,6777.63,20,1042.25,4221,5634.66,21,1141.68,4221,6068.89,1142.9700000000005,703.5,31.83238567652256,17.79,16.863859490706933,10.457047670055752,-9.090909090909092,-20.68776586434925,4221,132.60080607508874,191.86363636363637,211.05,1.6056929637526653,1.334911158493248,1.437784885098318,5.157581937585134,0.7
Amazon,30974,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,15,1053.74,2971,4984.34,15,831.97,2971,4367.27,16,942.74,2971,4796.39,617.0699999999997,495.1666666666667,53.82702268136371,18.26,12.38017470718289,3.7708101774758505,0.0,-21.045988574031544,2971,55.19532480158217,198.06666666666666,198.06666666666666,1.677664086166274,1.469966341299226,1.6144025580612589,4.730142160305198,0.7
Amazon,30982,rural,8,Umland dörflich ohne gewerblichen Einfluss,16,1294.8,3044,5544.48,16,1168.06,3044,5058.51,17,1256.14,3044,5371.56,485.96999999999935,507.3333333333333,66.6831619829418,24.57,8.764933771967783,3.118777595013404,0.0,-9.788384306456596,3044,45.648705152564375,190.25,190.25,1.8214454664914586,1.6617969776609725,1.7646386333771356,4.282113067655236,0.7
Amazon,30989,rural,8,Umland dörflich ohne gewerblichen Einfluss,17,897.58,3112,5230.89,16,747.6,3112,4587.93,17,789.09,3112,4854.38,642.96,518.6666666666666,43.13135688268341,11.39,12.291598561621445,7.197819109176454,-5.882352941176471,-16.70937409478821,3112,72.15168325134285,183.05882352941177,194.5,1.6808772493573265,1.4742705655526993,1.5598907455012854,5.827770226609327,0.7
Amazon,31275,suburban,6,Umland Verstädtert,40,3749.73,8588,13290.93,39,3149.32,8588,11437.92,41,3427.34,8588,12427.78,1853.01,1431.3333333333333,129.47251256919432,30.8,13.941913771271087,6.494278428973741,-2.5,-16.012086203539983,8588,66.33068154455019,214.7,220.2051282051282,1.5476164415463438,1.3318490917559385,1.4471099208197487,3.5445032042307045,0.7
Amazon,31303,rural,8,Umland dörflich ohne gewerblichen Einfluss,29,2745.41,5793,9870.3,28,2279.24,5793,8363.52,28,2393.04,5793,8721.81,1506.7799999999988,965.5,112.90680951768702,30.88,15.26579739217652,11.635816540530682,-3.4482758620689653,-16.979977489700996,5793,51.307799987852086,199.75862068965517,206.89285714285714,1.7038322112894873,1.4437286380113932,1.5055774210253754,3.5952007168328226,0.7
Amazon,31311,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,22,2699.82,3965,8419.38,18,1964.08,3965,6119.85,20,2270.12,3965,7054.47,2299.529999999999,660.8333333333334,139.34872865781722,40.99,27.312343664260304,16.211526264404256,-18.181818181818183,-27.251446392722485,3965,28.45379386084245,180.22727272727272,220.27777777777777,2.1234249684741484,1.5434678436317781,1.7791853720050441,3.1184967886748,0.7
Amazon,31319,rural,8,Umland dörflich ohne gewerblichen Einfluss,25,2470.02,5228,8525.8,25,2118.81,5228,7513.72,25,2221.37,5228,7796.57,1012.079999999999,871.3333333333334,101.18549289373648,29.57,11.870792183724683,8.553214947570899,0.0,-14.218913207180508,5228,51.66748562949008,209.12,209.12,1.6307957153787298,1.4372073450650344,1.4913102524866104,3.4517129415956145,0.7
Amazon,31515,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,40,1987.59,8733,12131.51,40,1468.75,8733,10386.34,40,1606.91,8733,10876.56,1745.17,1455.5,125.1818077488354,12.09,14.385430997460332,10.34454902975805,0.0,-26.103975165904433,8733,69.7625330473089,218.325,218.325,1.3891572197412114,1.1893209664491011,1.245455170044658,6.103628011813302,0.7
Amazon,31535,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,46,3398.04,8625,15832.28,40,2213.24,8625,11689.75,41,2524.93,8625,12730.74,4142.530000000001,1437.5,357.6158854957556,16.13,26.165088035330353,19.5899769332023,-13.043478260869565,-34.86715871502396,8625,24.11805613177205,187.5,215.625,1.8356266666666667,1.3553333333333333,1.4760278260869566,4.659238855340138,0.7
Amazon,31832,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,28,2875.15,5466,10526.15,26,2274.46,5466,8536.65,27,2484.94,5466,9217.03,1989.5,911.0,159.3824695169613,25.63,18.90054768362602,12.436835880165104,-7.142857142857143,-20.89247517520825,5466,34.29486327176224,195.21428571428572,210.23076923076923,1.92575009147457,1.5617727771679473,1.6862477131357483,3.661078552423352,0.7
DHL,30159,urban,2,Zentrumsnah hochverdichtete Wohnnutzung,90,997.99,19130,19353.08,87,902.6100000000001,19130,18435.43,86,887.26,19130,18221.02,917.6499999999996,5267.5,6.7310008289087495,3.1646926110364353,4.741622522099848,5.849508191977717,-3.3333333333333335,-9.557209992084077,19130,2842.0736360392657,212.55555555555554,219.88505747126436,1.0116612650287506,0.9636921066387872,0.9524840564558286,19.392058036653676,0.7
DHL,30161,urban,2,Zentrumsnah hochverdichtete Wohnnutzung,53,277.8,11554,10814.18,52,221.27,11554,10426.55,53,234.31,11554,10661.92,387.630000000001,1925.6666666666667,1.7979843382791898,1.04,3.5844604029154405,1.4079662073314871,-1.8867924528301887,-20.3491720662347,11554,6426.084896300083,218.0,222.19230769230768,0.9359684957590445,0.9024190756447983,0.9227903756274883,38.927933765298775,0.7
DHL,30163,suburban,5,Städtisch mit gewerblicher Prägung,151,1329.1399999999999,31665,32074.0,143,1049.35,31665,29643.27,146,1112.6200000000001,31665,30409.97,2430.7300000000014,5277.5,19.436906373559538,2.7443185534122034,7.578505954979109,5.188096277358604,-5.298013245033113,-21.05045367681358,31665,1629.1172777924482,209.7019867549669,221.43356643356643,1.0129164692878572,0.9361525343439129,0.9603653876519818,24.13139323171374,0.7
DHL,30167,urban,3,Zentrumsnah verdichtete Mischnutzung,38,198.64,7997,7770.23,37,133.42,7997,7370.86,37,157.43,7997,7438.08,399.3699999999999,2315.333333333333,4.343746915001259,1.26,5.139744898156167,4.274648240785661,-2.6315789473684212,-32.83326621022956,7997,1841.037278756302,210.44736842105263,216.13513513513513,0.9716431161685631,0.9217031386770038,0.9301087907965487,39.11714659685864,0.7
DHL,30419,suburban,5,Städtisch mit gewerblicher Prägung,66,1140.08,14775,15166.02,66,919.12,14775,14405.68,66,980.3,14775,14614.43,760.3400000000001,2462.5,23.77191867081394,5.16,5.013444529283228,3.6370122154658913,0.0,-19.38109606343414,14775,621.5316569352082,223.86363636363637,223.86363636363637,1.0264649746192893,0.9750037225042302,0.989132318104907,13.302592800505229,0.7
DHL,30449,urban,3,Zentrumsnah verdichtete Mischnutzung,91,1030.11,19286,19738.760000000002,88,826.05,19286,18479.14,90,873.46,19286,19027.49,1259.6200000000008,3214.3333333333335,12.461078026502008,1.5751568951962236,6.381454559455622,3.6034178438767195,-3.2967032967032965,-19.80953490403937,19286,1547.699160456492,211.93406593406593,219.1590909090909,1.0234760966504202,0.9581634346157835,0.9865959763559059,19.161798254555343,0.7
DHL,30453,suburban,4,Städtisch mit Verdichtungsansätzen,38,686.22,8150,8781.5,38,568.75,8150,8349.71,39,602.54,8150,8654.36,431.7900000000009,1358.3333333333333,9.157258958740025,2.98,4.917041507715092,1.447816432272384,0.0,-17.11841683425141,8150,890.0043164359068,214.47368421052633,214.47368421052633,1.0774846625766872,1.0245042944785274,1.0618846625766871,12.796916440791582,0.7
DHL,30455,suburban,4,Städtisch mit Verdichtungsansätzen,33,533.92,6748,7563.08,31,403.48,6748,6751.09,31,438.26,6748,6870.37,811.9899999999998,1124.6666666666667,6.967819653017212,3.04,10.736234444168245,9.159099202970218,-6.0606060606060606,-24.43062631105783,6748,968.4521609393225,204.4848484848485,217.67741935483872,1.1207883817427386,1.000457913455839,1.0181342620035565,14.165193287383879,0.7
DHL,30457,suburban,4,Städtisch mit Verdichtungsansätzen,33,370.26,6736,7266.86,32,274.66,6736,6714.21,33,314.13,6736,7028.31,552.6499999999996,1122.6666666666667,6.068989648841514,2.4,7.605072892556065,3.2827108269596397,-3.0303030303030303,-25.81969426889212,6736,1109.9046776732944,204.12121212121212,210.5,1.0788093824228029,0.9967651425178148,1.043395190023753,19.62637065845622,0.7
DHL,30519,urban,3,Zentrumsnah verdichtete Mischnutzung,57,1190.45,12633,13292.4,57,1075.26,12633,12797.2,57,1098.1,12633,12923.46,495.1999999999989,2107.5,12.113461405690837,4.76,3.725437091872039,2.77557100297915,0.0,-9.676172875803271,12633,1042.8893589461627,221.6315789473684,221.6315789473684,1.0521966278793635,1.012997704424919,1.0229921633816195,11.165861648956277,0.7
DHL,30539,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,40,761.08,8372,9331.61,38,612.66,8372,8467.42,39,646.09,8372,8778.06,864.1900000000005,1395.3333333333333,19.21423828970633,3.99,9.260888528346133,5.931988156384601,-5.0,-19.501235086981666,8372,435.71854755674303,209.3,220.31578947368422,1.1146213569039656,1.0113975155279502,1.0485021500238891,12.261010669049245,0.7
DHL,30559,suburban,4,Städtisch mit Verdichtungsansätzen,154,2978.1800000000003,33001,35772.92,152,2490.58,33001,33668.85,154,2651.91,33001,34530.43,2104.0700000000006,5500.166666666666,50.00544743735418,4.072600867024795,5.8817395952021805,3.473269724696776,-1.2987012987012987,-16.37241536777496,33001,659.9480994814213,214.2922077922078,217.11184210526315,1.0839950304536226,1.020237265537408,1.0463449592436593,12.011671557797042,0.7
DHL,30625,suburban,4,Städtisch mit Verdichtungsansätzen,59,1073.71,11893,13717.71,54,854.51,11893,12087.82,55,905.6600000000001,11893,12439.49,1629.8900000000003,1982.1666666666667,12.254281076148747,4.884865599136351,11.8816478843772,9.318027571657364,-8.474576271186441,-20.415195909510018,11893,970.5179705032284,201.57627118644066,220.24074074074073,1.153427226099386,1.0163810644917177,1.0459505591524425,12.7759916551024,0.7
DHL,30657,rural,8,Umland dörflich ohne gewerblichen Einfluss,42,862.52,9056,9929.22,41,737.42,9056,9315.48,42,766.62,9056,9614.86,613.7399999999998,1509.3333333333333,12.670949194485749,6.56,6.181150180980982,3.166009011785405,-2.380952380952381,-14.504011501182584,9056,714.7057304863212,215.61904761904762,220.8780487804878,1.0964244699646641,1.0286528268551236,1.0617115724381625,11.511872188470992,0.7
DHL,30823,suburban,4,Städtisch mit Verdichtungsansätzen,44,704.7,9437,10151.37,43,515.56,9437,9296.1,44,573.45,9437,9681.64,855.2700000000004,1572.8333333333333,12.528872220645557,3.26,8.425168228524823,4.6272572076478475,-2.272727272727273,-26.839789981552446,9437,753.2202287488693,214.47727272727272,219.46511627906978,1.0756988449719191,0.9850694076507365,1.0259234926353713,14.405236270753512,0.7
DHL,30827,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,77,1138.42,16329,17641.2,76,742.3399999999999,16329,16116.3,77,874.96,16329,16711.53,1524.9000000000015,2721.5,67.00018830712914,1.7266460225458071,8.643969797972934,5.2698796000272194,-1.2987012987012987,-34.792080251576756,16329,243.7157329341792,212.06493506493507,214.85526315789474,1.0803600955355503,0.9869740951681057,1.0234264192540878,15.496214051053213,0.7
DHL,30853,suburban,6,Umland Verstädtert,64,1209.48,13818,14984.880000000001,63,1007.46,13818,14091.14,66,1094.99,13818,14890.53,893.7400000000007,2303.0,12.833286131520444,6.3504701507565295,5.964278659555509,0.6296346717491255,-1.5625,-16.703045937096935,13818,1076.73123301295,215.90625,219.33333333333334,1.0844463742943986,1.0197669706180343,1.0776183239253148,12.389522770116084,0.7
DHL,30855,suburban,4,Städtisch mit Verdichtungsansätzen,145,3139.66,32845,32838.02,145,2888.72,32845,31969.37,146,2950.71,32845,32358.99,868.6499999999978,5475.666666666667,58.08159729436245,5.89,2.645256930838089,1.4587663933452604,0.0,-7.992585184383025,32845,565.4975332985207,226.51724137931035,226.51724137931035,0.9997874866798598,0.9733405388948089,0.9852029228193029,10.459100666951198,0.7
DHL,30880,suburban,6,Umland Verstädtert,74,1711.85,16161,17884.54,73,1427.26,16161,16659.81,74,1515.94,16161,17148.5,1224.7299999999996,2693.5,33.96099660372796,5.11,6.847981552782456,4.115509820213441,-1.3513513513513513,-16.624704267313138,16161,475.8694271718156,218.3918918918919,221.3835616438356,1.1066481034589444,1.030865045479859,1.0611038920858857,10.4474924788971,0.7
DHL,30890,rural,8,Umland dörflich ohne gewerblichen Einfluss,64,1781.82,13989,16036.11,63,1266.75,13989,14304.27,64,1387.26,13989,14885.77,1731.84,2331.5,102.53407734275534,4.73,10.799626592733524,7.173435452862322,-1.5625,-28.9069602990201,13989,136.43269011176614,218.578125,222.04761904761904,1.1463371220244478,1.0225369933519195,1.0641053685038244,8.999848469542378,0.7
DHL,30900,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,68,1880.84,14609,17464.56,66,1192.75,14609,15038.15,67,1366.07,14609,15733.1,2426.4100000000017,2434.833333333333,173.55971997363926,4.94,13.893335990142331,9.914134681892936,-2.9411764705882355,-36.58418578932817,14609,84.17275622603479,214.83823529411765,221.34848484848484,1.195465808748032,1.0293757272913957,1.0769457183927715,9.285510729248635,0.7
DHL,30916,suburban,6,Umland Verstädtert,65,2756.3,14499,17006.08,65,2430.17,14499,15832.64,67,2550.09,14499,16563.88,1173.4400000000023,2416.5,59.876286869182046,11.0,6.900120427517701,2.6002465000752712,0.0,-11.832166309908214,14499,242.1492841010244,223.06153846153848,223.06153846153848,1.1729139940685567,1.0919815159666184,1.1424153389888958,6.169894423683925,0.7
DHL,30926,rural,8,Umland dörflich ohne gewerblichen Einfluss,63,1056.63,13519,14625.11,61,693.89,13519,13037.06,61,796.17,13519,13384.27,1588.050000000001,2253.1666666666665,53.8021301528445,0.36999999999999994,10.858379868595868,8.484312254745435,-3.1746031746031744,-34.32989788289184,13519,251.27257901488971,214.5873015873016,221.62295081967213,1.0818189215178637,0.9643509135291072,0.9900340261853687,13.841278403982471,0.7
DHL,30938,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,55,1888.22,12030,14183.81,55,1509.89,12030,13048.96,56,1627.95,12030,13587.74,1134.8500000000004,2005.0,153.22446344831192,10.53,8.001023702376163,4.202467461140552,0.0,-20.036330512334363,12030,78.51226709668425,218.72727272727272,218.72727272727272,1.1790365752285952,1.084701579384871,1.1294879467996675,7.511735920602471,0.7
DHL,30952,suburban,4,Städtisch mit Verdichtungsansätzen,45,1010.04,9709,11014.25,44,739.42,9709,9853.58,45,828.11,9709,10324.55,1160.67,1618.1666666666667,37.755537878390655,5.68,10.537894091744786,6.261888008715988,-2.2222222222222223,-26.792998297097146,9709,257.1543287576082,215.75555555555556,220.6590909090909,1.1344371201977546,1.0148913379338758,1.0633999382016686,10.904766147875332,0.7
DHL,30966,rural,8,Umland dörflich ohne gewerblichen Einfluss,43,1068.96,9182,10408.78,41,835.27,9182,9297.63,44,936.35,9182,10137.28,1111.1500000000017,1530.3333333333333,31.83238567652256,5.52,10.67512234863261,2.6083748527685278,-4.651162790697675,-21.861435413860207,9182,288.44837748909373,213.53488372093022,223.9512195121951,1.1336070572859944,1.0125931169679807,1.1040383358745371,9.737296063463553,0.7
DHL,30974,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,32,515.59,6515,7433.11,30,300.48,6515,6366.32,32,359.02,6515,6930.47,1066.79,1085.8333333333333,53.82702268136371,1.4,14.351866177145233,6.76217626269488,-6.25,-41.72113501037646,6515,121.03586034409552,203.59375,217.16666666666666,1.1409224865694552,0.9771788181120491,1.063771297006907,14.416707073449833,0.7
DHL,30982,rural,8,Umland dörflich ohne gewerblichen Einfluss,33,665.11,6551,8006.82,30,444.93,6551,6698.09,32,524.16,6551,7300.36,1308.7299999999996,1091.8333333333333,66.6831619829418,2.77,16.345190724907013,8.823228197961239,-9.090909090909092,-33.10429853708409,6551,98.24069233063378,198.5151515151515,218.36666666666667,1.2222286673790261,1.0224530606014348,1.1143886429552738,12.038339522785703,0.7
DHL,30989,rural,8,Umland dörflich ohne gewerblichen Einfluss,33,792.67,6841,8029.61,32,574.55,6841,7188.84,32,644.45,6841,7385.52,840.7699999999995,1140.1666666666667,43.13135688268341,5.72,10.470869693546755,8.021435661258757,-3.0303030303030303,-27.517125663895442,6841,158.60850421672123,207.3030303030303,213.78125,1.1737479900599328,1.050846367490133,1.0795965502119573,10.129827040256348,0.7
DHL,31275,suburban,6,Umland Verstädtert,87,2011.95,18743,20820.42,83,1399.96,18743,18219.8,84,1550.13,18743,18853.44,2600.619999999999,3123.833333333333,129.47251256919432,2.93,12.49071824679809,9.44735985153037,-4.597701149425287,-30.41775392032605,18743,144.76431814037076,215.4367816091954,225.81927710843374,1.1108371125220082,0.9720855786160166,1.0058923331377048,10.348378438828002,0.7
DHL,31303,rural,8,Umland dörflich ohne gewerblichen Einfluss,59,1201.22,12605,14318.38,57,760.56,12605,12531.36,58,881.69,12605,13100.99,1787.0199999999986,2100.833333333333,112.90680951768702,1.84,12.480601855796527,8.502288666734641,-3.389830508474576,-36.684370889595584,12605,111.64074207610487,213.64406779661016,221.140350877193,1.1359285997619992,0.9941578738595795,1.0393486711622373,11.919864804115814,0.7
DHL,31311,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,40,1231.76,8577,10494.0,39,828.4399999999999,8577,9039.21,40,930.27,8577,9549.65,1454.7900000000009,1429.5,139.34872865781722,3.8099999999999996,13.863064608347635,8.998951781970653,-2.5,-32.743391569786326,8577,61.55061537060421,214.425,219.92307692307693,1.223504721930745,1.0538894718433018,1.113402121954063,8.519516788984868,0.7
DHL,31319,rural,8,Umland dörflich ohne gewerblichen Einfluss,51,950.92,10967,11942.91,49,593.54,10967,10481.68,51,703.27,10967,11163.5,1461.2299999999996,1827.8333333333333,101.18549289373648,0.58,12.23512527516325,6.526131403485414,-3.9215686274509802,-37.58255163420687,10967,108.38510231419619,215.0392156862745,223.81632653061226,1.0889860490562597,0.9557472417251756,1.017917388529224,12.559321499179742,0.7
DHL,31515,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,87,1728.22,19286,20777.52,86,1212.38,19286,18798.72,88,1357.02,19286,19658.96,1978.7999999999995,3214.333333333333,125.1818077488354,5.28,9.523754519307403,5.383510640345919,-1.1494252873563218,-29.848051752670372,19286,154.0639198843925,221.67816091954023,224.25581395348837,1.0773369283418024,0.9747340039406824,1.0193383801721456,12.022497135781324,0.7
DHL,31535,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,88,2990.97,18533,23370.74,81,1899.36,18533,19011.58,84,2157.72,18533,20343.77,4359.16,3088.833333333333,357.6158854957556,5.5,18.652212125076055,12.951964721699017,-7.954545454545454,-36.49685553516083,18533,51.82376049740654,210.60227272727272,228.80246913580248,1.2610338315437328,1.0258231263152215,1.0977051745534991,7.813766102635601,0.7
DHL,31832,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,55,1473.3,11902,13875.58,54,949.54,11902,12108.06,55,1075.41,11902,12689.61,1767.5200000000004,1983.6666666666667,159.3824695169613,4.65,12.738350396884314,8.547174244247804,-1.8181818181818181,-35.550125568451776,11902,74.67571581787672,216.4,220.40740740740742,1.165819190052092,1.017313056629138,1.0661745925054613,9.418027557184551,0.7
DPD,30159,urban,2,Zentrumsnah hochverdichtete Wohnnutzung,24,1143.24,4010,6444.0,23,996.1500000000001,4010,5837.83,22,953.47,4010,5557.219999999999,606.1700000000001,1081.8333333333333,6.7310008289087495,13.519306507079117,9.40673494723774,13.761328367473627,-4.166666666666667,-12.866064868269124,4010,595.7509294572637,167.08333333333334,174.34782608695653,1.6069825436408978,1.4558179551122195,1.3858403990024937,5.636611735068752,0.7
DPD,30161,urban,2,Zentrumsnah hochverdichtete Wohnnutzung,13,590.55,2359,3445.06,12,496.72,2359,3010.23,12,493.78,2359,2993.42,434.8299999999999,393.1666666666667,1.7979843382791898,14.05,12.621841129036937,13.109786186597617,-7.6923076923076925,-15.888578443823544,2359,1312.0247767328972,181.46153846153845,196.58333333333334,1.4603899957609157,1.2760618906316237,1.2689359898261976,5.833646600626535,0.7
DPD,30163,suburban,5,Städtisch mit gewerblicher Prägung,39,1950.57,6369,10552.3,35,1568.1599999999999,6369,8802.53,35,1576.06,6369,8819.41,1749.7699999999998,1061.5,19.436906373559538,14.372672141953636,16.581882622745738,16.421917496659493,-10.256410256410257,-19.605038527199746,6369,327.67560215569563,163.30769230769232,181.97142857142856,1.6568221070811744,1.3820898100172712,1.3847401475898884,5.409854555335107,0.7
DPD,30167,urban,3,Zentrumsnah verdichtete Mischnutzung,11,622.46,1635,3037.33,9,471.26,1635,2354.52,9,471.26,1635,2354.52,682.81,470.6666666666667,4.343746915001259,16.3,22.480599737269248,22.480599737269248,-18.181818181818183,-24.290717475821744,1635,376.4031450252037,148.63636363636363,181.66666666666666,1.8576941896024464,1.440073394495413,1.440073394495413,4.87955852584905,0.7
DPD,30419,suburban,5,Städtisch mit gewerblicher Prägung,16,1157.36,2858,4996.37,14,856.93,2858,3882.32,15,907.0,2858,4120.22,1114.0499999999995,476.3333333333333,23.77191867081394,19.64,22.29718775831253,17.535730940662916,-12.5,-25.95821524849658,2858,120.22588666807614,178.625,204.14285714285714,1.7482050384884533,1.3584044786564031,1.4416445066480057,4.317040505979125,0.7
DPD,30449,urban,3,Zentrumsnah verdichtete Mischnutzung,19,1106.96,2780,5584.43,15,764.5799999999999,2780,4083.39,15,771.48,2780,4090.09,1501.0400000000004,639.6666666666667,9.465034651991742,16.261572294989907,26.87901898671843,26.75904255223899,-21.05263157894737,-30.92975355929755,2780,293.7126066849634,146.31578947368422,185.33333333333334,2.0087877697841727,1.468845323741007,1.4712553956834533,5.044834501698345,0.7
DPD,30453,suburban,4,Städtisch mit Verdichtungsansätzen,11,820.25,1619,3424.57,8,564.92,1619,2298.99,9,612.8,1619,2560.46,1125.5800000000004,269.8333333333333,9.157258958740025,18.23,32.86777610035713,25.23265694671156,-27.272727272727273,-31.12831453825054,1619,176.79963046745192,147.1818181818182,202.375,2.1152378011117974,1.4200061766522543,1.5815071031500927,4.175032002438281,0.7
DPD,30455,suburban,4,Städtisch mit Verdichtungsansätzen,9,662.37,1318,2928.51,8,505.9,1318,2339.61,8,505.9,1318,2339.61,588.9000000000001,219.66666666666663,6.967819653017212,19.47,20.109202290584633,20.109202290584633,-11.11111111111111,-23.622748614822537,1318,189.15529758714095,146.44444444444446,164.75,2.2219347496206376,1.7751213960546284,1.7751213960546284,4.421260020834278,0.7
DPD,30457,suburban,4,Städtisch mit Verdichtungsansätzen,9,556.12,1335,2793.27,8,434.97,1335,2252.61,8,434.97,1335,2252.61,540.6599999999999,222.5,6.068989648841514,18.69,19.35580878325403,19.35580878325403,-11.11111111111111,-21.784866575559228,1335,219.9707162550249,148.33333333333334,166.875,2.0923370786516853,1.6873483146067416,1.6873483146067416,5.022782852621736,0.7
DPD,30519,urban,3,Zentrumsnah verdichtete Mischnutzung,14,748.52,2540,4111.02,14,610.46,2540,3673.95,12,541.74,2540,3201.77,437.0700000000006,423.3333333333333,12.113461405690837,12.99,10.631668053183894,22.117382060899736,0.0,-18.44439694330144,2540,209.68407913585477,181.42857142857142,181.42857142857142,1.6185118110236223,1.4464370078740156,1.2605393700787402,5.492197937262866,0.7
DPD,30539,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,11,526.61,1695,3168.55,9,355.36,1695,2348.63,9,355.36,1695,2348.63,819.9200000000001,282.5,19.21423828970633,9.52,25.876820627731927,25.876820627731927,-18.181818181818183,-32.51932169917016,1695,88.21583111666023,154.0909090909091,188.33333333333334,1.8693510324483777,1.385622418879056,1.385622418879056,6.016881563206168,0.7
DPD,30559,suburban,4,Städtisch mit Verdichtungsansätzen,39,1760.03,6545,11122.07,37,1281.91,6545,9236.15,38,1300.15,6545,9436.029999999999,1885.9200000000003,1090.8333333333335,50.00544743735418,7.575996339762696,16.956555749064698,15.159408275617766,-5.128205128205129,-27.16544604353334,6545,130.88574016259818,167.82051282051282,176.8918918918919,1.6993231474407944,1.4111764705882353,1.4417158135981663,6.319250240052726,0.7
DPD,30625,suburban,4,Städtisch mit Verdichtungsansätzen,16,737.53,2376,4488.04,14,565.57,2376,3607.05,14,548.5600000000001,2376,3548.0,880.9899999999998,396.0,12.254281076148747,9.769028754190135,19.629727007780673,20.94544611901855,-12.5,-23.31566173579379,2376,193.8914233511873,148.5,169.71428571428572,1.8889057239057239,1.518118686868687,1.4932659932659933,6.085230431304489,0.7
DPD,30657,rural,8,Umland dörflich ohne gewerblichen Einfluss,11,560.92,1866,3128.32,10,425.15,1866,2558.7,10,428.73,1866,2560.49,569.6200000000003,311.0,12.670949194485749,12.26,18.20849529459903,18.151276084288064,-9.090909090909092,-24.204877700919916,1866,147.2659996783873,169.63636363636363,186.6,1.6764844587352628,1.3712218649517685,1.3721811361200427,5.577123297439921,0.7
DPD,30823,suburban,4,Städtisch mit Verdichtungsansätzen,11,903.28,1867,3555.66,11,746.78,1867,3084.63,10,688.51,1867,2828.42,471.02999999999975,311.1666666666667,12.528872220645557,25.250000000000004,13.247329609692708,20.45302419241434,0.0,-17.325746169515543,1867,149.01580662012705,169.72727272727272,169.72727272727272,1.9044777718264594,1.652185324049277,1.51495447241564,3.9363873881852802,0.7
DPD,30827,rural,7,Umland dörflich mit geringem gewerblichem Einfluss,22,1912.17,3240,7367.1900000000005,18,1352.35,3240,5326.5599999999995,18,1360.3200000000002,3240,5330.049999999999,2040.63,540.0,67.00018830712914,27.219107650462284,27.698891979167104,27.65151977891165,-18.181818181818183,-29.276685650334443,3240,48.35807304224022,147.27272727272728,180.0,2.2738240740740743,1.644,1.645077160493827,3.852790285382576,0.7
DPD,30853,suburban,6,Umland Verstädtert,18,989.97,2751,5143.719999999999,18,848.8299999999999,2751,4650.360000000001,17,783.4,2751,4339.81,493.3599999999997,458.5,12.833286131520444,15.66394056507032,9.591501870241748,15.62896114096411,0.0,-14.2569976867986,2751,214.3644248095691,152.83333333333334,152.83333333333334,1.869763722282806,1.690425299890949,1.5775390766993822,5.195834217198501,0.7
DPD,30855,suburban,4,Städtisch mit Verdichtungsansätzen,32,2042.63,6666,9225.82,30,1658.93,6666,7850.98,30,1658.93,6666,7850.98,1374.84,1111.3333333333333,58.08159729436245,19.87,14.902090003923771,14.902090003923771,-6.25,-18.78460612054068,6666,114.76957092306101,208.3125,222.2,1.384011401140114,1.1777647764776478,1.1777647764776478,4.516637863930325,0.7
