penalty,share_willing,random_sav,argmin_sav,cd_sav,gain_argmin_over_random,gain_cd_over_argmin
0.0,0.1,3.7187894512958493,3.471960908391557,8.986257633226582,-0.24682854290429246,5.514296724835026
0.0,0.5,7.08641033658071,9.749903990960629,12.814852272225904,2.663493654379919,3.0649482812652753
0.0,1.0,12.344236087455554,23.045430275475002,23.109665215546325,10.701194188019448,0.06423494007132291
0.5,0.5,6.72033844838919,3.922352547587401,10.088390067351291,-2.797985900801789,6.16603751976389
0.75,1.0,12.917947850846076,10.194878036803876,10.676372507680503,-2.7230698140421996,0.4814944708766262
