penalty,share_willing,provider,n_plz,init_cost_eur,balanced_cost_eur,cost_delta_eur,cost_delta_pct,imbalance_before,imbalance_after,imbalance_reduction_pct,max_fleet_before,max_fleet_after,total_routes_before,total_routes_after,swaps_made
0.0,0.2,DHL,48,550643.2501906151,554853.9032869486,4210.653096333495,0.7646789631718726,182.0,159.0,12.637362637362637,116.0,114.0,2350.0,2357.0,10
0.0,0.2,Amazon,47,328478.33337537176,335210.5405085689,6732.207133197167,2.0495133009287017,74.0,61.0,17.56756756756757,213.0,211.0,1111.0,1125.0,12
0.0,0.2,DPD,47,177978.03875155578,180861.61877738073,2883.580025824951,1.6201886738679125,30.0,16.0,46.666666666666664,106.0,102.0,558.0,562.0,12
0.0,0.2,FedEx,37,136292.47979739314,139080.92190500713,2788.4421076139843,2.0459251396402567,24.0,8.0,66.66666666666667,99.0,90.0,514.0,518.0,10
0.0,0.2,GLS,46,158862.57077147806,163634.16160123496,4771.590829756897,3.003596634867992,27.0,10.0,62.96296296296296,91.0,87.0,480.0,489.0,17
0.0,0.2,Hermes,47,204491.1983158073,209387.74859488016,4896.550279072864,2.3945041739697985,46.0,28.0,39.130434782608695,125.0,123.0,658.0,674.0,18
0.0,0.2,UPS,40,161753.3116178027,164776.0875992394,3022.7759814366873,1.8687567822901983,47.0,8.0,82.97872340425532,130.0,107.0,609.0,616.0,12
0.0,0.3,DHL,48,550588.4445457954,557554.0627311008,6965.618185305386,1.2651224801950993,232.0,142.0,38.793103448275865,124.0,110.0,2368.0,2379.0,17
0.0,0.3,Amazon,47,327123.4030136516,338073.8753203347,10950.472306683077,3.3475050105865063,74.0,43.0,41.891891891891895,211.0,208.0,1106.0,1126.0,23
0.0,0.3,DPD,47,174847.45910928433,177408.1755570468,2560.7164477624756,1.4645431285117843,25.0,11.0,56.0,101.0,98.0,549.0,556.0,11
0.0,0.3,FedEx,37,134029.5107840073,137002.45952555546,2972.948741548171,2.218129965675373,59.0,5.0,91.52542372881356,131.0,91.0,525.0,532.0,9
0.0,0.3,GLS,46,156711.1221552864,159744.0863477247,3032.9641924382886,1.9353854089774805,28.0,11.0,60.714285714285715,89.0,87.0,477.0,485.0,14
0.0,0.3,Hermes,47,201638.27535604266,206152.72059769035,4514.445241647685,2.238883085900386,40.0,21.0,47.5,126.0,123.0,656.0,666.0,18
0.0,0.3,UPS,40,159734.17470319927,161061.99966250636,1327.824959307094,0.8312716810753331,25.0,12.0,52.0,117.0,109.0,619.0,620.0,4
0.0,0.4,DHL,48,548680.7564814126,552890.9740862128,4210.217604800244,0.7673346577342324,237.0,164.0,30.80168776371308,113.0,109.0,2361.0,2372.0,15
0.0,0.4,Amazon,47,324756.00032017985,336756.4755830434,12000.475262863562,3.695228187018003,71.0,26.0,63.38028169014085,210.0,198.0,1097.0,1121.0,25
0.0,0.4,DPD,47,170815.6836048799,173705.74511565888,2890.0615107789927,1.6919181247221429,30.0,11.0,63.333333333333336,99.0,98.0,549.0,555.0,11
0.0,0.4,FedEx,37,132298.9339365261,134272.76119818285,1973.8272616567556,1.4919449484027976,47.0,10.0,78.72340425531915,112.0,95.0,537.0,539.0,6
0.0,0.4,GLS,46,152493.8465836166,157109.9436249306,4616.097041314002,3.0270710226873767,33.0,8.0,75.75757575757575,95.0,86.0,476.0,491.0,16
0.0,0.4,Hermes,47,197794.63170463388,203641.4785121887,5846.84680755483,2.956018956210049,41.0,18.0,56.09756097560975,122.0,118.0,628.0,648.0,16
0.0,0.4,UPS,40,157971.8558102894,161543.20407244022,3571.34826215083,2.2607497036938735,105.0,14.0,86.66666666666667,172.0,111.0,631.0,637.0,16
0.0,0.5,DHL,48,544488.3328789538,550321.3938383413,5833.060959387571,1.071292185187066,342.0,180.0,47.36842105263158,136.0,104.0,2355.0,2363.0,19
0.0,0.5,Amazon,47,322109.80490563257,332160.34296716744,10050.53806153487,3.1202210887307023,78.0,14.0,82.05128205128206,210.0,194.0,1096.0,1120.0,33
0.0,0.5,DPD,47,167393.69254563932,170712.094734533,3318.4021888936695,1.9823938037503523,38.0,6.0,84.21052631578948,104.0,97.0,554.0,562.0,17
0.0,0.5,FedEx,37,130790.68703769514,131722.80426310503,932.1172254098929,0.7126785909009314,60.0,12.0,80.0,128.0,98.0,547.0,550.0,5
