penalty,share_willing,provider,n_plz,init_cost_eur,balanced_cost_eur,cost_delta_eur,cost_delta_pct,imbalance_before,imbalance_after,imbalance_reduction_pct,max_fleet_before,max_fleet_after,total_routes_before,total_routes_after,swaps_made
0.5,0.1,FedEx,37,144045.98836230036,147484.67627282266,3438.687910522305,2.3872153258953768,30.0,6.0,80.0,99.0,87.0,494.0,506.0,16
0.5,0.1,GLS,46,160938.4766278487,163667.33123653155,2728.8546086828574,1.695588690697634,31.0,22.0,29.032258064516128,94.0,92.0,480.0,486.0,9
0.5,0.1,Hermes,47,206485.00022440587,208134.40296069815,1649.4027362922789,0.7988002685423755,45.0,42.0,6.666666666666667,126.0,126.0,676.0,679.0,3
0.5,0.1,UPS,40,170345.53383776313,174460.22437739768,4114.690539634554,2.415496577417392,38.0,14.0,63.1578947368421,119.0,109.0,604.0,613.0,17
0.5,0.2,DHL,48,556421.7779593135,557879.9349455637,1458.1569862501929,0.26205965402684434,176.0,164.0,6.818181818181818,115.0,117.0,2365.0,2369.0,7
0.5,0.2,Amazon,47,328644.57933538407,336059.78596406593,7415.206628681859,2.256299691197581,77.0,61.0,20.77922077922078,215.0,211.0,1112.0,1128.0,14
0.5,0.2,DPD,47,179347.19730308736,183158.9182834349,3811.7209803475416,2.125330664580129,36.0,17.0,52.77777777777778,105.0,103.0,550.0,562.0,16
0.5,0.2,FedEx,37,142832.64023718127,146523.06852737296,3690.4282901916886,2.583742962437391,28.0,5.0,82.14285714285714,97.0,89.0,513.0,521.0,18
0.5,0.2,GLS,46,159463.4670712183,162609.06593210035,3145.598860882048,1.9726141157317154,29.0,14.0,51.724137931034484,91.0,88.0,477.0,490.0,15
0.5,0.2,Hermes,47,204802.58637433036,211503.7478139999,6701.161439669522,3.2720101627141536,44.0,24.0,45.45454545454545,125.0,123.0,659.0,677.0,19
0.5,0.2,UPS,40,169047.39049928493,173479.47752890305,4432.087029618124,2.6218015057954247,49.0,11.0,77.55102040816327,127.0,108.0,610.0,619.0,21
0.5,0.3,DHL,48,559608.1051812248,560979.1515624359,1371.0463812111411,0.24500116572956682,188.0,161.0,14.361702127659575,127.0,118.0,2378.0,2381.0,8
0.5,0.3,Amazon,47,326251.8052711444,338401.4454239186,12149.640152774227,3.724007026620678,77.0,44.0,42.857142857142854,210.0,207.0,1095.0,1120.0,27
0.5,0.3,DPD,47,176236.30409582698,180221.0158243354,3984.7117285084096,2.261005046010132,33.0,13.0,60.60606060606061,103.0,99.0,547.0,556.0,16
0.5,0.3,FedEx,37,141616.56527557844,144261.79422802367,2645.2289524452353,1.8678810259927983,23.0,1.0,95.65217391304348,93.0,88.0,519.0,526.0,11
0.5,0.3,GLS,46,157351.26247901886,161370.81730322845,4019.5548242095974,2.5545106921182557,30.0,9.0,70.0,92.0,85.0,477.0,484.0,18
0.5,0.3,Hermes,47,201870.55727317644,206826.1541689801,4955.596895803668,2.4548388644400614,47.0,26.0,44.680851063829785,127.0,123.0,650.0,666.0,19
0.5,0.3,UPS,40,170984.66535286704,174372.81455144458,3388.1491985775356,1.9815514985424532,46.0,8.0,82.6086956521739,121.0,108.0,618.0,626.0,17
0.5,0.4,DHL,48,561396.1355124661,561590.9962170775,194.8607046114048,0.034710018877049754,189.0,185.0,2.1164021164021163,122.0,118.0,2383.0,2383.0,2
0.5,0.4,Amazon,47,328065.37168106623,336867.4351365902,8802.063455523981,2.683021194958986,75.0,42.0,44.0,212.0,206.0,1099.0,1118.0,21
0.5,0.4,DPD,47,174468.6965479581,178431.70204175898,3963.0054938008834,2.2714707980359843,38.0,10.0,73.6842105263158,106.0,98.0,548.0,559.0,20
0.5,0.4,FedEx,37,140740.8513566862,142304.112548363,1563.2611916767783,1.1107373421487492,24.0,4.0,83.33333333333333,102.0,90.0,526.0,527.0,10
0.5,0.4,GLS,46,154910.6068581796,158899.74603003677,3989.139171857154,2.5751233261316986,30.0,5.0,83.33333333333333,89.0,83.0,473.0,482.0,16
0.5,0.4,Hermes,47,199654.26820627903,203961.902444079,4307.634237799968,2.1575467814939984,39.0,17.0,56.41025641025641,121.0,115.0,637.0,645.0,15
0.5,0.4,UPS,40,166942.4226437576,169402.18225225518,2459.759608497581,1.4734179422725406,38.0,9.0,76.3157894736842,122.0,108.0,617.0,622.0,14
0.5,0.5,DHL,48,563247.8797746195,563247.8797746195,0.0,0.0,174.0,174.0,0.0,122.0,122.0,2386.0,2386.0,0
0.5,0.5,Amazon,47,327103.31268819835,336745.8283844935,9642.51569629513,2.9478502119257275,79.0,17.0,78.48101265822785,218.0,197.0,1104.0,1126.0,34
0.5,0.5,DPD,47,171725.45006563788,175071.64210542085,3346.192039782967,1.9485708370564565,26.0,8.0,69.23076923076923,107.0,98.0,552.0,564.0,14
0.5,0.5,FedEx,37,140247.5881559979,143617.64627398024,3370.0581179823494,2.4029348114235103,53.0,1.0,98.11320754716981,108.0,90.0,530.0,537.0,17
0.5,0.5,GLS,46,151772.44581553128,156783.46970378613,5011.023888254858,3.301669062080877,29.0,3.0,89.65517241379311,95.0,84.0,481.0,494.0,20
0.5,0.5,Hermes,47,197362.2619199913,204388.8661633058,7026.604243314505,3.560257252302378,43.0,12.0,72.09302325581395,120.0,112.0,627.0,646.0,23
0.5,0.5,UPS,40,165626.0092575589,167805.65304343778,2179.6437858788704,1.3160033231793846,42.0,10.0,76.19047619047619,123.0,110.0,626.0,630.0,14
0.5,0.6,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.5,0.6,Amazon,47,326727.7543493695,335793.17239913176,9065.418049762258,2.774609113882814,73.0,11.0,84.93150684931507,213.0,194.0,1107.0,1126.0,32
0.5,0.6,DPD,47,168864.90280602017,172425.63724544065,3560.7344394204847,2.108629075818555,32.0,8.0,75.0,104.0,98.0,555.0,567.0,16
0.5,0.6,FedEx,37,137946.99437411534,140411.15096575525,2464.156591639912,1.7863068367818615,60.0,2.0,96.66666666666667,116.0,91.0,533.0,541.0,20
0.5,0.6,GLS,46,150603.5200123823,153248.7091654464,2645.1891530641005,1.75639264795844,24.0,4.0,83.33333333333333,89.0,84.0,481.0,491.0,14
0.5,0.6,Hermes,47,193826.81432069733,200523.63745676857,6696.823136071238,3.4550550498090367,38.0,5.0,86.84210526315789,116.0,112.0,637.0,655.0,19
0.5,0.6,UPS,40,164332.06587141484,167227.75500079893,2895.689129384089,1.7620962251213244,45.0,3.0,93.33333333333333,132.0,108.0,628.0,639.0,18
0.5,0.7,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.5,0.7,Amazon,47,324783.16312607285,331122.21731080743,6339.0541847345885,1.9517804198101005,67.0,2.0,97.01492537313433,213.0,186.0,1091.0,1109.0,27
0.5,0.7,DPD,47,169374.8734402685,172462.64830542548,3087.774865156971,1.823041873000071,32.0,2.0,93.75,113.0,97.0,566.0,577.0,15
0.5,0.7,FedEx,37,135733.84798386536,137351.49062674487,1617.6426428795094,1.1917754244113068,27.0,6.0,77.77777777777777,105.0,93.0,533.0,537.0,8
0.5,0.7,GLS,46,150043.80192920179,152637.64417936938,2593.842250167596,1.7287233573243506,19.0,3.0,84.21052631578948,91.0,84.0,485.0,494.0,13
0.5,0.7,Hermes,47,193284.47893516606,197985.8575838688,4701.378648702754,2.4323622230834943,47.0,2.0,95.74468085106383,128.0,112.0,649.0,666.0,25
0.5,0.7,UPS,40,165043.23391036515,167068.50272466848,2025.2688143033301,1.2271141120533617,39.0,12.0,69.23076923076923,121.0,114.0,637.0,642.0,8
0.5,0.8,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.5,0.8,Amazon,47,327288.52129725786,331638.61932293384,4350.098025675979,1.3291324756620562,81.0,3.0,96.29629629629629,207.0,188.0,1106.0,1118.0,31
0.5,0.8,DPD,47,165525.99117925327,168166.01296398946,2640.021784736193,1.5949288482901944,25.0,11.0,56.0,111.0,106.0,584.0,593.0,10
0.5,0.8,FedEx,37,136555.11298615957,138866.9623853376,2311.849399178027,1.692979009443859,35.0,2.0,94.28571428571429,106.0,92.0,538.0,546.0,12
0.5,0.8,GLS,46,147515.17782077534,149595.0266481485,2079.848827373149,1.4099219199668234,29.0,5.0,82.75862068965517,98.0,89.0,514.0,518.0,10
0.5,0.8,Hermes,47,192031.95818684547,196422.8870596518,4390.92887280634,2.2865615256258565,36.0,2.0,94.44444444444444,127.0,114.0,662.0,676.0,21
0.5,0.8,UPS,40,165056.67799778093,168227.8643139962,3171.1863162152586,1.921271138304318,30.0,6.0,80.0,124.0,111.0,639.0,649.0,15
0.5,0.9,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.5,0.9,Amazon,47,323484.52144695725,327224.7581847127,3740.2367377554183,1.1562336030871623,75.0,2.0,97.33333333333333,215.0,189.0,1117.0,1129.0,23
0.5,0.9,DPD,47,163551.5884806589,166340.89902418933,2789.310543530446,1.7054622149758585,44.0,1.0,97.72727272727273,125.0,103.0,604.0,614.0,20
0.5,0.9,FedEx,37,135778.4967753829,138753.28279763364,2974.7860222507443,2.1909110005628545,33.0,1.0,96.96969696969697,108.0,92.0,539.0,550.0,17
0.5,0.9,GLS,46,140965.39145638017,142925.15513204166,1959.7636756614957,1.3902445525204803,52.0,5.0,90.38461538461539,114.0,92.0,532.0,537.0,12
0.5,0.9,Hermes,47,186603.38353346885,189909.77292145856,3306.3893879897078,1.771880726587511,58.0,2.0,96.55172413793103,141.0,118.0,689.0,700.0,22
0.5,0.9,UPS,40,163334.16879598054,166336.31547468377,3002.146678703226,1.8380395852463574,49.0,4.0,91.83673469387755,135.0,112.0,647.0,657.0,14
0.5,1.0,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.5,1.0,Amazon,47,315148.7511971,318508.0689122093,3359.317715109326,1.06594670051805,86.0,5.0,94.18604651162791,214.0,182.0,1070.0,1084.0,27
0.5,1.0,DPD,47,152900.09716114422,155116.59675631384,2216.4995951696183,1.4496391018205885,29.0,2.0,93.10344827586206,95.0,85.0,493.0,503.0,14
0.5,1.0,FedEx,37,134238.20371827373,134976.89243709602,738.68871882229,0.5502820347421953,23.0,9.0,60.869565217391305,87.0,81.0,454.0,457.0,6
0.5,1.0,GLS,46,133557.56728910623,134828.4025693988,1270.8352802925801,0.9515262265459348,46.0,1.0,97.82608695652173,100.0,71.0,417.0,423.0,11
0.5,1.0,Hermes,47,179200.91169652814,181558.95532498698,2358.043628458836,1.315865865934945,50.0,2.0,96.0,129.0,101.0,587.0,598.0,16
0.5,1.0,UPS,40,160926.88530356588,162843.34564938722,1916.4603458213387,1.190888857512035,48.0,4.0,91.66666666666667,115.0,96.0,558.0,566.0,17
0.75,0.0,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.75,0.0,Amazon,47,350810.6383067652,350810.6383067652,0.0,0.0,79.0,79.0,0.0,217.0,217.0,1129.0,1129.0,0
0.75,0.0,DPD,47,210178.8252010488,210178.8252010488,0.0,0.0,46.0,46.0,0.0,118.0,118.0,588.0,588.0,0
0.75,0.0,FedEx,37,167748.72604045804,167748.72604045804,0.0,0.0,31.0,31.0,0.0,97.0,97.0,506.0,506.0,0
0.75,0.0,GLS,46,186914.04044994735,186914.04044994735,0.0,0.0,30.0,30.0,0.0,95.0,95.0,492.0,492.0,0
0.75,0.0,Hermes,47,232267.79568581068,232267.79568581068,0.0,0.0,44.0,44.0,0.0,127.0,127.0,681.0,681.0,0
0.75,0.0,UPS,40,198052.50289517397,198052.50289517397,0.0,0.0,40.0,40.0,0.0,118.0,118.0,613.0,613.0,0
0.75,0.1,DHL,48,554079.9426708529,556427.372687592,2347.4300167391775,0.42366269484936964,173.0,164.0,5.202312138728324,120.0,117.0,2365.0,2368.0,6
0.75,0.1,Amazon,47,329526.25747560756,330976.7893571788,1450.5318815712235,0.4401870408395592,78.0,76.0,2.5641025641025643,216.0,216.0,1123.0,1125.0,2
0.75,0.1,DPD,47,180463.06477244507,184255.96677835903,3792.9020059139584,2.1017608288414134,39.0,23.0,41.02564102564103,111.0,108.0,563.0,579.0,16
0.75,0.1,FedEx,37,144971.36743480785,147116.23253612823,2144.865101320378,1.4795094640221989,29.0,8.0,72.41379310344827,100.0,88.0,497.0,504.0,13
0.75,0.1,GLS,46,159737.5968598738,162270.36301643844,2532.7661565646413,1.5855792289065507,30.0,22.0,26.666666666666668,93.0,92.0,478.0,485.0,8
0.75,0.1,Hermes,47,206691.02442697212,207906.38577958717,1215.3613526150584,0.5880087710554982,44.0,42.0,4.545454545454546,126.0,126.0,676.0,678.0,2
0.75,0.1,UPS,40,172789.18556257334,176196.02820084215,3406.842638268805,1.971675847175668,40.0,15.0,62.5,117.0,110.0,610.0,620.0,14
0.75,0.2,DHL,48,558889.8025749656,560781.5329928081,1891.730417842511,0.3384800383057208,179.0,163.0,8.938547486033519,123.0,119.0,2374.0,2380.0,8
0.75,0.2,Amazon,47,328752.64640792704,335750.38913850643,6997.742730579397,2.1285738098352427,76.0,61.0,19.736842105263158,215.0,211.0,1110.0,1126.0,13
0.75,0.2,DPD,47,179640.82111077305,183520.9911075087,3880.16999673564,2.159960065169701,39.0,19.0,51.282051282051285,109.0,104.0,546.0,557.0,16
0.75,0.2,FedEx,37,145824.29820861964,148948.95632058417,3124.658111964527,2.1427554600635337,25.0,3.0,88.0,95.0,87.0,509.0,516.0,14
0.75,0.2,GLS,46,159483.4924051705,163387.7795060131,3904.287100842601,2.448082269808648,29.0,15.0,48.275862068965516,92.0,89.0,477.0,487.0,13
0.75,0.2,Hermes,47,204585.27570124101,211667.52962725522,7082.2539260142075,3.4617613128505544,45.0,23.0,48.888888888888886,126.0,123.0,663.0,681.0,21
0.75,0.2,UPS,40,173353.74929877408,176481.1249667649,3127.3756679908256,1.8040427049551802,28.0,7.0,75.0,112.0,106.0,607.0,615.0,15
0.75,0.3,DHL,48,562315.1734354399,562315.1734354399,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2384.0,2384.0,0
0.75,0.3,Amazon,47,327479.63792991044,338922.92885752907,11443.290927618626,3.4943518931298567,70.0,43.0,38.57142857142857,209.0,206.0,1093.0,1114.0,23
0.75,0.3,DPD,47,177840.96776168566,182359.99834245775,4519.030580772087,2.5410515010398376,32.0,13.0,59.375,103.0,99.0,546.0,554.0,17
0.75,0.3,FedEx,37,145485.0023825819,149119.3128032487,3634.310420666792,2.498065340858741,36.0,2.0,94.44444444444444,99.0,89.0,518.0,527.0,20
0.75,0.3,GLS,46,158282.25351315565,162132.17625351078,3849.922740355134,2.4323148394113225,32.0,12.0,62.5,94.0,87.0,476.0,482.0,18
0.75,0.3,Hermes,47,202806.41912457737,209289.35010129472,6482.9309767173545,3.196610346310144,46.0,21.0,54.34782608695652,125.0,120.0,649.0,666.0,25
0.75,0.3,UPS,40,173203.4335828463,175323.09886571948,2119.665282873175,1.2238009599615132,43.0,18.0,58.13953488372093,120.0,112.0,616.0,618.0,13
0.75,0.4,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.75,0.4,Amazon,47,329154.5439060995,338133.83751363494,8979.293607535423,2.7279871336356263,72.0,38.0,47.22222222222222,211.0,204.0,1102.0,1120.0,24
0.75,0.4,DPD,47,175642.45234654218,179313.82973940423,3671.3773928620503,2.090256281333644,35.0,10.0,71.42857142857143,105.0,98.0,549.0,559.0,17
0.75,0.4,FedEx,37,146477.9866562091,149657.9261014841,3179.9394452749984,2.170933338084766,47.0,2.0,95.74468085106383,105.0,89.0,520.0,526.0,19
0.75,0.4,GLS,46,157314.70068011567,161816.34520946495,4501.644529349287,2.8615536309622764,35.0,12.0,65.71428571428571,94.0,89.0,478.0,492.0,18
0.75,0.4,Hermes,47,200050.1203284295,208927.55816024455,8877.437831815041,4.437606844345122,37.0,7.0,81.08108108108108,116.0,112.0,629.0,649.0,24
0.75,0.4,UPS,40,173316.49721691554,175564.4035731911,2247.9063562755764,1.296995030693583,32.0,14.0,56.25,118.0,112.0,620.0,628.0,11
0.75,0.5,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.75,0.5,Amazon,47,332271.3708563809,338987.98897513794,6716.618118757033,2.021425469623197,76.0,29.0,61.8421052631579,213.0,200.0,1101.0,1124.0,27
0.75,0.5,DPD,47,175185.58123463317,180234.03787671204,5048.456642078876,2.8817763462606396,33.0,6.0,81.81818181818181,103.0,98.0,550.0,568.0,20
0.75,0.5,FedEx,37,143842.63721143955,147114.8831694899,3272.2459580503637,2.2748790077036545,35.0,3.0,91.42857142857143,104.0,91.0,529.0,537.0,16
0.75,0.5,GLS,46,153939.18722891586,158256.156684321,4316.969455405138,2.8043343174117012,29.0,6.0,79.3103448275862,91.0,84.0,475.0,486.0,15
0.75,0.5,Hermes,47,199337.18240276424,205119.62533561006,5782.442932845821,2.900835089141721,39.0,10.0,74.35897435897436,117.0,111.0,631.0,643.0,20
0.75,0.5,UPS,40,174110.7006591637,176733.02848146268,2622.3278222989757,1.5061267414186117,38.0,12.0,68.42105263157895,118.0,111.0,624.0,630.0,17
0.75,0.6,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.75,0.6,Amazon,47,330425.4359778954,336516.6402468193,6091.204268923902,1.843442908956739,68.0,25.0,63.23529411764706,213.0,199.0,1110.0,1124.0,24
0.75,0.6,DPD,47,175842.70892183785,179874.8888999431,4032.1799781052396,2.2930606579187454,34.0,2.0,94.11764705882354,106.0,96.0,557.0,572.0,21
0.75,0.6,FedEx,37,143370.75326976544,145610.5285373927,2239.775267627265,1.5622260583460275,30.0,1.0,96.66666666666667,102.0,89.0,530.0,533.0,17
0.75,0.6,GLS,46,155158.69042165639,159168.12818341993,4009.4377617635473,2.584088426415287,28.0,1.0,96.42857142857143,93.0,82.0,474.0,489.0,19
0.75,0.6,Hermes,47,198466.96100612218,204133.58868046565,5666.627674343472,2.855199498000411,39.0,6.0,84.61538461538461,122.0,113.0,644.0,659.0,22
0.75,0.6,UPS,40,171117.1224984425,173356.95423070187,2239.831732259365,1.3089465855643707,36.0,8.0,77.77777777777777,123.0,110.0,628.0,636.0,16
0.75,0.7,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.75,0.7,Amazon,47,333130.9813037915,338659.91566892504,5528.934365133522,1.6596878331443845,76.0,19.0,75.0,213.0,195.0,1100.0,1120.0,27
0.75,0.7,DPD,47,175798.54166074292,178885.812005244,3087.27034450107,1.7561410437971112,40.0,5.0,87.5,116.0,99.0,567.0,579.0,17
0.75,0.7,FedEx,37,141398.6333916815,143413.58162543844,2014.9482337569352,1.4250125234063789,36.0,5.0,86.11111111111111,112.0,92.0,531.0,536.0,11
0.75,0.7,GLS,46,152963.45762110187,155219.0325745117,2255.574953409814,1.4745841840192877,32.0,2.0,93.75,98.0,84.0,491.0,499.0,19
0.75,0.7,Hermes,47,199516.98326010333,203359.87763762334,3842.894377520017,1.9260988787657087,37.0,3.0,91.89189189189189,120.0,111.0,648.0,660.0,20
0.75,0.7,UPS,40,173152.229171729,175179.1382562493,2026.9090845203027,1.1705936990912509,41.0,12.0,70.73170731707317,119.0,113.0,636.0,642.0,13
0.75,0.8,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.75,0.8,Amazon,47,338217.53819286934,341480.9350256775,3263.3968328081537,0.9648810201401188,70.0,42.0,40.0,214.0,206.0,1114.0,1123.0,11
0.75,0.8,DPD,47,170932.69692209823,173438.83442329036,2506.1375011921336,1.4661545428808709,35.0,2.0,94.28571428571429,110.0,100.0,584.0,593.0,18
0.75,0.8,FedEx,37,142040.71756619998,144213.97032711765,2173.252760917676,1.5300209673362164,28.0,10.0,64.28571428571429,102.0,95.0,534.0,539.0,7
0.75,0.8,GLS,46,154185.85309054915,155720.84304639293,1534.9899558437755,0.9955452624712059,26.0,6.0,76.92307692307692,97.0,88.0,507.0,510.0,12
0.75,0.8,Hermes,47,198434.31092576674,200360.90560833493,1926.5946825681895,0.9708979629480099,24.0,8.0,66.66666666666667,121.0,115.0,661.0,667.0,13
0.75,0.8,UPS,40,173776.54508912287,175171.72686484072,1395.1817757178505,0.8028596580754433,39.0,12.0,69.23076923076923,123.0,113.0,637.0,642.0,10
0.75,0.9,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.75,0.9,Amazon,47,346784.8153436345,348375.39200968546,1590.5766660509398,0.4586638732941096,79.0,57.0,27.848101265822784,217.0,214.0,1126.0,1133.0,8
0.75,0.9,DPD,47,168487.29834412708,171242.99430081883,2755.6959566917503,1.635551156540819,41.0,2.0,95.1219512195122,119.0,103.0,600.0,611.0,21
0.75,0.9,FedEx,37,140736.27231500813,143665.91943197997,2929.6471169718425,2.0816574638373626,21.0,1.0,95.23809523809524,100.0,91.0,534.0,542.0,12
0.75,0.9,GLS,46,150180.70077981456,153439.5642151592,3258.863435344625,2.169961531956469,30.0,1.0,96.66666666666667,101.0,89.0,519.0,530.0,21
0.75,0.9,Hermes,47,195333.84566830064,197279.6150082324,1945.7693399317504,0.9961250357175125,39.0,14.0,64.1025641025641,133.0,122.0,682.0,690.0,11
0.75,0.9,UPS,40,171433.79044814757,173290.0911564308,1856.3007082832337,1.0828091144870862,32.0,13.0,59.375,118.0,114.0,640.0,645.0,11
0.75,1.0,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
0.75,1.0,Amazon,47,336512.0223277043,337470.5458979166,958.5235702123027,0.2848408100198177,68.0,44.0,35.294117647058826,208.0,205.0,1110.0,1114.0,5
0.75,1.0,DPD,47,165143.03534436002,166364.41700917407,1221.3816648140491,0.7395901754301635,38.0,3.0,92.10526315789474,100.0,88.0,511.0,518.0,11
0.75,1.0,FedEx,37,138022.5602924369,139512.5523710794,1489.9920786425064,1.079527923178333,24.0,7.0,70.83333333333333,90.0,81.0,460.0,467.0,7
0.75,1.0,GLS,46,143477.20654838555,145121.5759768396,1644.3694284540543,1.1460840840245348,30.0,2.0,93.33333333333333,84.0,73.0,429.0,434.0,19
0.75,1.0,Hermes,47,188681.0460083493,190690.12898190288,2009.0829735535663,1.0648038136616342,30.0,3.0,90.0,117.0,103.0,598.0,608.0,16
0.75,1.0,UPS,40,170244.87512820464,171532.83921466384,1287.964086459193,0.7565361867658444,47.0,16.0,65.95744680851064,116.0,105.0,578.0,582.0,12
1.0,0.0,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
1.0,0.0,Amazon,47,350810.6383067652,350810.6383067652,0.0,0.0,79.0,79.0,0.0,217.0,217.0,1129.0,1129.0,0
1.0,0.0,DPD,47,210178.8252010488,210178.8252010488,0.0,0.0,46.0,46.0,0.0,118.0,118.0,588.0,588.0,0
1.0,0.0,FedEx,37,167748.72604045804,167748.72604045804,0.0,0.0,31.0,31.0,0.0,97.0,97.0,506.0,506.0,0
1.0,0.0,GLS,46,186914.04044994735,186914.04044994735,0.0,0.0,30.0,30.0,0.0,95.0,95.0,492.0,492.0,0
1.0,0.0,Hermes,47,232267.79568581068,232267.79568581068,0.0,0.0,44.0,44.0,0.0,127.0,127.0,681.0,681.0,0
1.0,0.0,UPS,40,198052.50289517397,198052.50289517397,0.0,0.0,40.0,40.0,0.0,118.0,118.0,613.0,613.0,0
1.0,0.1,DHL,48,555961.3314493166,557305.0928668058,1343.761417489266,0.2417005179094489,175.0,166.0,5.142857142857143,123.0,119.0,2369.0,2372.0,7
1.0,0.1,Amazon,47,330028.05240977573,331955.2729200828,1927.2205103070592,0.5839565746714606,78.0,76.0,2.5641025641025643,216.0,216.0,1124.0,1126.0,2
1.0,0.1,DPD,47,179844.0642720462,184359.404321011,4515.340048964805,2.510697290589779,46.0,24.0,47.82608695652174,115.0,109.0,563.0,582.0,22
1.0,0.1,FedEx,37,147682.71943371496,151072.87686065154,3390.157426936581,2.2955681205871885,38.0,10.0,73.6842105263158,102.0,90.0,499.0,510.0,14
1.0,0.1,GLS,46,160216.11328868687,163193.26698453282,2977.1536958459474,1.8582111591245105,30.0,21.0,30.0,93.0,92.0,478.0,485.0,9
1.0,0.1,Hermes,47,206449.93463532533,208083.45031547887,1633.515680153534,0.7912405896562709,45.0,41.0,8.88888888888889,126.0,126.0,675.0,680.0,4
1.0,0.1,UPS,40,173848.08371451788,177967.3410711788,4119.257356660906,2.3694580168196073,36.0,15.0,58.333333333333336,116.0,109.0,599.0,610.0,16
1.0,0.2,DHL,48,560119.1311586712,561674.0532840092,1554.9221253379947,0.27760560902846837,177.0,167.0,5.649717514124294,122.0,120.0,2375.0,2380.0,6
1.0,0.2,Amazon,47,328298.53959804744,334663.737760606,6365.198162558547,1.9388444951207464,77.0,61.0,20.77922077922078,215.0,211.0,1111.0,1125.0,13
1.0,0.2,DPD,47,180371.3670426217,184542.2989970997,4170.931954477972,2.312413562565272,42.0,20.0,52.38095238095238,109.0,104.0,551.0,559.0,17
1.0,0.2,FedEx,37,149748.49872434407,151579.65786604033,1831.159141696262,1.2228230381574952,27.0,15.0,44.44444444444444,96.0,93.0,508.0,514.0,8
1.0,0.2,GLS,46,160250.6350095402,164069.99256402723,3819.35755448704,2.3833650046127195,30.0,14.0,53.333333333333336,94.0,88.0,479.0,486.0,15
1.0,0.2,Hermes,47,205121.23850479157,211275.389549671,6154.151044879429,3.000250529754709,47.0,22.0,53.191489361702125,125.0,122.0,655.0,677.0,24
1.0,0.2,UPS,40,178137.3676343483,180191.08042243632,2053.7127880880143,1.152881517988716,33.0,16.0,51.515151515151516,119.0,111.0,615.0,618.0,11
1.0,0.3,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
1.0,0.3,Amazon,47,328432.3923037776,340949.15392539644,12516.761621618818,3.811061854715495,78.0,42.0,46.15384615384615,212.0,207.0,1099.0,1120.0,26
1.0,0.3,DPD,47,180062.63290493394,183721.07563796992,3658.442733035976,2.0317612122041395,32.0,14.0,56.25,105.0,100.0,550.0,556.0,16
1.0,0.3,FedEx,37,150721.26544053335,154010.04770860902,3288.78226807568,2.182029362919103,38.0,8.0,78.94736842105263,104.0,92.0,516.0,524.0,18
1.0,0.3,GLS,46,159350.57625961988,163354.3037963788,4003.727536758932,2.5125278055072173,32.0,13.0,59.375,92.0,88.0,477.0,484.0,17
1.0,0.3,Hermes,47,203673.77444504504,209036.80807753126,5363.033632486215,2.633148841621365,43.0,20.0,53.48837209302326,124.0,120.0,649.0,665.0,22
1.0,0.3,UPS,40,176940.01260830264,179621.87907304178,2681.8664647391415,1.5156924797310085,31.0,15.0,51.61290322580645,117.0,111.0,616.0,622.0,10
1.0,0.4,DHL,48,563775.2206035123,563775.2206035123,0.0,0.0,176.0,176.0,0.0,122.0,122.0,2388.0,2388.0,0
1.0,0.4,Amazon,47,330167.1377336533,339119.41031918523,8952.27258553193,2.711436591473786,83.0,40.0,51.80722891566265,220.0,205.0,1098.0,1120.0,25
1.0,0.4,DPD,47,178048.72512332388,182351.27143306923,4302.546309745347,2.416499363736093,32.0,9.0,71.875,106.0,97.0,545.0,556.0,18
