provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency
FedEx,30823,1,3,1.0,1.0,0.0,1.0,1.0,42,True,808.16,133.735,5.237777777777778,3,3,15.1078,OK,502.0,102.0,12.528872220645557,8.07,4.921568627450981,2.1826086956521737,3,40.067453092289114,7.388468483848002,11.262498236771542,0.12257759484542728,1.3837038428113109,13.805296757099677,7.394824112596297,9.395000445411103,0.8734820297894398,0.6627921389347856,1.2980289376843328,0.10358565737051793,6.6475504474334475,36.0,0.7275362318840579,3.0,1.0,3.0
FedEx,30926,0,3,1.0,1.0,0.0,1.0,1.0,42,True,894.93,177.941,7.168888888888889,3,3,17.6104,OK,673.0,126.0,53.8021301528445,10.98,5.341269841269841,2.9260869565217393,3,12.508798407945912,43.34782590412125,27.437211538794127,0.173707560636207,3.5157525041344524,2.906720172741597,9.185585799229944,14.341973003229693,2.747109167293527,1.1310522746058156,1.8311784022939495,0.1025260029717682,13.029979289786498,127.0,0.9753623188405797,3.0,0.0,3.0
Amazon,30519,1,3,1.0,1.0,0.0,1.0,1.0,42,True,3841.94,699.526,25.58416666666667,14,14,50.3715,OK,3082.0,236.0,13.714884737746763,17.38,13.059322033898304,13.4,14,224.71935119641012,8.514290406824092,11.477751995613698,0.08680166607749346,1.458369022894328,27.718105528894,17.212859549208655,19.904219068593353,0.8899298960196453,0.729720869781976,1.0821593676795525,0.9896171317326411,25.261108438474388,335.0,0.9571428571428572,0.0,1.0,3.0
DHL,30826,4,3,1.0,1.0,0.0,1.0,1.0,42,True,3464.09,176.783,10.242777777777778,16,16,34.5157,OK,3621.0,232.0,56.38950461206911,1.44,15.607758620689655,15.743478260869566,16,64.21407715692173,27.182091101945698,22.646119382106612,0.11871067439322941,3.2906332276392423,8.535031360534047,1.2457508089289926,5.280509350715699,2.2398105142134987,1.4665000980913392,1.62603228891426,0.899751449875725,38.37481360364047,556.0,0.9839673913043478,1.0,4.0,3.0
FedEx,30827,5,3,1.0,1.0,0.0,1.0,1.0,42,True,1581.22,247.163,9.720277777777778,6,6,19.3831,OK,1251.0,114.0,67.00018830712914,7.42,10.973684210526315,5.439130434782609,6,18.67158931353164,33.743437249852676,23.26666186183086,0.19161261998285087,3.1029129552871284,3.378434720680322,6.448262895400022,12.51898872528193,2.3404988937362528,1.2168639568017967,1.8237719551351004,0.11990407673860912,24.70615397671863,201.0,0.9065217391304348,3.0,5.0,3.0
DHL,30880,1,2,1.0,1.0,0.0,1.0,1.0,42,True,6010.49,527.543,24.635,26,26,90.7487,OK,5920.0,347.0,33.960996603727956,5.11,17.060518731988473,25.73913043478261,26,174.31761703218544,21.28557957228303,21.575992806940754,0.09475731060219528,2.922541557105221,16.30211659596271,4.854441642836213,8.457021440610953,2.224146428878398,1.5707943330776128,1.3983142973328115,0.8638513513513514,39.37544580440657,649.0,0.9899665551839465,1.0,1.0,2.0
DPD,30655,1,1,1.0,1.0,0.0,1.0,1.0,42,True,529.27,81.252,3.3136111111111113,2,2,195.0598,OK,267.0,90.0,4.462508901721823,10.23,2.966666666666667,1.1608695652173913,2,59.83181342158896,4.168052414449654,8.52528212919876,0.11555698214382464,1.3012780142692364,21.59281867185529,10.26362805210254,11.789114262543022,0.9770347452443184,0.3921208131931375,1.8035058369690442,0.8089887640449438,3.128542436627283,21.0,0.5804347826086956,2.0,1.0,1.0
GLS,31311,5,2,1.0,1.0,0.0,1.0,1.0,42,True,838.15,259.007,9.967777777777778,2,2,61.9965,OK,412.0,212.0,139.34872865781722,30.96,1.9433962264150944,1.791304347826087,2,2.956611114922343,82.72406496837765,38.314537554112206,0.16080556067240134,5.980482302596868,2.562736733029739,30.219016501785266,36.158083697652586,3.9197256707858426,2.9566083961888863,1.3664141232002494,0.9830097087378641,1.4428103386077142,12.0,0.8956521739130435,4.0,5.0,2.0
GLS,30173,5,1,1.0,1.0,0.0,1.0,1.0,42,True,276.19,40.312,1.981111111111111,1,1,3.6554,OK,175.0,54.0,4.775461708125837,9.02,3.240740740740741,0.7608695652173914,1,36.64567128707644,2.331052521646087,5.993361781449494,0.1243431483912318,0.8437400365466591,23.165501205381496,9.160236809069158,10.015268133784366,0.5428031917423729,0.3988811759154717,1.1737921156977047,0.8571428571428571,3.1501627540857444,17.0,0.7608695652173914,4.0,5.0,1.0
UPS,30827,5,1,1.0,1.0,0.0,1.0,1.0,42,True,521.26,73.315,3.1769444444444446,2,2,2.2618,OK,249.0,50.0,10.610683695060029,8.21,4.98,1.0826086956521739,2,23.466913834772576,6.168121956176768,9.99938735819459,0.20292714959749197,1.2941772587632354,8.106195103670075,8.76447210451877,10.378731815868434,0.6396020724864898,0.7935549371531326,1.2068392715669245,0.18473895582329317,8.068432313653005,54.0,0.5413043478260869,6.0,5.0,1.0
Hermes,30519,4,1,1.0,1.0,0.0,1.0,1.0,42,True,662.35,136.385,6.4127777777777775,2,2,42.2883,OK,426.0,156.0,13.714884737746763,13.8,2.730769230769231,1.8521739130434782,2,31.061143286719894,6.381435087099747,9.544728824490841,0.10202946441596956,1.477235244389152,24.445911910215692,13.488840990729058,14.91081398454932,0.9274515374353222,0.7016822010217303,1.2323017926505644,0.9694835680751174,4.655223360536973,52.0,0.9260869565217391,5.0,4.0,1.0
Amazon,31832,4,1,1.0,1.0,0.0,1.0,1.0,42,True,1553.04,431.769,17.445833333333333,4,4,108.5629,OK,860.0,361.0,159.38246951696127,25.63,2.3822714681440442,3.739130434782609,4,5.395825542209208,121.33794091549099,42.5092374864884,0.12086032357922312,6.204029000179924,2.975161744762324,24.267692164264677,31.773024582385343,4.1823357177582565,2.76485518697157,1.144305920294935,1.0,1.7048460644851091,15.0,0.9347826086956522,0.0,4.0,1.0
Amazon,30455,2,3,1.0,1.0,0.0,1.0,1.0,42,True,2047.41,264.822,11.97,8,8,20.8407,OK,1729.0,153.0,6.967819653017212,9.84,11.300653594771243,7.517391304347826,8,248.14075078009614,4.548237743467821,8.265914430741024,0.0909113589663962,1.1382203627585774,33.639402474010645,9.73203639263068,11.2169650042027,0.5099704002747252,0.7406999346866612,1.325548527672258,0.9959514170040485,10.585527774543145,71.0,0.9396739130434782,0.0,2.0,3.0
Amazon,30900,1,2,1.0,1.0,0.0,1.0,1.0,42,True,3563.16,785.677,27.414722222222224,12,12,162.4751,OK,2540.0,521.0,173.55971997363926,17.55,4.8752399232245685,11.043478260869565,12,14.634732070239467,136.85549192357433,44.3598611347387,0.12962823930655185,5.019607700307641,3.806935276597797,16.743743011704616,22.834952398696668,3.2424819346199714,2.8956855590168233,1.1051691559091674,0.9992125984251968,4.876377819961519,52.0,0.9202898550724637,0.0,1.0,2.0
DPD,30853,0,3,1.0,1.0,0.0,1.0,1.0,42,True,1032.33,186.823,5.635555555555555,4,4,45.7515,OK,783.0,108.0,8.711379660258004,15.68,7.25,3.4043478260869566,4,89.88243315488904,6.366918289935849,9.499930203777101,0.11888197167084642,1.379897595928515,16.96268038663461,15.702432623715778,17.357746795462432,0.8158086053549246,0.7065368268830783,1.063373132093322,0.7484035759897829,12.292820096541147,86.0,0.8510869565217392,2.0,0.0,3.0
GLS,30519,5,3,1.0,1.0,0.0,1.0,1.0,42,True,1240.46,122.15,6.863333333333333,5,5,34.1918,OK,969.0,200.0,13.714884737746763,6.3,4.845,4.21304347826087,5,70.6531639550037,8.282911910450418,11.419482204153926,0.09465803939532075,1.4694771157384148,24.146097672204288,6.537798949109327,8.00600612850433,0.9234234945762904,0.7047541527626715,1.0790726517843812,0.8813209494324046,9.518979724739411,122.0,0.8426086956521739,4.0,5.0,3.0
GLS,30989,0,2,1.0,1.0,0.0,1.0,1.0,42,True,657.94,139.019,6.2619444444444445,2,2,113.3636,OK,423.0,178.0,43.13135688268341,16.28,2.3764044943820224,1.8391304347826087,2,9.807250004922246,23.896480455504605,20.30401570370579,0.09330633567660979,2.589940405814997,7.448795663923694,15.417758461778652,18.719335842002575,1.2049559228324667,1.8208619745602177,1.7127559585789325,0.9196217494089834,2.508167443826655,29.0,0.9195652173913044,4.0,0.0,2.0
FedEx,30163,3,2,1.0,1.0,0.0,1.0,1.0,42,True,2486.08,275.065,13.536111111111111,10,10,51.639,OK,2142.0,212.0,19.436906373559538,7.51,10.10377358490566,9.31304347826087,10,110.20272253375727,17.177458767834136,15.626573664969392,0.1297945295099882,2.0251059431338665,12.341755719826454,7.976400186754301,9.692305275804314,1.1953520329793945,1.092196212687377,1.2415663878917849,0.12558356676003735,18.887416818134334,199.0,0.931304347826087,3.0,3.0,2.0
FedEx,30457,4,3,1.0,1.0,0.0,1.0,1.0,42,True,600.91,123.56,4.845,2,2,9.3455,OK,323.0,63.0,6.068989648841514,14.63,5.126984126984127,1.4043478260869566,2,53.22137928866895,3.246357180803313,7.339776200905293,0.10477914660047229,1.0506008744281061,19.406367350006327,14.416608887444962,15.367514660983652,0.5744478017743039,0.6061028844479623,1.2192283907831853,0.12074303405572756,8.803844873423408,46.0,0.7021739130434783,3.0,4.0,3.0
Hermes,30982,3,2,1.0,1.0,0.0,1.0,1.0,42,True,1020.01,249.478,9.868611111111111,3,3,26.3839,OK,548.0,173.0,66.6831619829418,23.78,3.167630057803468,2.382608695652174,3,8.217966630619342,35.64122694582498,24.382626086220675,0.11798467248943775,4.1082877995339135,4.8539294189552376,23.172934847833,29.134481328110432,1.24568842623828,3.295686320130796,2.089341201615849,0.9945255474452555,2.7010367612615207,16.0,0.7942028985507247,5.0,3.0,2.0
Amazon,30974,2,2,1.0,1.0,0.0,1.0,1.0,42,True,1759.73,333.553,13.742777777777778,6,6,47.9807,OK,1165.0,216.0,53.82702268136371,18.26,5.393518518518518,5.065217391304348,6,21.643404036971802,25.114685389736582,21.722817496444225,0.09408682133661087,3.025613877381235,8.600545722474827,17.32852664503098,21.157954799067433,2.206222756535055,1.213024977908141,1.494530830759907,0.9965665236051502,5.3357420454500035,45.0,0.8442028985507246,0.0,2.0,2.0
UPS,30161,3,2,1.0,1.0,0.0,1.0,1.0,42,True,1657.83,161.096,7.526111111111111,7,7,25.4905,OK,1597.0,76.0,1.79798433827919,8.59,21.013157894736842,6.943478260869565,7,888.2168581782266,1.687086276691025,4.8796426042287715,0.09152201161386024,0.7152896422242379,45.04808144670762,8.517013329952075,9.536826280239708,0.3797685700302984,0.40916006561931906,1.2360829894361718,0.19912335629304947,28.643679113996434,204.0,0.9919254658385093,6.0,3.0,2.0
DPD,30659,4,3,1.0,1.0,0.0,1.0,1.0,42,True,769.25,112.612,4.385833333333333,3,3,18.1183,OK,602.0,112.0,11.3882150903338,8.73,5.375,2.617391304347826,3,52.861664029420325,5.609762512633119,9.676308051511329,0.11845220846986403,1.2009933084985251,19.965194559979558,10.43906991266245,11.463145719135168,0.6679436112564316,0.6789985734515994,1.370635670813595,0.7641196013289037,6.122448448129228,36.0,0.8724637681159421,2.0,4.0,3.0
UPS,30880,4,1,1.0,1.0,0.0,1.0,1.0,42,True,966.28,251.459,8.354444444444445,3,3,22.8157,OK,659.0,127.0,33.960996603727956,20.44,5.188976377952756,2.865217391304348,3,19.40461311219767,19.236541905357388,20.111154554802205,0.15948805905712604,2.834180721949628,6.602018212256249,18.79833605939506,23.08685380261453,1.8729152978965655,1.5625621078056586,1.3203526615761207,0.19423368740515934,8.730192233422635,71.0,0.9550724637681159,6.0,4.0,1.0
GLS,30989,1,1,1.0,1.0,0.0,1.0,1.0,42,True,395.59,94.488,4.710833333333333,1,1,31.3136,OK,218.0,134.0,43.13135688268341,16.28,1.626865671641791,0.9478260869565217,1,5.054327425704608,23.466384068101412,20.283682818822744,0.11057917431955318,2.670225118352136,5.710296039267097,15.4070871189736,18.622793663027355,1.1861868808468452,1.9079422857736787,1.7124983537168335,0.9403669724770642,1.660208770323892,18.0,0.9478260869565217,4.0,1.0,1.0
DHL,30900,4,1,1.0,1.0,0.0,1.0,1.0,42,True,2620.29,294.693,17.051666666666666,10,10,146.0722,OK,2299.0,508.0,173.55971997363926,4.94,4.525590551181103,9.995652173913044,10,13.246161035228557,135.73005846535165,44.312421776726644,0.13423352301276364,5.29026770656112,3.7427229144653995,3.3102018813687892,11.208270186960002,3.2876155640351508,2.8944611636417106,1.1084675223872837,0.8886472379295346,4.296736383452806,44.0,0.9995652173913043,1.0,4.0,1.0
Hermes,30974,5,1,1.0,1.0,0.0,1.0,1.0,42,True,712.51,195.602,7.164444444444444,2,1,49.2088,OK,206.0,122.0,53.82702268136371,22.19,1.6885245901639345,0.8956521739130435,1,3.8270740185546703,24.97037080044005,21.655168620938966,0.1529324622070562,3.000706961210611,4.885790482448503,21.04822842178992,23.58264978444666,2.1259433818459526,1.28892632860508,1.5048975133074889,0.9951456310679612,1.2680304025749303,9.0,0.8956521739130435,5.0,5.0,1.0
DPD,30989,5,3,1.0,1.0,0.0,1.0,1.0,42,True,999.82,256.538,9.231388888888889,3,3,38.629,OK,644.0,211.0,43.13135688268341,25.63,3.052132701421801,2.8,3,14.93113239520077,23.7318039936566,20.311346321735062,0.09184640107121875,2.4066262316302454,8.891022362075773,25.154059398673194,28.209467314365423,1.2439902254266697,1.6229833701842669,1.7434313457464623,0.8245341614906833,2.95657876790495,29.0,0.9333333333333333,2.0,5.0,3.0
Amazon,30455,0,3,1.0,1.0,0.0,1.0,1.0,42,True,2052.05,265.015,12.097222222222221,8,8,19.1358,OK,1747.0,154.0,6.967819653017212,9.84,11.344155844155845,7.595652173913043,8,250.72405529949563,4.774296770666759,8.42937364116377,0.08961238074094867,1.1475249385230843,32.25605935227461,9.719899313465957,11.293812926147359,0.499495170969541,0.7580486887627953,1.435528370379536,0.9942759015455066,11.039703947499675,75.0,0.9494565217391304,0.0,0.0,3.0
Hermes,30890,0,1,1.0,1.0,0.0,1.0,1.0,42,True,1096.98,288.781,11.580555555555556,3,3,82.8287,OK,570.0,285.0,102.53407734275534,19.74,2.0,2.4782608695652173,3,5.559127411802609,68.10968952800334,32.45088741612451,0.13321683595664263,4.249650816247972,4.184426650231933,20.82014188639456,23.550395098592602,2.174906313772045,2.690619197246795,1.2854920962793066,0.9947368421052631,1.5694450913417908,11.0,0.8260869565217391,5.0,0.0,1.0
DPD,31311,4,2,1.0,1.0,0.0,1.0,1.0,42,True,774.4,183.208,9.018055555555556,2,2,54.9187,OK,428.0,223.0,139.34872865781722,17.19,1.9192825112107623,1.8608695652173912,2,3.0714309640455406,82.59368752465579,38.402795435974085,0.14733126584238931,5.978164078902588,2.699964206507068,16.535288635577682,23.207871413644053,3.928297614276888,2.9421251406813,1.3642733261616407,0.9415887850467289,1.4308376379577052,10.0,0.9304347826086956,2.0,4.0,2.0
DHL,30657,5,2,1.0,1.0,0.0,1.0,1.0,42,True,2751.15,218.767,11.000833333333333,12,12,58.2994,OK,2562.0,136.0,12.670949194485747,6.56,18.83823529411765,11.139130434782608,12,202.19479698608163,6.81272161759042,10.927209114476671,0.09498504990760208,1.6339602857535478,19.962653346769454,5.589833760199112,8.183629066316843,0.574458323324662,1.2334622224035778,1.8636936745436468,0.8071818891491023,56.22881569562773,647.0,0.9282608695652174,1.0,5.0,2.0
DPD,30177,5,2,1.0,1.0,0.0,1.0,1.0,42,True,502.01,78.395,2.587222222222222,2,2,3.4503,OK,360.0,57.0,3.576189607493106,12.44,6.315789473684211,1.565217391304348,2,100.66580341425423,1.5585511204508826,5.135742449863184,0.10239472863072728,0.8178366116344041,36.57242887452426,12.498029186087956,13.347963501498887,0.5137203347447039,0.4047477799724923,1.1819440457758876,0.8111111111111111,13.323449707040199,100.0,0.782608695652174,2.0,5.0,2.0
DHL,30900,2,2,1.0,1.0,0.0,1.0,1.0,42,True,5823.46,496.247,25.032222222222224,25,25,187.1137,OK,5653.0,569.0,173.55971997363926,4.94,9.934973637961336,24.578260869565216,25,32.570921414592014,136.51859087069639,44.40066400872938,0.12352363640674605,5.154171571851032,4.167930509471259,3.3754606888714345,11.257951002886548,3.296009439938239,2.917634735762675,1.1095300780128945,0.8820095524500265,10.709996810349113,92.0,0.9831304347826086,1.0,2.0,2.0
DHL,30161,0,3,1.0,1.0,0.0,1.0,1.0,42,True,5612.79,119.681,7.498055555555555,28,28,3.7175,OK,6265.0,84.0,1.79798433827919,1.04,74.58333333333333,27.23913043478261,28,3484.457493103688,1.6093789988077756,4.791586955394075,0.08089434681840213,0.7163380453733341,52.194045070941655,0.9747805998198541,1.8270923709513334,0.38890466800972767,0.39853872724220535,1.171595528354624,0.8276137270550679,74.19106741466243,432.0,0.9728260869565217,1.0,0.0,3.0
Hermes,30989,1,3,1.0,1.0,0.0,1.0,1.0,42,True,1478.61,278.548,11.784166666666666,5,5,38.8495,OK,933.0,217.0,43.13135688268341,15.58,4.299539170506913,4.056521739130435,5,21.631593982488074,23.72748699684501,20.31164822526127,0.08914487689114449,2.5807267274257444,9.145511281024156,15.853290805267855,18.922067069157997,1.254960023264878,1.7671708175187446,1.7370801935677236,0.977491961414791,4.340108704449467,46.0,0.811304347826087,5.0,1.0,3.0
DPD,30982,4,1,1.0,1.0,0.0,1.0,1.0,42,True,410.16,108.371,4.965277777777778,1,1,16.437,OK,190.0,121.0,66.6831619829418,20.59,1.5702479338842976,0.8260869565217391,1,2.8492949996672903,35.188281993299064,24.1340186505017,0.14709280873944597,4.078155578707729,3.4386447176660155,19.808262538368595,24.53832123224113,1.2620325935942778,3.249796430907222,2.077708318183914,0.9263157894736842,0.8413531631487216,5.0,0.8260869565217391,2.0,4.0,1.0
Amazon,30159,3,3,1.0,1.0,0.0,1.0,1.0,42,True,4601.82,665.512,26.04361111111111,18,18,39.2545,OK,4113.0,216.0,6.211813374113817,13.81,19.041666666666668,17.882608695652173,18,662.1254941656654,5.280065730623195,8.881993010550671,0.08268605695517871,1.1721402071210858,40.90858163890811,13.322534987868833,14.851261104019372,0.7616192769955957,0.5430419526407048,1.2889807645222429,0.975443715049842,23.11791683313407,141.0,0.9934782608695653,0.0,3.0,3.0
FedEx,30455,2,3,1.0,1.0,0.0,1.0,1.0,42,True,581.28,108.782,4.459722222222222,2,2,4.314,OK,340.0,69.0,6.967819653017212,11.34,4.927536231884058,1.4782608695652173,2,48.795752033101614,4.689340431977033,8.325454901060066,0.13082293429547004,1.2707893998567124,14.71422282107795,11.189825734523513,12.61614110915118,0.5526425140549712,0.8397393664625779,1.362004506237882,0.13529411764705881,10.851192201353557,83.0,0.7391304347826086,3.0,2.0,3.0
FedEx,31311,4,1,1.0,1.0,0.0,1.0,1.0,42,True,399.73,132.759,4.411111111111111,1,1,10.1515,OK,97.0,52.0,139.34872865781722,33.34,1.8653846153846154,0.4217391304347826,1,0.6960953353093865,75.39968781218839,37.80258658145657,0.44323063552369757,5.950492053948542,0.6896580278889984,32.80402330006021,40.3789460361475,4.203332595434809,2.470095845027836,1.465074191256012,0.09278350515463918,1.7544322569933268,12.0,0.4217391304347826,3.0,4.0,1.0
FedEx,30890,2,2,1.0,1.0,0.0,1.0,1.0,42,True,990.75,276.118,8.767222222222221,3,3,12.1408,OK,528.0,135.0,102.53407734275534,20.22,3.911111111111111,2.2956521739130435,3,5.149507497248733,60.17879047855047,29.844822365006298,0.21627077316502605,3.5407162332518913,2.2433152764696733,21.96346716833456,23.9176666843173,2.0026223160782326,2.19713458558883,1.1299060578772124,0.14015151515151514,5.5610639358638405,49.0,0.7652173913043478,3.0,2.0,2.0
DHL,30419,2,3,1.0,1.0,0.0,1.0,1.0,42,True,7609.27,480.177,22.27111111111111,35,35,81.4487,OK,7872.0,272.0,23.77191867081394,5.16,28.941176470588236,34.22608695652174,35,331.14701884223075,23.158648561306837,18.564630241727404,0.10687995926766425,2.500132066453508,11.745072225607068,4.410008809548198,8.701555213232842,1.6440089291066442,1.1918822361804018,1.5451639835635562,0.9039634146341463,38.239620795922086,346.0,0.977888198757764,1.0,2.0,3.0
UPS,30916,3,3,1.0,1.0,0.0,1.0,1.0,42,True,2314.01,278.91,13.96888888888889,9,9,44.1663,OK,1863.0,202.0,59.876286869182046,7.96,9.222772277227723,8.1,9,31.114153823036656,41.182985717527366,24.892262871994625,0.13711065696228789,3.9531881020319406,4.904938203983335,7.305907706034966,12.601493467182497,2.4595730265100717,1.9876841354093033,1.2323130453464917,0.19108964036500267,22.73403860132115,189.0,0.9,6.0,3.0,3.0
Amazon,30459,3,2,1.0,1.0,0.0,1.0,1.0,42,True,1327.35,205.151,8.377777777777778,5,5,26.5771,OK,1052.0,120.0,7.274391190340525,13.92,8.766666666666667,4.573913043478261,5,144.6169132884857,4.229201378849012,8.362247038086426,0.10627273033848736,1.0220560019328884,28.374151346904718,13.474859341998553,14.98417589917355,0.6425656029301501,0.4946947258893997,1.0612812397517795,0.9914448669201521,9.797732163901784,67.0,0.9147826086956522,0.0,3.0,2.0
GLS,30163,0,1,1.0,1.0,0.0,1.0,1.0,42,True,809.3,122.047,5.396111111111111,3,3,16.6159,OK,474.0,123.0,6.17992293720077,13.11,3.8536585365853657,2.0608695652173914,3,76.69998555268408,4.409555612800994,8.472801478652485,0.09380272052980625,1.2536828687750718,27.89396728389806,13.283861720970641,14.622560420286467,0.8974602421973273,0.4727963843633276,1.5339333714139889,0.8628691983122363,4.949637297756038,48.0,0.6869565217391305,4.0,0.0,1.0
UPS,30890,0,2,1.0,1.0,0.0,1.0,1.0,42,True,1012.02,280.147,9.314166666666667,3,3,72.2492,OK,581.0,177.0,102.53407734275534,22.83,3.2824858757062145,2.526086956521739,3,5.666408817995291,61.90944503593952,29.93525202748217,0.18011998479744581,3.8130233658295527,2.859014483125287,24.317487503077754,26.57937478900821,2.229221796083371,2.232333514400963,1.1579496203230373,0.20481927710843373,4.475845850820712,44.0,0.8420289855072464,6.0,0.0,2.0
DPD,30966,0,1,1.0,1.0,0.0,1.0,1.0,42,True,660.48,147.169,6.243888888888889,2,2,17.6289,OK,295.0,144.0,31.832385676522556,17.93,2.048611111111111,1.2826086956521738,2,9.267291587811224,19.202945195199778,16.848323431255498,0.12732724819791008,2.4632492321401225,7.498849709574557,17.012098455190664,20.234498941976316,1.1529501567966813,1.6228744242913493,1.2267769661614547,0.8271186440677966,1.6763463126324891,10.0,0.6413043478260869,2.0,0.0,1.0
Amazon,30453,4,3,1.0,1.0,0.0,1.0,1.0,42,True,1763.87,219.656,9.837777777777777,7,7,17.5518,OK,1603.0,133.0,9.157258958740023,9.82,12.052631578947368,6.969565217391304,7,175.0523827296637,10.69528960681758,14.14341741288298,0.10822920536820008,1.805053842917784,12.435380890969123,8.972527259173447,13.262090012050818,1.037430532838176,1.1687637413370378,1.0494441980236893,0.98378041172801,12.015851553823143,85.0,0.9956521739130435,0.0,4.0,3.0
GLS,30453,0,3,1.0,1.0,0.0,1.0,1.0,42,True,1091.73,194.861,7.198055555555555,4,4,10.8913,OK,756.0,120.0,9.157258958740023,13.29,6.3,3.2869565217391306,4,82.5574556104964,10.942553895524298,14.276514497457189,0.1045388786588402,1.731912653913907,10.966361339932002,14.130561807300793,15.941955683148059,1.0014405573963157,1.125767680068611,1.0514093276305057,0.8862433862433863,6.363437226321428,52.0,0.8217391304347826,4.0,0.0,3.0
DPD,31275,3,1,1.0,1.0,0.0,1.0,1.0,42,True,1017.88,175.169,10.614166666666666,3,3,81.6438,OK,667.0,321.0,129.47251256919432,4.47,2.0778816199376946,2.9,3,5.151672635097226,101.06198701311388,41.488328351012534,0.15213258222362921,6.480644408303913,3.176268441648063,4.286479153526213,12.98210218272972,5.063441601768241,1.879483752670795,1.5549113850094756,0.7991004497751124,1.9630964157137134,15.0,0.9666666666666667,2.0,3.0,1.0
DPD,30177,1,3,1.0,1.0,0.0,1.0,1.0,42,True,969.57,145.534,4.339166666666666,4,4,7.7602,OK,704.0,73.0,3.576189607493106,12.44,9.643835616438356,3.0608695652173914,4,196.85757112120828,1.5520032813240252,5.147149273533246,0.08950016518975164,0.8107199226263891,47.03598302815647,12.47438563191728,13.347963501498887,0.5064949943169735,0.4007523732207566,1.214508168568149,0.8565340909090909,20.369443851570743,169.0,0.7652173913043478,2.0,1.0,3.0
GLS,30165,1,3,1.0,1.0,0.0,1.0,1.0,42,True,1040.38,153.316,6.221666666666667,4,4,6.2841,OK,758.0,83.0,4.951012974183712,14.79,9.132530120481928,3.2956521739130435,4,153.09998255962432,3.07583531197245,8.085385637891234,0.10689427317129553,0.9050723272767595,26.984539671850747,14.018480785493315,16.215045632657926,0.503662847772853,0.5579000314099951,1.533511625389069,0.8641160949868074,16.20335461648007,119.0,0.8239130434782609,4.0,1.0,3.0
DHL,30163,0,1,1.0,1.0,0.0,1.0,1.0,42,True,1648.45,49.803,3.2172222222222224,8,8,48.4228,OK,1795.0,93.0,2.603733329707664,1.7,19.301075268817204,7.804347826086956,8,689.3947162405971,1.8794476373483786,5.458471266316349,0.09065652828095007,0.7849590180062834,49.482623592115175,1.3882355447132877,2.179888348800571,0.38261171061820404,0.49061822462130655,1.4847239252054407,0.8584958217270195,20.072869908677202,109.0,0.9755434782608695,1.0,0.0,1.0
DHL,30926,0,2,1.0,1.0,0.0,1.0,1.0,42,True,4581.74,266.8,14.042777777777777,21,21,88.0957,OK,4657.0,419.0,53.8021301528445,0.37,11.1145584725537,20.247826086956522,21,86.55791112303731,49.041925965057246,28.299826905351285,0.08801427340310876,4.02750311992586,8.543710136884526,0.9978261061934266,5.577251608479819,3.062252397556426,1.4424399665370362,1.6465732951084726,0.9113162980459524,13.849213654156195,161.0,0.9641821946169772,1.0,0.0,2.0
Hermes,30851,4,3,1.0,1.0,0.0,1.0,1.0,42,True,933.48,61.705,4.245,4,4,37.9701,OK,736.0,93.0,4.12190647126244,3.44,7.913978494623656,3.2,4,178.55815146008908,3.4784656217461634,7.48659256454416,0.11495854859145177,1.046656449413673,26.735926156232846,3.302854159263565,4.584757802728066,0.6831632220877769,0.47088436933334193,1.7402065747000053,0.9497282608695652,7.938819708566816,39.0,0.8,5.0,4.0,3.0
FedEx,31311,1,2,1.0,1.0,0.0,1.0,1.0,42,True,719.58,219.387,7.1033333333333335,2,2,8.6094,OK,246.0,84.0,139.34872865781722,33.34,2.9285714285714284,1.0695652173913044,2,1.7653551802691658,84.44323167773638,38.590199852381296,0.3114888690279002,5.827070548132459,0.9947511284335031,33.129496830614,40.3789460361475,4.165950263525515,2.3982728454596147,1.3897216219977853,0.09349593495934959,3.3086672409845974,20.0,0.5347826086956522,3.0,1.0,2.0
FedEx,30989,0,2,1.0,1.0,0.0,1.0,1.0,42,True,651.7,153.982,5.926111111111111,2,2,9.9298,OK,313.0,91.0,43.13135688268341,16.61,3.4395604395604398,1.3608695652173912,2,7.256901303878635,19.370015084125445,19.14000837034481,0.1550953927507396,1.5396441183326153,4.697982918690569,17.307405637689374,20.092918368403268,0.9100513726613868,1.0134792368239511,1.603551224850775,0.12779552715654952,4.370753930007583,23.0,0.6804347826086956,3.0,0.0,2.0
