provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency,n_merged_members,n_components_post_union,hull_overhead_pct,bbox_overhead_pct,max_member_centroid_km,mean_member_centroid_km,isoperimetric_q
GLS,30900,1,1,1.0,1.0,0.2,1.0,1.0,42,False,1197.31,365.963,13.53138888888889,3,2,241.0368,OK,428.0,265.0,173.55971997363926,31.36,1.6150943396226416,1.8608695652173912,2,2.466009970890745,133.5966031568432,43.83066620684013,0.1717092224593134,5.251794881727453,1.98358336767656,29.7677498742227,36.58694012545746,3.1665567305993862,2.9078187154375006,1.1147713449406105,0.9462616822429908,1.0932720882856948,8.0,0.9304347826086956,4.0,1.0,1.0,1,1,24.98397175923054,65.72264336446477,0.0,0.0,0.3207355562028475
FedEx,31275,5,1,1.3,1.0,0.0,1.0,1.0,42,False,756.56,212.314,8.206944444444444,2,2,39.8379,OK,299.0,115.0,129.47251256919432,24.61,2.6,1.3,2,2.309370491595308,98.30125986679424,41.17412536061277,0.3070794762895587,6.284588559056088,1.169873103923936,24.8393642961828,33.1760873521579,4.931136605900079,1.8980324744287052,1.640841277054483,0.0769230769230769,3.7085096033664073,35.0,0.65,3.0,5.0,1.0,1,1,24.805060598714515,71.21296344602335,0.0,0.0,0.2443697702527343
Hermes,31319,2,2,1.0,0.9,0.2,1.0,1.0,123,False,1593.51,395.374,13.71,5,5,96.4648,OK,1016.0,302.0,101.18549289373648,23.57,3.3642384105960264,4.417391304347826,5,10.040965072601743,59.917090801830646,30.957952863259603,0.1038542703537771,4.04481145439548,5.040298117924861,22.95398414882191,28.9838400537603,2.761560619927936,2.019578687150664,1.4603266815893778,0.9921259842519684,2.668142801535471,18.0,0.8834782608695653,5.0,2.0,2.0,1,1,23.65548682082195,48.24635838444042,0.0,0.0,0.3372155354338614
UPS,30625,2,1,1.0,1.0,0.2,1.0,1.0,123,False,820.83,133.806,5.588888888888889,3,3,18.6947,OK,580.0,104.0,12.254281076148748,10.42,5.576923076923077,2.5217391304347827,3,47.33039795609792,7.152854912258162,10.79052183257482,0.1361265320556468,1.5595929560084196,14.53964903185309,10.168500743265655,11.31911984456212,0.9311521667215727,0.8284316784430117,1.209377834617584,0.1913793103448275,9.704967312286238,79.0,0.8405797101449275,6.0,2.0,1.0,2,1,12.629023466614369,84.34017846266995,1.9836295921513396,1.9836295921513396,0.4497993608805271
DPD,30629,1,1,1.0,0.9,0.2,1.0,1.0,123,False,302.35,49.161,2.6119444444444446,1,1,23.8295,OK,208.0,78.0,14.669809711755615,6.08,2.6666666666666665,0.9043478260869564,1,14.178779690190508,4.854678376271794,8.994487303591756,0.1367149972877828,1.1470848071599256,16.066975802401352,7.192572063815288,8.732213312078972,0.680983316505238,0.6023696783885704,1.1212683379107826,0.8461538461538461,2.653815186243203,15.0,0.9043478260869564,2.0,1.0,1.0,1,1,29.967254677541305,101.94086989475528,0.0,0.0,0.3557328027701494
Hermes,30989,3,1,0.7,0.9,0.2,1.0,1.0,123,False,645.72,129.216,6.028333333333333,2,1,60.6629,OK,224.0,139.0,43.13135688268341,15.58,1.6115107913669064,0.9739130434782608,1,5.193437354852442,23.7360515696901,20.29216100601244,0.116523034016163,2.7038744488082997,5.856070863003049,15.89576140081241,18.9462501024828,1.297690473400544,1.8500380574836024,1.7718960690174508,0.9821428571428572,1.220394978914534,11.0,0.9739130434782608,5.0,3.0,1.0,1,1,41.5435975250514,84.22794889845345,0.0,0.0,0.2917630447727367
DHL,30851,4,1,0.7,1.0,0.2,1.0,1.0,456,False,931.67,70.852,4.095555555555555,4,4,13.2476,OK,754.0,96.0,4.12190647126244,5.02,7.854166666666667,3.2782608695652176,4,182.92506277297167,3.506609570140704,7.491782806170455,0.111220565844126,1.0369277937309371,27.376871613382374,5.073889739239476,5.883924622739675,0.6827835028355668,0.4583569564850513,1.5925435659661076,0.9151193633952256,9.281454589963555,66.0,0.8195652173913044,1.0,4.0,1.0,1,1,24.22181701999828,85.16100964546327,0.0,0.0,0.377693618339725
GLS,31275,0,2,1.0,0.9,0.0,1.0,1.0,456,False,1564.82,345.853,13.449722222222222,5,5,114.8895,OK,969.0,335.0,129.47251256919432,17.38,2.892537313432836,4.21304347826087,5,7.484214068079778,87.92410034400292,39.66360154447008,0.1254018461642433,6.035216775093757,3.8101043819534457,16.698779814398605,23.85032751536608,4.946574222000625,1.8369066714681344,1.8122261893461664,0.9318885448916407,3.166113179676013,30.0,0.8426086956521739,4.0,0.0,2.0,1,1,24.805060598714515,71.21296344602335,0.0,0.0,0.2443697702527343
DPD,30455,0,2,1.3,0.9,0.0,1.0,1.0,456,False,880.14,192.545,6.6,3,3,20.7437,OK,499.0,114.0,6.967819653017212,19.47,4.37719298245614,2.1695652173913045,3,71.61494195446383,4.4178919759791775,8.171148024760292,0.1034008816718119,1.1165631531893232,25.804161944166403,19.32395899430537,20.441585610375487,0.504639495589119,0.7216410697258258,1.3695741227325111,0.8076152304609219,3.673972826679428,22.0,0.7231884057971014,2.0,0.0,2.0,1,1,28.29343074287173,113.65209712351832,0.0,0.0,0.4291086419294296
DHL,30938,3,2,0.7,0.9,0.0,1.0,1.0,456,False,2761.36,351.294,15.103333333333332,11,11,73.832,OK,2322.0,306.0,153.22446344831192,10.53,7.588235294117647,10.095652173913043,11,15.154238087988434,68.77990667783872,31.31850216221049,0.1298276646856307,3.90010683644076,4.448973759637202,9.56788966983786,14.714523671055003,2.251056966656851,2.70820754389444,1.0418487796875204,0.9117140396210164,7.005160946926852,40.0,0.9177865612648222,1.0,3.0,2.0,1,1,18.493229703301036,53.81579016296296,0.0,0.0,0.338063800310323
Amazon,30419,1,3,1.0,0.9,0.0,1.0,1.0,42,False,3813.48,388.364,17.656111111111112,16,16,41.2523,OK,3596.0,240.0,23.77191867081394,6.74,14.983333333333333,15.634782608695652,16,151.27091968453527,22.34766142315381,18.524517146148906,0.1039095964146524,2.3843885639711906,10.739378741049943,7.540782811801216,10.208481132625757,1.5588329358579238,1.156092738748618,1.5500130658034557,0.9922135706340378,18.50427127869551,156.0,0.9771739130434782,0.0,1.0,3.0,1,1,43.385312274444885,86.44204041340043,0.0,0.0,0.2341147833293431
Amazon,30900,2,1,1.0,1.0,0.2,1.0,1.0,123,False,2241.03,505.696,19.99333333333333,7,7,140.5723,OK,1388.0,447.0,173.55971997363926,17.55,3.105145413870246,6.034782608695652,7,7.997247288776528,135.62043696241236,44.29430217304159,0.1379588056015588,4.799492369440517,3.2959634256589774,16.739456580748,22.78425150789349,3.1728754863358084,2.9001448383607324,1.118358716751777,0.9992795389048992,2.934809280987021,26.0,0.8621118012422361,0.0,2.0,1.0,1,1,24.98397175923054,65.72264336446477,0.0,0.0,0.3207355562028475
DPD,30453,1,3,0.7,0.9,0.2,1.0,1.0,123,False,881.91,206.986,6.4927777777777775,3,3,13.9412,OK,590.0,118.0,9.157258958740025,18.23,5.0,2.565217391304348,3,64.42976033094297,11.10830336342677,14.350887966288427,0.1196437606837556,1.8037437474972675,10.622684323557984,18.784794818909656,20.38989603464535,1.038399240317467,1.1790754966193169,1.0050858889115022,0.8101694915254237,5.492676171541858,39.0,0.855072463768116,2.0,1.0,3.0,1,1,73.5178223819406,214.02137250138864,0.0,0.0,0.1777387056462695
GLS,30161,2,2,0.7,1.0,0.2,1.0,1.0,123,False,768.87,106.292,4.443611111111111,3,3,4.9045,OK,461.0,75.0,1.79798433827919,12.21,6.1466666666666665,2.0043478260869567,3,256.3982289418676,1.5027628009344765,4.671961695795276,0.0809565664151653,0.7078001130139784,49.90807594742302,12.24078363163132,13.059510677072174,0.3880249161789109,0.3897939209688158,1.1975980194346365,0.8091106290672451,5.466731706930161,28.0,0.6681159420289855,4.0,2.0,2.0,1,2,22.953455896357088,69.23863464828264,0.0,0.0,0.3307023811719838
UPS,30659,5,2,1.0,0.9,0.0,1.0,1.0,123,False,819.51,117.482,5.728888888888889,3,3,18.072,OK,633.0,100.0,26.058024802089417,10.16,6.33,2.752173913043478,3,24.291940958980284,14.282086991752848,15.514858476476984,0.1769256709483036,2.4365161473049075,7.001777825449792,8.54441943378455,12.210566665728663,1.3970192819388845,1.4335261787131333,1.1433267695351788,0.1816745655608214,9.121463698332631,55.0,0.917391304347826,6.0,5.0,2.0,2,1,34.36856847611142,108.40358001841618,3.000137281207328,3.000137281207328,0.2670054304663276
Amazon,30938,0,2,1.0,1.0,0.2,1.0,1.0,42,False,2443.39,657.364,18.717222222222222,8,8,162.6074,OK,1749.0,316.0,153.22446344831192,24.95,5.534810126582278,7.604347826086957,8,11.414626363433149,70.36777001684638,31.683858749628545,0.1158130661709394,3.848386858452204,4.490692257610951,22.857750730358973,27.75752373166972,2.312247811830716,2.5935382479522366,1.022576678280195,0.9977129788450544,5.747486266331534,63.0,0.9505434782608696,0.0,0.0,2.0,1,1,18.493229703301036,53.81579016296296,0.0,0.0,0.338063800310323
FedEx,30916,4,2,1.3,0.9,0.0,1.0,1.0,42,False,1385.8,214.92,9.895277777777778,5,5,21.2294,OK,1101.0,127.0,59.876286869182046,11.65,8.669291338582678,4.78695652173913,5,18.387913773034544,41.558343175735246,26.01173078018831,0.1966749343544028,3.907385430655087,3.0559447344414767,10.909823342710602,17.084711987042677,2.4274654067559878,1.9828825018848688,1.350999689651114,0.1189827429609445,20.056634426971264,139.0,0.957391304347826,3.0,4.0,2.0,1,1,24.068866380659845,81.75075868427409,0.0,0.0,0.3426676232907035
Amazon,30851,1,2,1.0,0.9,0.2,1.0,1.0,123,False,1228.18,171.208,5.990833333333334,5,5,7.2227,OK,1103.0,85.0,4.12190647126244,11.33,12.976470588235294,4.795652173913044,5,267.5946210060846,3.206147542222986,7.206232971787972,0.1117829785214309,1.012353476886947,26.511568441752107,11.148069658867096,12.649464997523449,0.6586140179797424,0.4576929169141365,1.5970925439756822,0.9918404351767904,13.506404990912522,76.0,0.9591304347826088,0.0,1.0,2.0,1,1,24.22181701999828,85.16100964546327,0.0,0.0,0.377693618339725
FedEx,30989,4,1,0.7,1.0,0.0,1.0,1.0,123,False,361.68,89.086,3.8275,1,1,4.0011,OK,106.0,60.0,43.13135688268341,16.61,1.7666666666666666,0.4608695652173913,1,2.457608748278388,19.38456987581392,19.21904013923379,0.2248371310497176,1.7099607802459222,3.0952453618721694,17.146972984888446,20.071070961213884,0.9879803150747216,1.1294484283114083,1.604214075987697,0.1226415094339622,1.3211947455070945,6.0,0.4608695652173913,3.0,4.0,1.0,1,1,41.5435975250514,84.22794889845345,0.0,0.0,0.2917630447727367
Hermes,30453,3,1,0.7,0.9,0.0,1.0,1.0,456,False,340.62,65.784,3.4947222222222223,1,1,6.7862,OK,214.0,93.0,9.157258958740025,8.55,2.3010752688172045,0.9304347826086956,1,23.36943849291829,9.79760089708939,13.508813054173372,0.1390071431790666,1.6604263453793655,9.4921196501919,8.016906673642007,11.149208687381432,0.9329566371940882,1.0768268580246012,1.0737061269939563,0.9626168224299064,1.9443048692121645,13.0,0.9304347826086956,5.0,3.0,1.0,1,1,73.5178223819406,214.02137250138864,0.0,0.0,0.1777387056462695
Amazon,30539,1,1,1.0,1.0,0.2,1.0,1.0,456,False,934.75,252.491,7.4675,3,3,22.678,OK,610.0,133.0,19.21423828970633,21.37,4.586466165413534,2.652173913043478,3,31.747290254373297,8.678201908078867,11.637573392000538,0.1035503186189294,1.4210008137213854,15.3257554282282,20.02463548648231,22.216959542313045,0.7153231553355868,0.9066641487997728,1.4704056033852493,0.9934426229508196,4.671345734438818,36.0,0.8840579710144928,0.0,1.0,1.0,1,1,19.223443687674884,59.97475862282031,0.0,0.0,0.4417525163807731
FedEx,30519,0,3,0.7,0.9,0.0,1.0,1.0,123,False,1195.39,269.655,9.2675,4,4,107.4063,OK,869.0,118.0,13.714884737746765,15.57,7.364406779661017,3.7782608695652176,4,63.361815765632834,7.22901564560069,10.014809306237916,0.1305464580486806,1.5037790148711343,16.32310756884451,15.273667266293309,17.10189138658995,0.8908717895300706,0.777385234414829,1.0758629134408153,0.1277330264672037,20.03372802416951,169.0,0.9445652173913044,3.0,0.0,3.0,2,1,17.79319946789323,78.25473357244559,2.46719451659274,2.46719451659274,0.4157361576881752
DHL,31303,4,3,1.3,1.0,0.2,1.0,1.0,42,False,6990.9,415.552,21.55666666666667,32,32,123.233,OK,7194.0,462.0,112.90680951768702,1.84,15.571428571428571,31.278260869565216,32,63.71626326818711,56.01729471788445,31.085713055918287,0.0987689646866937,3.782078131119272,8.247452904084975,0.8407106792653642,8.73407301078745,1.2043831547145745,3.0405086594466826,1.6380710384878772,0.8883792048929664,16.569487869642018,126.0,0.977445652173913,1.0,4.0,3.0,1,1,27.78706402307084,62.33666709938884,0.0,0.0,0.3835384981560739
UPS,30916,4,1,1.3,1.0,0.0,1.0,1.0,456,False,1126.11,158.987,8.541666666666666,4,4,17.5809,OK,793.0,137.0,59.876286869182046,7.96,5.788321167883212,3.4478260869565216,4,13.243974225264664,41.329960401937896,25.40974038999521,0.1874037727647126,3.997952222351436,3.3147866261584005,7.224488840029177,13.060153623464092,2.459097511763128,2.046039228384848,1.3008794868757811,0.1841109709962169,11.348128021408725,84.0,0.8619565217391304,6.0,4.0,1.0,1,1,24.068866380659845,81.75075868427409,0.0,0.0,0.3426676232907035
Hermes,30966,3,2,1.0,0.9,0.2,1.0,1.0,42,False,1224.01,244.283,10.337222222222222,4,4,100.637,OK,749.0,185.0,31.83238567652256,16.87,4.048648648648649,3.256521739130435,4,23.529496268713924,19.22176854327985,16.82701488112206,0.0997194785600151,2.435144118184751,9.624504612229249,15.828438240054352,18.869199516145244,1.1095149081080966,1.6292913396659146,1.2238426831512466,0.9799732977303072,3.8107686407480825,22.0,0.8141304347826087,5.0,3.0,2.0,1,1,27.261911412892086,101.6137880336276,0.0,0.0,0.3199511340498151
DHL,30853,5,2,0.7,0.9,0.0,1.0,1.0,456,False,1414.48,121.674,6.447777777777778,6,6,39.0046,OK,1229.0,115.0,8.711379660258004,6.98,10.68695652173913,5.343478260869565,6,141.07983441552827,6.504897152735713,9.892300462825729,0.1123332072314492,1.4396239068887753,17.678988199165513,6.630123586251991,8.14603534047074,0.8674154589588415,0.722834961880915,1.0373502607702376,0.8421480878763222,19.714203759413536,146.0,0.8905797101449275,1.0,5.0,2.0,1,1,19.22675865825972,50.51149263342136,0.0,0.0,0.5125696416554132
GLS,30823,0,3,0.7,0.9,0.2,1.0,1.0,456,False,969.57,285.173,8.080555555555556,3,3,38.1093,OK,628.0,172.0,12.528872220645557,21.76,3.651162790697674,2.7304347826086954,3,50.12422418716646,7.014757247069856,10.332502489634685,0.1040627356635668,1.3298043914924336,24.51973659841848,21.040970627700155,23.14851180023677,0.7497510195800241,0.7379693581819723,1.0753041465421609,0.8439490445859873,4.403401016076427,30.0,0.910144927536232,4.0,0.0,3.0,1,1,31.6662241211716,102.85785766067804,0.0,0.0,0.3064604295997438
DPD,30974,4,2,1.3,1.0,0.2,1.0,1.0,456,False,1006.49,267.91,9.293333333333331,3,3,24.6691,OK,479.0,156.0,53.82702268136371,28.84,3.0705128205128207,2.082608695652174,3,8.898875994600424,25.03187376976832,21.756260417506827,0.1327604656479061,3.007252066458573,6.232054437267317,27.704514355983815,31.94058907809652,2.184544607936595,1.2203333984103517,1.4791435667665054,0.8392484342379958,2.8264142806271466,15.0,0.6942028985507246,2.0,4.0,2.0,1,1,18.16095609916942,81.76417334266225,0.0,0.0,0.3154279306123648
Amazon,30163,4,3,1.3,1.0,0.2,1.0,1.0,42,False,2930.31,431.098,13.677222222222222,12,12,7.9938,OK,2633.0,92.0,2.603733329707664,12.41,28.619565217391305,11.44782608695652,12,1011.240271789132,2.14830050779625,5.62145822281746,0.0868643528536754,0.8056698154392101,42.8245488311012,12.30790742345668,13.127414896483089,0.3846588614030459,0.5104895932928681,1.3892663101393596,0.9756931257121154,26.51613224767484,122.0,0.9539855072463768,0.0,4.0,3.0,1,1,22.727264331704763,60.89295484245742,0.0,0.0,0.4871235709216623
UPS,31515,1,3,0.7,0.9,0.0,1.0,1.0,42,False,1822.78,413.437,14.62888888888889,6,6,73.9531,OK,1167.0,270.0,125.1818077488354,23.29,4.322222222222222,5.073913043478261,6,9.32244086410277,59.89874612487471,29.770141953478447,0.1436319820543643,3.82546364668233,4.507606877731863,21.3942793682452,26.220725882084206,2.507972808655079,1.9700974654028311,1.1333261312614284,0.1928020565552699,9.129716775183208,97.0,0.8456521739130435,6.0,1.0,3.0,1,1,31.790141057483297,93.76370581129264,0.0,0.0,0.2498972489506647
