provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency,n_merged_members,n_components_post_union,hull_overhead_pct,bbox_overhead_pct,max_member_centroid_km,mean_member_centroid_km,isoperimetric_q
Hermes,30989,4,1,1.0,1.0,0.0,1.0,1.0,42,True,650.13,132.592,6.114444444444445,2,2,26.3794,OK,263.0,141.0,43.13135688268341,15.58,1.8652482269503543,1.1434782608695653,2,6.0976518943133575,24.106045365243563,20.335803020728054,0.1081922563161501,2.71079759335967,5.849155175128634,15.920869004986365,18.90802447425732,1.25328178261671,1.873465661290164,1.7552768251220283,0.9809885931558936,1.5492842463447545,14.0,0.5717391304347826,5.0,4.0,1.0,1,1,41.5435975250514,84.22794889845345,0.0,0.0,0.2917630447727367
FedEx,30519,3,2,1.0,1.0,0.0,1.0,1.0,42,True,1187.12,263.679,9.1025,4,4,14.0323,OK,803.0,115.0,13.714884737746765,15.57,6.982608695652174,3.491304347826087,4,58.54952596064806,7.37351563599878,10.533633593476653,0.1382411007337164,1.5104557903911864,15.59635941348657,15.277373929991864,17.19311016275004,0.949089583595668,0.7236263035201206,1.188349625183274,0.1170610211706102,17.886104691094538,155.0,0.8728260869565218,3.0,3.0,2.0,2,1,17.79319946789323,78.25473357244559,2.46719451659274,2.46719451659274,0.4157361576881752
Amazon,30657,2,3,1.0,1.0,0.0,1.0,1.0,42,True,2269.72,372.833,11.721388888888889,9,9,45.6199,OK,1947.0,134.0,12.670949194485749,15.05,14.529850746268655,8.465217391304348,9,153.6585752271276,6.947446628588572,10.969783509084971,0.0991699008903234,1.6430903764241964,19.287661663868462,14.771802903234878,16.304070471723218,0.575044077309807,1.2410769550237677,1.7835720881329002,0.9861325115562404,26.73548994063477,280.0,0.9405797101449276,0.0,2.0,3.0,1,1,29.68495585197271,85.03880330769296,0.0,0.0,0.3106477564289452
GLS,30655,5,3,1.0,1.0,0.0,1.0,1.0,42,True,810.92,130.171,5.352777777777778,3,3,19.4346,OK,652.0,114.0,4.462508901721823,13.05,5.719298245614035,2.834782608695652,3,146.10615112687643,4.167607125796273,8.51456403484675,0.0956620112269641,1.2994114518351934,27.353825962714488,13.120999631921572,13.871039605758703,0.9737594638651432,0.3993715760243577,1.9213817857708344,0.852760736196319,6.148040298138975,44.0,0.944927536231884,4.0,5.0,3.0,1,1,31.33987829576497,78.00290309858494,0.0,0.0,0.2951918774012199
Amazon,31535,0,2,1.0,1.0,0.0,1.0,1.0,42,True,4062.22,812.518,35.73277777777778,13,13,497.2411,OK,2931.0,703.0,357.6158854957556,16.13,4.16927453769559,12.743478260869566,13,8.19594464025784,311.42094726491115,71.95741410515997,0.1393152620362109,8.790427240763302,2.257394713406966,14.187242965588888,27.25492380752756,5.095411832623767,5.482644381650572,1.0367856142043894,0.9989764585465712,4.33236132677534,34.0,0.980267558528428,0.0,0.0,2.0,1,1,40.7323723795672,112.15663099150308,0.0,0.0,0.2257814661901648
DPD,30559,0,3,1.0,1.0,0.0,1.0,1.0,42,True,1519.33,201.508,8.495833333333334,6,6,42.7904,OK,1314.0,199.0,19.484913733542943,7.42,6.603015075376884,5.71304347826087,6,67.43678817207035,11.857434129821884,14.883212493669726,0.1102987022478943,1.9083756054449228,16.782720259816383,8.226263095861311,11.096780356103633,1.3987526798225778,0.7074138026671531,1.4597752056629798,0.7663622526636226,10.116814748628354,84.0,0.9521739130434784,2.0,0.0,3.0,1,1,48.85224925437356,125.7114840891451,0.0,0.0,0.277141536778159
Hermes,30453,3,2,1.0,1.0,0.0,1.0,1.0,42,True,827.45,124.918,5.868888888888889,3,3,15.2474,OK,655.0,122.0,9.157258958740025,8.55,5.368852459016393,2.847826086956522,3,71.52795426570786,10.46307738266793,14.03315070275659,0.1165270927162128,1.723775611570449,11.660049480480074,8.031669761658764,11.34893194969446,0.966571636160936,1.1376296901186402,1.0943166697006803,0.9465648854961832,5.513323385102988,39.0,0.9492753623188406,5.0,3.0,2.0,1,1,73.5178223819406,214.02137250138864,0.0,0.0,0.1777387056462695
Hermes,30161,0,1,1.0,1.0,0.0,1.0,1.0,42,True,514.74,56.019,3.183055555555556,2,2,15.2648,OK,356.0,72.0,1.79798433827919,7.9,4.944444444444445,1.5478260869565217,2,197.99950000716888,1.5463252269719945,4.672163841464263,0.0847201596717968,0.7026140794846566,46.562003092318434,7.841494963149961,8.77880391398644,0.4027234765802672,0.3701926865068424,1.1160185047062836,0.9382022471910112,4.585268951547411,20.0,0.7739130434782608,5.0,0.0,1.0,1,2,22.953455896357088,69.23863464828264,0.0,0.0,0.3307023811719838
UPS,30900,5,1,1.0,1.0,0.0,1.0,1.0,42,True,709.1,152.388,7.538055555555555,2,2,62.318,OK,256.0,138.0,173.55971997363926,10.9,1.855072463768116,1.1130434782608696,2,1.4749966181028755,117.6216878571736,41.72649049373791,0.2858477848576424,5.01146725659003,1.1732530157837175,8.769522705671486,16.18046259030161,3.174949414221615,2.755579828613567,1.125493243252963,0.15234375,2.20194487365898,17.0,0.5565217391304348,6.0,5.0,1.0,1,1,24.98397175923054,65.72264336446477,0.0,0.0,0.3207355562028475
FedEx,30926,4,3,1.0,1.0,0.0,1.0,1.0,42,True,894.23,176.453,7.1658333333333335,3,3,14.4915,OK,564.0,116.0,53.8021301528445,10.98,4.862068965517241,2.4521739130434783,3,10.48285631810029,46.8365074287753,28.140047960880302,0.1805646127206798,3.6581408696512856,2.476700470811199,9.26555574598176,14.83864458305806,2.8427028343158662,1.224629988215285,1.6061681356473263,0.101063829787234,11.438664432320923,109.0,0.8173913043478261,3.0,4.0,3.0,1,1,40.04624423068311,94.43302707910844,0.0,0.0,0.2553736919995662
Hermes,30165,5,1,1.0,1.0,0.0,1.0,1.0,42,True,499.69,47.638,2.855833333333333,2,2,4.3469,OK,233.0,68.0,4.951012974183712,5.34,3.426470588235294,1.0130434782608695,2,47.06107643323544,3.829785744557783,8.738138235552006,0.1263884582981828,0.9457194841871824,17.755562461067075,5.990841074192423,7.570228892942818,0.511408010969525,0.5985430720722039,1.5463887357433517,0.9227467811158798,5.459250585475748,39.0,0.5065217391304347,5.0,5.0,1.0,1,1,24.807747133856783,101.5103529824366,0.0,0.0,0.5082906949197932
DHL,31303,4,1,1.0,1.0,0.0,1.0,1.0,42,True,2224.18,197.207,12.359166666666669,9,9,108.7122,OK,1962.0,423.0,112.90680951768702,1.84,4.638297872340425,8.530434782608696,9,17.377162709505573,52.98182305502243,30.113482766672544,0.101391530862164,3.8223708690408618,7.983870233395103,0.7802572291391803,8.669740879541774,1.2113020721394498,2.928477493702037,1.5029060637423646,0.8868501529051988,4.830865003002001,37.0,0.9478260869565216,1.0,4.0,1.0,1,1,27.78706402307084,62.33666709938884,0.0,0.0,0.3835384981560739
DHL,30169,5,2,1.0,1.0,0.0,1.0,1.0,42,True,1508.86,85.068,4.211944444444445,7,7,3.1549,OK,1478.0,74.0,2.9960433745102675,2.4,19.97297297297297,6.426086956521739,7,493.3172905888232,2.5376417122509096,6.655339693577389,0.0940788834533973,0.986366805030376,29.160933020115504,2.6702263827701502,3.362528945944198,0.6068749990596435,0.5417405229845964,1.0705052675981832,0.8761840324763194,23.291903809120534,162.0,0.9180124223602484,1.0,5.0,2.0,1,1,26.183184526418128,122.16029302026392,0.0,0.0,0.4507313338807543
Amazon,30966,2,2,1.0,1.0,0.0,1.0,1.0,42,True,2013.64,377.519,15.065277777777778,7,7,51.995,OK,1602.0,226.0,31.83238567652256,17.79,7.088495575221239,6.965217391304348,7,50.32610550397824,20.024326956886867,17.18466903712466,0.0889741399008167,2.4412620287882936,11.286271967421754,17.112460601730405,20.38598050792402,1.1403465579628589,1.610087069635247,1.2317600431460052,0.9993757802746568,6.7451162563685525,43.0,0.9950310559006212,0.0,2.0,2.0,1,1,27.261911412892086,101.6137880336276,0.0,0.0,0.3199511340498151
DPD,30459,5,3,1.0,1.0,0.0,1.0,1.0,42,True,837.54,160.718,5.761388888888889,3,3,9.8168,OK,595.0,113.0,7.274391190340525,16.25,5.265486725663717,2.5869565217391304,3,81.79378650822147,4.1950293889405526,8.399804559988516,0.0992375575414354,1.0278781559307495,26.936640848787462,16.554533191516246,17.85692912542724,0.6327244917507739,0.5117447081776361,1.0771109175307167,0.8319327731092437,6.158694406974287,44.0,0.8623188405797102,2.0,5.0,3.0,1,1,28.32904382153716,75.46450184047043,0.0,0.0,0.4380829715507959
GLS,31275,5,1,1.0,1.0,0.0,1.0,1.0,42,True,801.25,206.03,9.516666666666667,2,2,87.5261,OK,381.0,240.0,129.47251256919432,17.38,1.5875,1.6565217391304348,2,2.9427095561799748,89.86567868021497,40.02544384805675,0.1636440373715053,6.448044274064017,2.6706525063259656,16.683658165070018,23.85803101789266,5.022924563254505,1.960290958220052,1.6951018606650252,0.9396325459317584,1.3072912516599609,9.0,0.8282608695652174,4.0,5.0,1.0,1,1,24.805060598714515,71.21296344602335,0.0,0.0,0.2443697702527343
DPD,30159,4,3,1.0,1.0,0.0,1.0,1.0,42,True,2287.89,398.256,11.950555555555557,9,9,37.9127,OK,2057.0,209.0,6.211813374113817,13.32,9.842105263157896,8.943478260869565,9,331.14323887643417,5.3259382527594745,9.031221639895897,0.0825196914846644,1.1689447610789536,39.24191195639809,13.944720322353742,15.50945450878256,0.7609068717500411,0.5396966549022683,1.3908445148798925,0.6796305298979096,10.64651468761981,83.0,0.993719806763285,2.0,4.0,3.0,3,1,48.64321009630044,137.3531453780801,1.9779617667640292,1.7208060377320635,0.1906976332355878
DHL,30169,2,3,1.0,1.0,0.0,1.0,1.0,42,True,2772.88,150.575,7.088888888888889,13,13,10.4735,OK,2909.0,76.0,2.9960433745102675,2.4,38.276315789473685,12.647826086956522,13,970.9472248463372,2.6775112914095605,6.80731891218878,0.0852101712571978,1.0038090218473803,28.38456750633916,2.6445437262469293,3.362528945944198,0.598421262740042,0.5632825397949592,1.139838325434257,0.8704022000687521,46.153519191877606,305.0,0.9729096989966556,1.0,2.0,3.0,1,1,26.183184526418128,122.16029302026392,0.0,0.0,0.4507313338807543
GLS,30966,1,1,1.0,1.0,0.0,1.0,1.0,42,True,574.49,81.683,4.564722222222223,2,2,56.3616,OK,288.0,147.0,31.83238567652256,6.33,1.959183673469388,1.2521739130434784,2,9.04738975352418,19.24453371731088,16.822350228870484,0.1211902729095239,2.456564676822254,7.638532695015119,6.293497299058792,8.428350927169914,1.1374168006853052,1.628860972124111,1.240613699867883,0.9236111111111112,1.2717632037986335,6.0,0.6260869565217392,4.0,1.0,1.0,1,1,27.261911412892086,101.6137880336276,0.0,0.0,0.3199511340498151
UPS,30159,2,2,1.0,1.0,0.0,1.0,1.0,42,True,4916.68,541.639,25.624166666666667,20,20,50.3233,OK,4575.0,263.0,10.987275082239654,10.54,17.395437262357415,19.89130434782609,20,416.390776216684,8.309810016031612,11.060305340274333,0.088669890567262,1.4534418248981755,31.64933969520483,10.207128306760048,12.12858977972905,0.8420373944704032,0.7984645257364049,1.0395957217528804,0.1940983606557377,32.38744032751735,350.0,0.9945652173913044,6.0,2.0,2.0,4,1,44.13674800239119,107.88315711416324,2.445391101967901,1.8439361806437256,0.2355653556626442
Hermes,30982,1,3,1.0,1.0,0.0,1.0,1.0,42,True,1594.0,385.482,13.830833333333333,5,5,52.3221,OK,935.0,204.0,66.6831619829418,23.78,4.583333333333333,4.065217391304348,5,14.021530656257454,35.93285111784679,24.38537313798837,0.0947022651730633,4.1533659164927705,5.677256150116048,23.172477183139723,29.07998403906904,1.2286134398938744,3.336353254431958,2.065139448678229,0.983957219251337,4.1959266740012,29.0,0.8130434782608695,5.0,1.0,3.0,1,1,34.80836995790101,102.47435719568998,0.0,0.0,0.2049400270782702
DPD,31303,4,2,1.0,1.0,0.0,1.0,1.0,42,True,999.77,181.679,10.040833333333332,3,3,75.7971,OK,665.0,314.0,112.90680951768702,10.77,2.1178343949044587,2.891304347826087,3,5.889813048838536,49.80854634588095,28.555845474877813,0.1128559443864656,3.572455476748944,6.3041390089869,9.479474123349156,16.959005512362502,1.210168222464887,2.8356457643952675,1.448221998782788,0.8766917293233083,1.6478514552091232,11.0,0.9637681159420288,2.0,4.0,2.0,1,1,27.78706402307084,62.33666709938884,0.0,0.0,0.3835384981560739
Hermes,30938,1,1,1.0,1.0,0.0,1.0,1.0,42,True,1037.27,255.147,10.286666666666669,3,3,76.3806,OK,461.0,217.0,153.22446344831192,16.57,2.124423963133641,2.0043478260869567,3,3.00865794942406,79.9001266119408,34.181282607547566,0.1763186438064518,4.134455821303673,2.715890564903937,14.43939154632682,20.61751911233972,2.2749084097484538,2.65217547784954,1.1347579156473897,0.9891540130151844,1.4201326494078812,8.0,0.6681159420289855,5.0,1.0,1.0,1,1,18.493229703301036,53.81579016296296,0.0,0.0,0.338063800310323
Amazon,30974,3,3,1.0,1.0,0.0,1.0,1.0,42,True,2038.99,388.846,15.646666666666668,7,7,40.1133,OK,1409.0,226.0,53.82702268136371,18.26,6.234513274336283,6.126086956521739,7,26.17644316574529,25.132914107725863,21.687584100675505,0.0950093252754005,3.034910184041705,8.992192430663165,17.330438739962894,21.27392243303833,2.209639402286564,1.221545268463014,1.4435559451648692,0.9971611071682044,6.434341903920669,55.0,0.8751552795031056,0.0,3.0,3.0,1,1,18.16095609916942,81.76417334266225,0.0,0.0,0.3154279306123648
UPS,31515,0,2,1.0,1.0,0.0,1.0,1.0,42,True,1577.87,370.251,13.547777777777778,5,5,53.3545,OK,1135.0,254.0,125.1818077488354,23.29,4.468503937007874,4.934782608695652,5,9.066812665601237,61.344172825372695,30.130955277495868,0.1508390281740536,3.735562365241527,4.140572580920718,21.45316617934877,26.19847802794913,2.4607249141855703,1.9147996634120013,1.0510987861914864,0.1533039647577092,8.114157946399512,75.0,0.9869565217391304,6.0,0.0,2.0,1,1,31.790141057483297,93.76370581129264,0.0,0.0,0.2498972489506647
DHL,30974,0,2,1.0,1.0,0.0,1.0,1.0,42,True,2167.06,111.746,6.443611111111111,10,10,20.8365,OK,2158.0,239.0,53.82702268136371,1.4,9.02928870292887,9.382608695652172,10,40.09138704874262,25.28084787107226,21.75970953259864,0.0989575538784559,3.0024701873190933,9.453796851231282,1.2132688148354929,5.829769201804526,2.1879392772206456,1.2104699287574356,1.4323556435066618,0.8934198331788693,10.275452118055837,94.0,0.9382608695652174,1.0,0.0,2.0,1,1,18.16095609916942,81.76417334266225,0.0,0.0,0.3154279306123648
UPS,30161,2,3,1.0,1.0,0.0,1.0,1.0,42,True,2796.41,263.045,11.778333333333334,12,12,9.862,OK,2552.0,79.0,1.79798433827919,8.59,32.30379746835443,11.095652173913043,12,1419.367202298581,1.6586443878878656,4.798660573241147,0.0912929967002109,0.714695690821414,47.62925710712432,8.52553748578431,9.432901459801824,0.3896360837811131,0.3975705756742327,1.206200254330784,0.198667711598746,47.10084909615997,344.0,0.9246376811594202,6.0,2.0,3.0,1,2,22.953455896357088,69.23863464828264,0.0,0.0,0.3307023811719838
DPD,30938,3,1,1.0,1.0,0.0,1.0,1.0,42,True,751.72,183.343,8.386666666666667,2,2,40.806,OK,441.0,200.0,153.22446344831192,17.56,2.205,1.917391304347826,2,2.8781304895791986,70.93437020039836,31.744497366831283,0.1779927889990617,3.925294532307919,2.819507658064423,14.68093222533638,22.2373265057437,2.2789004335456964,2.4262898230316154,1.0225398709916227,0.6893424036281179,4.248879263994213,59.0,0.9586956521739132,2.0,3.0,1.0,1,1,18.493229703301036,53.81579016296296,0.0,0.0,0.338063800310323
DHL,30629,0,3,1.0,1.0,0.0,1.0,1.0,42,True,3073.58,185.275,9.811666666666667,14,14,19.5764,OK,3149.0,124.0,14.669809711755615,4.28,25.39516129032258,13.691304347826089,14,214.6585444442784,5.232945122231097,9.297049813949467,0.0967779385426086,1.105958591737258,23.696025298108204,4.254363522093261,5.744869576168149,0.6654949799211358,0.5713426358480573,1.0520951787422013,0.8952048269291839,29.214672227514075,184.0,0.9779503105590062,1.0,0.0,3.0,1,1,29.967254677541305,101.94086989475528,0.0,0.0,0.3557328027701494
FedEx,30916,4,2,1.0,1.0,0.0,1.0,1.0,42,True,1158.72,187.487,9.139166666666666,4,4,15.7578,OK,895.0,136.0,59.876286869182046,11.65,6.580882352941177,3.891304347826087,4,14.94748667290274,41.56070626547418,26.0117428890427,0.1911044794017055,3.915435576106344,3.272321676423954,10.798632297695974,17.084711987042677,2.4013721498506837,2.026071960567784,1.350999689651114,0.1206703910614525,14.916707543132151,107.0,0.9728260869565216,3.0,4.0,2.0,1,1,24.068866380659845,81.75075868427409,0.0,0.0,0.3426676232907035
DPD,30855,5,2,1.0,1.0,0.0,1.0,1.0,42,True,2437.78,521.816,14.775833333333331,9,9,47.8543,OK,1908.0,239.0,59.063461068415045,19.88,7.98326359832636,8.295652173913043,9,32.30423624836181,33.932606948371976,23.39049469760671,0.1244890227115786,3.5993347410251824,7.043372776033253,18.44467202554609,21.9110608170316,2.0938986321718795,2.116681092304147,1.156491329975312,0.7216981132075472,10.242648767973662,67.0,0.9217391304347826,2.0,5.0,2.0,2,1,24.13418250007033,47.37959413238759,0.9731497033601952,0.9731497033601952,0.4010466505816719
FedEx,30455,1,1,1.0,1.0,0.0,1.0,1.0,42,True,319.5,63.287,2.935277777777778,1,1,4.9484,OK,118.0,42.0,6.967819653017212,11.34,2.8095238095238093,0.5130434782608696,1,16.93499629384115,4.419590584730392,8.05996667256896,0.1929527150250417,1.3070611281731006,9.503142699486524,11.276661909757433,12.579762612584853,0.5451608325670214,0.8707929532389804,1.2954159377079912,0.1525423728813559,4.787076328328454,29.0,0.5130434782608696,3.0,1.0,1.0,1,1,28.29343074287173,113.65209712351832,0.0,0.0,0.4291086419294296
DPD,30559,4,1,1.0,1.0,0.0,1.0,1.0,42,True,590.29,92.052,4.891388888888889,2,2,16.3166,OK,413.0,144.0,19.484913733542943,7.42,2.868055555555556,1.7956521739130435,2,21.195885475696382,10.754518834150742,14.215085306741514,0.1306368502315125,1.9055863155740365,13.38972037900302,8.210802811384141,11.467346972746412,1.4119445877254582,0.6736899954903958,1.8952964022443697,0.7409200968523002,3.3957623260015355,23.0,0.8978260869565218,2.0,4.0,1.0,1,1,48.85224925437356,125.7114840891451,0.0,0.0,0.277141536778159
Amazon,30827,3,2,1.0,1.0,0.0,1.0,1.0,42,True,1424.51,106.45,6.891666666666667,6,6,10.2273,OK,1236.0,141.0,10.610683695060027,3.78,8.76595744680851,5.373913043478261,6,116.4863674689916,7.528039492274359,10.610735200986666,0.1189971257364017,1.2848255214861937,18.72997613053187,3.34544123924595,5.311041308415459,0.7537677951679368,0.6867680600770592,1.0069750437847371,0.9959546925566344,8.766181226917098,49.0,0.8956521739130435,0.0,3.0,2.0,1,1,28.63478531859107,88.77998866046612,0.0,0.0,0.3202756044648139
DHL,30165,0,1,1.0,1.0,0.0,1.0,1.0,42,True,1451.16,46.935,3.0219444444444443,7,7,11.9804,OK,1450.0,90.0,4.951012974183712,1.88,16.11111111111111,6.304347826086956,7,292.86935977764546,4.213172516969294,9.395839257174096,0.1199769530676357,1.0689522175107673,21.361574831675927,1.2854859202182038,3.823305047676403,0.6034546435778393,0.6766934652945574,1.4183192867749137,0.8593103448275862,33.567326853635,268.0,0.9006211180124224,1.0,0.0,1.0,1,1,24.807747133856783,101.5103529824366,0.0,0.0,0.5082906949197932
Amazon,31319,0,3,1.0,1.0,0.0,1.0,1.0,42,True,3858.78,1081.466,27.16777777777778,13,13,122.3302,OK,2848.0,382.0,101.18549289373648,29.57,7.455497382198953,12.382608695652172,13,28.14632729012773,62.34830400627028,31.912828668206377,0.0915833335239162,4.351781322784108,6.126870747945009,28.83244943912915,35.23837301543566,2.81344272299951,2.086290705467218,1.3836153750751508,0.998244382022472,6.830165508848625,50.0,0.9525083612040134,0.0,0.0,3.0,1,1,23.65548682082195,48.24635838444042,0.0,0.0,0.3372155354338614
FedEx,30559,2,3,1.0,1.0,0.0,1.0,1.0,42,True,2213.19,459.558,14.465555555555556,8,8,27.8497,OK,1716.0,140.0,34.154723445298565,15.2,12.257142857142858,7.460869565217391,8,50.241952705262186,25.471493519325403,19.779846555369986,0.1655640693867649,2.7702742450143765,5.496340444025436,14.750890920212932,17.59249801901281,1.3356673853721963,1.7738447564426858,1.1235895320889966,0.1136363636363636,40.47563136868747,334.0,0.932608695652174,3.0,2.0,3.0,2,1,57.34858530079647,128.85477852085313,4.032443375228907,4.032443375228907,0.2416500811443936
DPD,30159,0,1,1.0,1.0,0.0,1.0,1.0,42,True,1085.96,196.177,7.023888888888889,4,4,23.6943,OK,779.0,182.0,6.211813374113817,13.32,4.28021978021978,3.38695652173913,4,125.40621443108516,5.248690450751422,8.948861853003597,0.0864290898552324,1.176618259866568,34.675316006480095,13.91527004950609,15.420480705294874,0.7600856108229893,0.5485421196391598,1.318234986238163,0.6829268292682927,4.326451221437366,33.0,0.8467391304347827,2.0,0.0,1.0,3,1,48.64321009630044,137.3531453780801,1.9779617667640292,1.7208060377320635,0.1906976332355878
Amazon,30449,4,3,1.0,1.0,0.0,1.0,1.0,42,True,2752.11,378.098,14.555833333333334,11,11,18.7834,OK,2306.0,153.0,5.186686836161483,12.61,15.0718954248366,10.02608695652174,11,444.59981349223,5.6374781136414,9.2442538907449,0.0898503518763354,1.1779464102031527,27.13979494302163,12.238138364717692,14.219901479303028,0.7795152206662034,0.5421630500267667,1.2721041971570697,0.97398091934085,14.794940212264764,80.0,0.9114624505928852,0.0,4.0,3.0,2,1,27.20941321017379,82.49449049668647,1.32511236024654,1.32511236024654,0.389731990332899
UPS,31275,4,1,1.0,1.0,0.0,1.0,1.0,42,True,1049.61,275.961,10.403888888888888,3,2,185.277,OK,458.0,180.0,129.47251256919432,21.19,2.5444444444444443,1.991304347826087,2,3.5374303851192344,101.321790949904,41.660402148341255,0.2464899384988239,6.327614267843207,1.776518143949868,21.33215468495163,29.688174183258862,4.973077142510722,1.8641444507208769,1.5416686144576774,0.2096069868995633,3.5092294536015585,38.0,0.9956521739130436,6.0,4.0,1.0,1,1,24.805060598714515,71.21296344602335,0.0,0.0,0.2443697702527343
DPD,30163,1,3,1.0,1.0,0.0,1.0,1.0,42,True,1473.48,252.253,6.6725,6,6,5.984,OK,1181.0,90.0,2.603733329707664,14.01,13.122222222222222,5.1347826086956525,6,453.5794762563483,1.9873698834114413,5.559860349101595,0.0876718623126764,0.7810089200314366,45.285983626515225,14.07960640601546,14.754205804058708,0.3849581983532885,0.4845827171708089,1.3991293477021292,0.7722269263336156,13.20843819329798,69.0,0.8557971014492753,2.0,1.0,3.0,1,1,22.727264331704763,60.89295484245742,0.0,0.0,0.4871235709216623
GLS,30827,1,3,1.0,1.0,0.0,1.0,1.0,42,True,1206.15,348.088,8.716666666666667,4,4,15.2671,OK,742.0,129.0,10.610683695060027,22.43,5.751937984496124,3.226086956521739,4,69.92951833494479,6.848593028650313,10.258215515585231,0.1134290739775025,1.2606001348297238,18.835985648489128,22.445187348492,23.52535251787369,0.7555621315004176,0.6598499240553879,1.0209760716747551,0.8827493261455526,5.374402447767815,23.0,0.8065217391304348,4.0,1.0,3.0,1,1,28.63478531859107,88.77998866046612,0.0,0.0,0.3202756044648139
FedEx,30519,0,2,1.0,1.0,0.0,1.0,1.0,42,True,1189.08,266.893,9.122222222222222,4,4,19.8014,OK,803.0,114.0,13.714884737746765,15.57,7.043859649122807,3.491304347826087,4,58.54952596064806,7.50014680313701,10.0913243172136,0.1365928180114488,1.5176743839721318,15.199702484799149,15.293448795282057,17.10189138658995,0.9091153070025488,0.7738773869133643,1.0758629134408153,0.1257783312577833,17.71231623776567,145.0,0.8728260869565218,3.0,0.0,2.0,2,1,17.79319946789323,78.25473357244559,2.46719451659274,2.46719451659274,0.4157361576881752
UPS,30982,2,1,1.0,1.0,0.0,1.0,1.0,42,True,409.24,127.148,4.736111111111111,1,1,5.2761,OK,174.0,85.0,66.6831619829418,24.88,2.047058823529412,0.7565217391304347,1,2.60935436811636,35.99587491406629,25.197972826031837,0.200947397149973,3.397957600075644,2.361381691733353,23.540978744655565,30.67781582194649,1.1180399891449957,2.8425616623913905,2.2487815485641454,0.160919540229885,2.238202442365386,14.0,0.7565217391304347,6.0,2.0,1.0,1,1,34.80836995790101,102.47435719568998,0.0,0.0,0.2049400270782702
Hermes,30926,4,3,1.0,1.0,0.0,1.0,1.0,42,True,1950.32,307.829,14.061666666666667,7,7,71.3756,OK,1582.0,354.0,53.8021301528445,10.52,4.468926553672317,6.878260869565217,7,29.40404023977776,45.92151289238051,27.60044638412131,0.0910678579242002,3.8883598357415057,7.708805257126821,9.165386921657852,14.421042928813533,2.975421150444129,1.3814962883551394,1.7679908161887976,0.9797724399494312,4.544245194136881,50.0,0.982608695652174,5.0,4.0,3.0,1,1,40.04624423068311,94.43302707910844,0.0,0.0,0.2553736919995662
GLS,31319,0,3,1.0,1.0,0.0,1.0,1.0,42,True,1415.47,229.709,10.559166666666666,5,5,61.5039,OK,1082.0,320.0,101.18549289373648,11.04,3.38125,4.7043478260869565,5,10.693232488735324,60.08948774461236,31.0638953067708,0.0963612499157237,4.546555491121169,5.325390713264839,10.388365032410851,16.447945268654735,2.804812845259681,2.0966449257620456,1.475983799883049,0.9251386321626618,2.8752649334452647,24.0,0.9408695652173912,4.0,0.0,3.0,1,1,23.65548682082195,48.24635838444042,0.0,0.0,0.3372155354338614
DHL,30165,1,1,1.0,1.0,0.0,1.0,1.0,42,True,1449.05,45.864,2.975277777777778,7,7,3.5393,OK,1466.0,91.0,4.951012974183712,1.88,16.10989010989011,6.373913043478261,7,296.10102167864017,4.23280253306912,9.201647498061874,0.1220531836965617,1.0702157610556735,21.49875863309355,1.2973437403559898,3.785186424816576,0.6183537931789715,0.6603570462389414,1.320440446748903,0.8567530695770805,32.77879593007173,256.0,0.91055900621118,1.0,1.0,1.0,1,1,24.807747133856783,101.5103529824366,0.0,0.0,0.5082906949197932
Hermes,30853,5,2,1.0,1.0,0.0,1.0,1.0,42,True,521.44,50.067,3.4338888888888888,2,2,4.6965,OK,398.0,99.0,8.711379660258004,3.75,4.02020202020202,1.7304347826086957,2,45.68736704424756,5.648752158277447,9.153096249598365,0.1130209065322293,1.3549016188623044,17.525994631385892,3.657157560780732,4.983211001270969,0.7926011422248006,0.7027840040705058,1.0120448389386654,0.9723618090452262,5.4513084296847,37.0,0.8652173913043478,5.0,5.0,2.0,1,1,19.22675865825972,50.51149263342136,0.0,0.0,0.5125696416554132
GLS,30457,4,2,1.3,0.9,0.0,1.0,1.0,123,False,550.5,84.15,3.8716666666666666,2,2,5.6423,OK,371.0,94.0,6.068989648841514,10.08,3.9468085106382977,1.6130434782608696,2,61.130438749523776,3.077641564000688,7.438427353773552,0.0946771591183985,1.023318746602123,30.54286798681245,9.942396497557436,11.4786810384441,0.5482017208648354,0.6145951671263229,1.2203340965075131,0.889487870619946,4.18041793002982,25.0,0.8065217391304348,4.0,4.0,2.0,1,1,40.86016654473907,106.64622955958146,0.0,0.0,0.3766597440863178
