provider,hub,day,mode,n_plz,n_parcels,area_km2,parcels_per_km2,cost,in_distribution,window,fast_share,share_willing
Hermes,Hermes LC Hannover Langenhagen,0,bundled,1,49,101.18549289373648,0.48425914228098965,318.37460607577066,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,1,bundled,1,86,357.6158854957556,0.2404814872269445,445.1917590525443,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,1,bundled,1,81,129.47251256919432,0.6256154174555851,378.8982976105972,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,1,bundled,1,53,112.90680951768702,0.4694136715615675,312.8498803404397,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,1,bundled,1,51,159.38246951696127,0.3199850030844995,378.2339036026953,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,1,bundled,1,46,153.22446344831192,0.3002131576431817,310.8978939321721,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,1,bundled,1,29,53.82702268136371,0.5387628472722594,321.5017988420132,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,2,bundled,1,75,173.55971997363926,0.4321279154598268,340.6880331529529,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,2,bundled,1,74,102.53407734275534,0.7217112780234965,326.08258745848366,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,2,bundled,1,58,101.18549289373648,0.5732046990264775,323.4171744334167,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,2,bundled,1,48,37.755537878390655,1.2713366752873823,320.1495942761288,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,2,bundled,1,41,139.34872865781722,0.29422586337819434,343.46404106822905,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,3,bundled,1,89,357.6158854957556,0.24887037631625653,444.6238055702198,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,3,bundled,1,86,129.47251256919432,0.6642336531009916,383.7506625559706,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,3,bundled,1,85,125.18180774883541,0.6790124022696962,343.1032256484106,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,3,bundled,1,58,112.90680951768702,0.5136979801994512,332.0336779070806,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,3,bundled,1,56,159.38246951696127,0.351356081818274,382.0400425869308,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,3,bundled,1,50,153.22446344831192,0.326318649612154,313.82359879425485,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,3,bundled,1,31,53.82702268136371,0.5759189057048291,322.5725036141032,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,4,bundled,1,56,102.53407734275534,0.5461598860718353,327.84263231990224,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,4,bundled,1,46,101.18549289373648,0.454610623365827,318.9267900434175,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,4,bundled,1,32,56.38950461206911,0.5674814882688471,287.02412380379394,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,4,bundled,1,32,139.34872865781722,0.22963969824639557,343.64820625949864,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,4,bundled,1,26,43.13135688268341,0.6028096929739442,295.6354188677958,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,4,bundled,1,25,66.6831619829418,0.37490723679832766,314.58558057473897,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,5,bundled,1,56,129.47251256919432,0.4325242392285527,375.77070244961453,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,5,bundled,1,54,357.6158854957556,0.1510000036076163,404.40998691284506,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,5,bundled,1,37,112.90680951768702,0.32770388392033956,327.23753582612113,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,5,bundled,1,36,159.38246951696127,0.22587176688317612,369.19246615041055,False,2,0.1,0.9
Hermes,Hermes LC Hannover Langenhagen,5,bundled,1,21,53.82702268136371,0.390138613541981,336.2723935439316,False,2,0.1,0.9
UPS,UPS Depot Hannover,0,bundled,1,17,112.90680951768702,0.15056664936880468,303.42919370807516,False,2,0.1,0.9
UPS,UPS Depot Hannover,0,bundled,1,16,53.8021301528445,0.2973859948397245,282.1071303900026,False,2,0.1,0.9
UPS,UPS Depot Hannover,0,bundled,1,14,31.832385676522556,0.43980366857409203,312.2470718958911,False,2,0.1,0.9
UPS,UPS Depot Hannover,0,bundled,2,23,177.1042665362079,0.12986700122945818,367.1421718660015,False,2,0.1,0.9
UPS,UPS Depot Hannover,1,bundled,1,27,357.6158854957556,0.07550000180380816,380.9792628128531,False,2,0.1,0.9
UPS,UPS Depot Hannover,1,bundled,1,23,173.55971997363926,0.1325192274076802,278.950607876117,False,2,0.1,0.9
UPS,UPS Depot Hannover,1,bundled,1,18,102.53407734275534,0.17555139195166133,313.8464752806077,False,2,0.1,0.9
UPS,UPS Depot Hannover,1,bundled,1,16,159.38246951696127,0.10038745194807829,359.3700956672368,False,2,0.1,0.9
UPS,UPS Depot Hannover,1,bundled,1,14,43.13135688268341,0.3245898346782776,314.2926978985861,False,2,0.1,0.9
UPS,UPS Depot Hannover,2,bundled,1,18,53.8021301528445,0.3345592441946901,286.8091838707528,False,2,0.1,0.9
UPS,UPS Depot Hannover,2,bundled,1,14,101.18549289373648,0.1383597549374256,303.57766783896176,False,2,0.1,0.9
UPS,UPS Depot Hannover,2,bundled,1,12,139.34872865781722,0.08611488684239833,321.4087161958215,False,2,0.1,0.9
UPS,UPS Depot Hannover,3,bundled,1,28,357.6158854957556,0.07829629816691216,374.2856200718312,False,2,0.1,0.9
UPS,UPS Depot Hannover,3,bundled,1,21,102.53407734275534,0.2048099572769382,317.8447205029796,False,2,0.1,0.9
UPS,UPS Depot Hannover,3,bundled,1,20,112.90680951768702,0.1771372345515349,306.1396873021499,False,2,0.1,0.9
UPS,UPS Depot Hannover,3,bundled,1,18,159.38246951696127,0.11293588344158806,361.0547824756614,False,2,0.1,0.9
UPS,UPS Depot Hannover,3,bundled,1,15,12.528872220645557,1.197234654152065,266.7215858577289,False,2,0.1,0.9
UPS,UPS Depot Hannover,3,bundled,1,15,37.755537878390655,0.39729271102730696,318.84077189730834,False,2,0.1,0.9
UPS,UPS Depot Hannover,3,bundled,1,15,31.832385676522556,0.4712182163293843,313.4865043662003,False,2,0.1,0.9
UPS,UPS Depot Hannover,4,bundled,1,30,125.18180774883541,0.23965143609518688,324.435623803311,False,2,0.1,0.9
UPS,UPS Depot Hannover,4,bundled,1,20,173.55971997363926,0.11523411078928715,275.2259586407852,False,2,0.1,0.9
UPS,UPS Depot Hannover,4,bundled,1,15,53.8021301528445,0.2787993701622417,285.8518184274508,False,2,0.1,0.9
UPS,UPS Depot Hannover,4,bundled,1,10,101.18549289373648,0.09882839638387543,298.40904184641306,False,2,0.1,0.9
UPS,UPS Depot Hannover,4,bundled,1,9,139.34872865781722,0.06458616513179875,304.13848990062843,False,2,0.1,0.9
UPS,UPS Depot Hannover,4,bundled,1,8,66.6831619829418,0.11997031577546484,323.4919144028312,False,2,0.1,0.9
UPS,UPS Depot Hannover,5,bundled,1,20,129.47251256919432,0.15447294258162597,329.04634787539266,False,2,0.1,0.9
UPS,UPS Depot Hannover,5,bundled,1,18,357.6158854957556,0.050333334535872104,373.0998150712152,False,2,0.1,0.9
UPS,UPS Depot Hannover,5,bundled,1,12,102.53407734275534,0.11703426130110756,315.9312113317552,False,2,0.1,0.9
UPS,UPS Depot Hannover,5,bundled,1,11,159.38246951696127,0.06901637321430382,341.7030165438281,False,2,0.1,0.9
Amazon,Amazon Logistics HAJ8 in Garbsen,0,standalone,1,217,173.55971997363926,1.2502901020637656,658.9311408026708,False,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,0,standalone,1,172,153.22446344831192,1.12253615466581,444.9983067736838,False,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,0,standalone,1,193,112.90680951768702,1.7093743134223118,478.61524611443986,False,2,0.2,0.8
