penalty,share_willing,init_cost_eur,bal_cost_eur,max_fleet_before,max_fleet_after,total_swaps,total_routes_before,total_routes_after,imbalance_before,imbalance_after,wait_init,wait_bal,saving_init_pct,saving_bal_pct,fleet_red_pct,delta_pct
2.0,0.0,1909747.7491827162,1909747.7491827162,894.0,894.0,0,6397.0,6397.0,446.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.1,1776323.0072469404,1792004.0535738156,882.0,866.0,61,6336.0,6360.0,440.0,374.0,0.24196928793288627,0.24736989330736608,6.986511281025227,6.165405648954921,1.8140589569160999,0.882781243214246
2.0,0.2,1788573.6053309138,1815390.0280465898,884.0,854.0,90,6316.0,6372.0,442.0,331.0,0.15672179427295685,0.1697093727486482,6.345033992246327,4.940847354133926,3.3936651583710407,1.4993189341354818
2.0,0.3,1796536.933649155,1823209.4850540883,867.0,853.0,83,6287.0,6339.0,423.0,327.0,0.11268990523540728,0.13013176263198034,5.928050737696125,4.531397623883172,1.6147635524798154,1.4846647962174366
2.0,0.4,1817744.5709994046,1836262.5880226735,870.0,852.0,73,6302.0,6349.0,422.0,325.0,0.07173344522469315,0.08127891296488352,4.817556571158924,3.8478988228414455,2.0689655172413794,1.0187359279575545
2.0,0.5,1851153.1330126307,1863621.5029362515,872.0,858.0,56,6332.0,6366.0,426.0,353.0,0.03489453447652524,0.040884152858375614,3.068186162029058,2.4153057002530667,1.6055045871559632,0.6735461103279586
2.0,0.6,1863340.5498270344,1876869.285759817,883.0,871.0,51,6360.0,6399.0,434.0,356.0,0.02250203858668545,0.028066390632793134,2.4300172300526093,1.7216128903395538,1.3590033975084939,0.7260474170456158
2.0,0.7,1870970.3529174582,1884578.876297877,891.0,879.0,46,6379.0,6415.0,444.0,373.0,0.017573936702213282,0.020295087072061728,2.030498335806549,1.317916091044507,1.3468013468013469,0.727351096675509
2.0,0.8,1887404.2726810663,1894962.307509269,888.0,884.0,24,6395.0,6417.0,437.0,401.0,0.008768429747268028,0.01042146625182417,1.1699700398239463,0.7742091425307154,0.45045045045045046,0.4004459954658562
2.0,0.9,1892689.7094036972,1896917.6532295588,896.0,889.0,16,6407.0,6413.0,445.0,412.0,0.006435204610768487,0.00833986472756829,0.8932090526782466,0.6718214988680098,0.78125,0.2233828294651483
