penalty,share_willing,provider,hub,day,fleet_before,fleet_after
0.25,0.5,Hermes,Hermes LC Hannover Langenhagen,2,123.0,113.0
0.25,0.5,Hermes,Hermes LC Hannover Langenhagen,3,110.0,113.0
0.25,0.5,Hermes,Hermes LC Hannover Langenhagen,4,109.0,102.0
0.25,0.5,Hermes,Hermes LC Hannover Langenhagen,5,75.0,102.0
0.25,0.5,UPS,UPS Depot Hannover,0,102.0,101.0
0.25,0.5,UPS,UPS Depot Hannover,1,111.0,107.0
0.25,0.5,UPS,UPS Depot Hannover,2,97.0,107.0
0.25,0.5,UPS,UPS Depot Hannover,3,122.0,105.0
0.25,0.5,UPS,UPS Depot Hannover,4,98.0,105.0
0.25,0.5,UPS,UPS Depot Hannover,5,89.0,101.0
0.25,0.6,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),0,27.0,27.0
0.25,0.6,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),1,27.0,27.0
0.25,0.6,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),2,28.0,28.0
0.25,0.6,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),3,27.0,27.0
0.25,0.6,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),4,24.0,24.0
0.25,0.6,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),5,16.0,16.0
0.25,0.6,DHL,"Deutsche Post, Bantorf",0,10.0,10.0
0.25,0.6,DHL,"Deutsche Post, Bantorf",1,11.0,11.0
0.25,0.6,DHL,"Deutsche Post, Bantorf",2,13.0,13.0
0.25,0.6,DHL,"Deutsche Post, Bantorf",3,12.0,12.0
0.25,0.6,DHL,"Deutsche Post, Bantorf",4,10.0,10.0
0.25,0.6,DHL,"Deutsche Post, Bantorf",5,8.0,8.0
0.25,0.6,DHL,"Deutsche Post, Bissendorf",0,44.0,44.0
0.25,0.6,DHL,"Deutsche Post, Bissendorf",1,48.0,48.0
0.25,0.6,DHL,"Deutsche Post, Bissendorf",2,53.0,53.0
0.25,0.6,DHL,"Deutsche Post, Bissendorf",3,49.0,49.0
0.25,0.6,DHL,"Deutsche Post, Bissendorf",4,41.0,41.0
0.25,0.6,DHL,"Deutsche Post, Bissendorf",5,32.0,32.0
0.25,0.6,DHL,"Deutsche Post, Burgdorf",0,10.0,10.0
0.25,0.6,DHL,"Deutsche Post, Burgdorf",1,10.0,10.0
0.25,0.6,DHL,"Deutsche Post, Burgdorf",2,12.0,12.0
0.25,0.6,DHL,"Deutsche Post, Burgdorf",3,11.0,11.0
0.25,0.6,DHL,"Deutsche Post, Burgdorf",4,9.0,9.0
0.25,0.6,DHL,"Deutsche Post, Burgdorf",5,7.0,7.0
0.25,0.6,DHL,"Deutsche Post, Garbsen",0,12.0,12.0
0.25,0.6,DHL,"Deutsche Post, Garbsen",1,13.0,13.0
0.25,0.6,DHL,"Deutsche Post, Garbsen",2,15.0,15.0
0.25,0.6,DHL,"Deutsche Post, Garbsen",3,15.0,15.0
0.25,0.6,DHL,"Deutsche Post, Garbsen",4,12.0,12.0
0.25,0.6,DHL,"Deutsche Post, Garbsen",5,10.0,10.0
0.25,0.6,DHL,"Deutsche Post, Lehrte",0,14.0,14.0
0.25,0.6,DHL,"Deutsche Post, Lehrte",1,15.0,15.0
0.25,0.6,DHL,"Deutsche Post, Lehrte",2,17.0,17.0
0.25,0.6,DHL,"Deutsche Post, Lehrte",3,15.0,15.0
0.25,0.6,DHL,"Deutsche Post, Lehrte",4,13.0,13.0
0.25,0.6,DHL,"Deutsche Post, Lehrte",5,10.0,10.0
0.25,0.6,DHL,"Deutsche Post, Neustadt",0,13.0,13.0
0.25,0.6,DHL,"Deutsche Post, Neustadt",1,15.0,15.0
0.25,0.6,DHL,"Deutsche Post, Neustadt",2,16.0,16.0
0.25,0.6,DHL,"Deutsche Post, Neustadt",3,15.0,15.0
0.25,0.6,DHL,"Deutsche Post, Neustadt",4,13.0,13.0
0.25,0.6,DHL,"Deutsche Post, Neustadt",5,10.0,10.0
0.25,0.6,DHL,"Deutsche Post, Springe",0,9.0,9.0
0.25,0.6,DHL,"Deutsche Post, Springe",1,9.0,9.0
0.25,0.6,DHL,"Deutsche Post, Springe",2,11.0,11.0
0.25,0.6,DHL,"Deutsche Post, Springe",3,10.0,10.0
0.25,0.6,DHL,"Deutsche Post, Springe",4,9.0,9.0
0.25,0.6,DHL,"Deutsche Post, Springe",5,7.0,7.0
0.25,0.6,DHL,"Deutsche Post, Wunstorf",0,15.0,15.0
0.25,0.6,DHL,"Deutsche Post, Wunstorf",1,15.0,15.0
0.25,0.6,DHL,"Deutsche Post, Wunstorf",2,16.0,16.0
0.25,0.6,DHL,"Deutsche Post, Wunstorf",3,16.0,16.0
0.25,0.6,DHL,"Deutsche Post, Wunstorf",4,14.0,14.0
0.25,0.6,DHL,"Deutsche Post, Wunstorf",5,11.0,11.0
0.25,0.6,DHL,Dummy Seelze,0,17.0,17.0
0.25,0.6,DHL,Dummy Seelze,1,19.0,19.0
0.25,0.6,DHL,Dummy Seelze,2,21.0,21.0
0.25,0.6,DHL,Dummy Seelze,3,20.0,20.0
0.25,0.6,DHL,Dummy Seelze,4,17.0,17.0
0.25,0.6,DHL,Dummy Seelze,5,13.0,13.0
0.25,0.6,DHL,Dummy Sehnde,0,9.0,9.0
0.25,0.6,DHL,Dummy Sehnde,1,9.0,9.0
0.25,0.6,DHL,Dummy Sehnde,2,10.0,10.0
0.25,0.6,DHL,Dummy Sehnde,3,9.0,9.0
0.25,0.6,DHL,Dummy Sehnde,4,8.0,8.0
0.25,0.6,DHL,Dummy Sehnde,5,6.0,6.0
0.25,0.6,DHL,Dummy Uetze,0,7.0,7.0
0.25,0.6,DHL,Dummy Uetze,1,7.0,7.0
0.25,0.6,DHL,Dummy Uetze,2,7.0,7.0
0.25,0.6,DHL,Dummy Uetze,3,8.0,8.0
0.25,0.6,DHL,Dummy Uetze,4,6.0,6.0
0.25,0.6,DHL,Dummy Uetze,5,5.0,5.0
0.25,0.6,DHL,Dummy Wennigsen,0,8.0,8.0
0.25,0.6,DHL,Dummy Wennigsen,1,14.0,14.0
0.25,0.6,DHL,Dummy Wennigsen,2,12.0,12.0
0.25,0.6,DHL,Dummy Wennigsen,3,12.0,12.0
0.25,0.6,DHL,Dummy Wennigsen,4,7.0,7.0
0.25,0.6,DHL,Dummy Wennigsen,5,10.0,10.0
0.25,0.6,DHL,Paketzentrum / Zustellbasis Anderten,0,43.0,43.0
0.25,0.6,DHL,Paketzentrum / Zustellbasis Anderten,1,38.0,38.0
0.25,0.6,DHL,Paketzentrum / Zustellbasis Anderten,2,52.0,52.0
0.25,0.6,DHL,Paketzentrum / Zustellbasis Anderten,3,44.0,44.0
0.25,0.6,DHL,Paketzentrum / Zustellbasis Anderten,4,36.0,36.0
0.25,0.6,DHL,Paketzentrum / Zustellbasis Anderten,5,29.0,29.0
0.25,0.6,DHL,Zustellbasis Hannover am Güterbahnhof,0,102.0,102.0
0.25,0.6,DHL,Zustellbasis Hannover am Güterbahnhof,1,101.0,107.0
0.25,0.6,DHL,Zustellbasis Hannover am Güterbahnhof,2,127.0,115.0
0.25,0.6,DHL,Zustellbasis Hannover am Güterbahnhof,3,108.0,115.0
0.25,0.6,DHL,Zustellbasis Hannover am Güterbahnhof,4,92.0,93.0
0.25,0.6,DHL,Zustellbasis Hannover am Güterbahnhof,5,84.0,85.0
0.25,0.6,DHL,Zustellbasis Hannover-Süd,0,55.0,55.0
0.25,0.6,DHL,Zustellbasis Hannover-Süd,1,58.0,58.0
0.25,0.6,DHL,Zustellbasis Hannover-Süd,2,47.0,50.0
0.25,0.6,DHL,Zustellbasis Hannover-Süd,3,78.0,72.0
0.25,0.6,DHL,Zustellbasis Hannover-Süd,4,48.0,51.0
0.25,0.6,DHL,Zustellbasis Hannover-Süd,5,45.0,45.0
0.25,0.6,Amazon,Amazon Logistics HAJ8 in Garbsen,0,158.0,186.0
0.25,0.6,Amazon,Amazon Logistics HAJ8 in Garbsen,1,216.0,188.0
0.25,0.6,Amazon,Amazon Logistics HAJ8 in Garbsen,2,196.0,188.0
0.25,0.6,Amazon,Amazon Logistics HAJ8 in Garbsen,3,206.0,186.0
0.25,0.6,Amazon,Amazon Logistics HAJ8 in Garbsen,4,186.0,187.0
0.25,0.6,Amazon,Amazon Logistics HAJ8 in Garbsen,5,139.0,186.0
0.25,0.6,DPD,DPD Paketzentrum in Lehrte,0,91.0,95.0
0.25,0.6,DPD,DPD Paketzentrum in Lehrte,1,101.0,95.0
0.25,0.6,DPD,DPD Paketzentrum in Lehrte,2,100.0,97.0
0.25,0.6,DPD,DPD Paketzentrum in Lehrte,3,104.0,96.0
0.25,0.6,DPD,DPD Paketzentrum in Lehrte,4,94.0,96.0
0.25,0.6,DPD,DPD Paketzentrum in Lehrte,5,74.0,95.0
0.25,0.6,FedEx,FedEx Station - Heinz-Peter-Piper Str.,0,83.0,88.0
0.25,0.6,FedEx,FedEx Station - Heinz-Peter-Piper Str.,1,111.0,92.0
0.25,0.6,FedEx,FedEx Station - Heinz-Peter-Piper Str.,2,84.0,93.0
0.25,0.6,FedEx,FedEx Station - Heinz-Peter-Piper Str.,3,90.0,91.0
0.25,0.6,FedEx,FedEx Station - Heinz-Peter-Piper Str.,4,111.0,91.0
0.25,0.6,FedEx,FedEx Station - Heinz-Peter-Piper Str.,5,57.0,87.0
0.25,0.6,GLS,GLS in Hannover Laatzen,0,79.0,81.0
0.25,0.6,GLS,GLS in Hannover Laatzen,1,84.0,85.0
0.25,0.6,GLS,GLS in Hannover Laatzen,2,90.0,85.0
0.25,0.6,GLS,GLS in Hannover Laatzen,3,84.0,85.0
0.25,0.6,GLS,GLS in Hannover Laatzen,4,81.0,82.0
0.25,0.6,GLS,GLS in Hannover Laatzen,5,68.0,81.0
0.25,0.6,Hermes,Hermes LC Hannover Langenhagen,0,106.0,107.0
0.25,0.6,Hermes,Hermes LC Hannover Langenhagen,1,106.0,112.0
0.25,0.6,Hermes,Hermes LC Hannover Langenhagen,2,125.0,112.0
0.25,0.6,Hermes,Hermes LC Hannover Langenhagen,3,113.0,111.0
0.25,0.6,Hermes,Hermes LC Hannover Langenhagen,4,107.0,107.0
0.25,0.6,Hermes,Hermes LC Hannover Langenhagen,5,83.0,107.0
0.25,0.6,UPS,UPS Depot Hannover,0,104.0,104.0
0.25,0.6,UPS,UPS Depot Hannover,1,106.0,105.0
0.25,0.6,UPS,UPS Depot Hannover,2,117.0,110.0
0.25,0.6,UPS,UPS Depot Hannover,3,116.0,110.0
0.25,0.6,UPS,UPS Depot Hannover,4,108.0,105.0
0.25,0.6,UPS,UPS Depot Hannover,5,83.0,104.0
0.25,0.7,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),0,22.0,22.0
0.25,0.7,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),1,30.0,30.0
0.25,0.7,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),2,28.0,28.0
0.25,0.7,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),3,23.0,23.0
0.25,0.7,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),4,27.0,27.0
0.25,0.7,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),5,18.0,18.0
0.25,0.7,DHL,"Deutsche Post, Bantorf",0,10.0,10.0
0.25,0.7,DHL,"Deutsche Post, Bantorf",1,11.0,11.0
0.25,0.7,DHL,"Deutsche Post, Bantorf",2,13.0,13.0
0.25,0.7,DHL,"Deutsche Post, Bantorf",3,12.0,12.0
0.25,0.7,DHL,"Deutsche Post, Bantorf",4,10.0,10.0
0.25,0.7,DHL,"Deutsche Post, Bantorf",5,8.0,8.0
0.25,0.7,DHL,"Deutsche Post, Bissendorf",0,44.0,44.0
0.25,0.7,DHL,"Deutsche Post, Bissendorf",1,48.0,48.0
0.25,0.7,DHL,"Deutsche Post, Bissendorf",2,53.0,53.0
0.25,0.7,DHL,"Deutsche Post, Bissendorf",3,49.0,49.0
0.25,0.7,DHL,"Deutsche Post, Bissendorf",4,41.0,41.0
0.25,0.7,DHL,"Deutsche Post, Bissendorf",5,32.0,32.0
0.25,0.7,DHL,"Deutsche Post, Burgdorf",0,10.0,10.0
0.25,0.7,DHL,"Deutsche Post, Burgdorf",1,10.0,10.0
0.25,0.7,DHL,"Deutsche Post, Burgdorf",2,12.0,12.0
0.25,0.7,DHL,"Deutsche Post, Burgdorf",3,11.0,11.0
0.25,0.7,DHL,"Deutsche Post, Burgdorf",4,9.0,9.0
0.25,0.7,DHL,"Deutsche Post, Burgdorf",5,7.0,7.0
0.25,0.7,DHL,"Deutsche Post, Garbsen",0,12.0,12.0
0.25,0.7,DHL,"Deutsche Post, Garbsen",1,13.0,13.0
0.25,0.7,DHL,"Deutsche Post, Garbsen",2,15.0,15.0
0.25,0.7,DHL,"Deutsche Post, Garbsen",3,15.0,15.0
0.25,0.7,DHL,"Deutsche Post, Garbsen",4,12.0,12.0
0.25,0.7,DHL,"Deutsche Post, Garbsen",5,10.0,10.0
0.25,0.7,DHL,"Deutsche Post, Lehrte",0,14.0,14.0
0.25,0.7,DHL,"Deutsche Post, Lehrte",1,15.0,15.0
0.25,0.7,DHL,"Deutsche Post, Lehrte",2,17.0,17.0
0.25,0.7,DHL,"Deutsche Post, Lehrte",3,15.0,15.0
0.25,0.7,DHL,"Deutsche Post, Lehrte",4,13.0,13.0
0.25,0.7,DHL,"Deutsche Post, Lehrte",5,10.0,10.0
0.25,0.7,DHL,"Deutsche Post, Neustadt",0,13.0,13.0
0.25,0.7,DHL,"Deutsche Post, Neustadt",1,15.0,15.0
0.25,0.7,DHL,"Deutsche Post, Neustadt",2,16.0,16.0
0.25,0.7,DHL,"Deutsche Post, Neustadt",3,15.0,15.0
0.25,0.7,DHL,"Deutsche Post, Neustadt",4,13.0,13.0
0.25,0.7,DHL,"Deutsche Post, Neustadt",5,10.0,10.0
0.25,0.7,DHL,"Deutsche Post, Springe",0,9.0,9.0
0.25,0.7,DHL,"Deutsche Post, Springe",1,3.0,3.0
0.25,0.7,DHL,"Deutsche Post, Springe",2,16.0,16.0
0.25,0.7,DHL,"Deutsche Post, Springe",3,10.0,10.0
0.25,0.7,DHL,"Deutsche Post, Springe",4,9.0,9.0
0.25,0.7,DHL,"Deutsche Post, Springe",5,7.0,7.0
0.25,0.7,DHL,"Deutsche Post, Wunstorf",0,15.0,15.0
0.25,0.7,DHL,"Deutsche Post, Wunstorf",1,15.0,15.0
0.25,0.7,DHL,"Deutsche Post, Wunstorf",2,16.0,16.0
0.25,0.7,DHL,"Deutsche Post, Wunstorf",3,16.0,16.0
0.25,0.7,DHL,"Deutsche Post, Wunstorf",4,14.0,14.0
0.25,0.7,DHL,"Deutsche Post, Wunstorf",5,11.0,11.0
0.25,0.7,DHL,Dummy Seelze,0,17.0,17.0
0.25,0.7,DHL,Dummy Seelze,1,19.0,19.0
0.25,0.7,DHL,Dummy Seelze,2,7.0,7.0
0.25,0.7,DHL,Dummy Seelze,3,32.0,32.0
0.25,0.7,DHL,Dummy Seelze,4,17.0,17.0
0.25,0.7,DHL,Dummy Seelze,5,13.0,13.0
0.25,0.7,DHL,Dummy Sehnde,0,9.0,9.0
0.25,0.7,DHL,Dummy Sehnde,1,9.0,9.0
0.25,0.7,DHL,Dummy Sehnde,2,10.0,10.0
0.25,0.7,DHL,Dummy Sehnde,3,9.0,9.0
0.25,0.7,DHL,Dummy Sehnde,4,8.0,8.0
0.25,0.7,DHL,Dummy Sehnde,5,6.0,6.0
0.25,0.7,DHL,Dummy Uetze,0,7.0,7.0
0.25,0.7,DHL,Dummy Uetze,1,7.0,7.0
0.25,0.7,DHL,Dummy Uetze,2,7.0,7.0
0.25,0.7,DHL,Dummy Uetze,3,8.0,8.0
0.25,0.7,DHL,Dummy Uetze,4,2.0,2.0
0.25,0.7,DHL,Dummy Uetze,5,8.0,8.0
0.25,0.7,DHL,Dummy Wennigsen,0,8.0,8.0
0.25,0.7,DHL,Dummy Wennigsen,1,14.0,14.0
0.25,0.7,DHL,Dummy Wennigsen,2,12.0,12.0
0.25,0.7,DHL,Dummy Wennigsen,3,12.0,12.0
0.25,0.7,DHL,Dummy Wennigsen,4,10.0,10.0
0.25,0.7,DHL,Dummy Wennigsen,5,8.0,8.0
0.25,0.7,DHL,Paketzentrum / Zustellbasis Anderten,0,40.0,40.0
0.25,0.7,DHL,Paketzentrum / Zustellbasis Anderten,1,44.0,44.0
0.25,0.7,DHL,Paketzentrum / Zustellbasis Anderten,2,47.0,47.0
0.25,0.7,DHL,Paketzentrum / Zustellbasis Anderten,3,44.0,44.0
0.25,0.7,DHL,Paketzentrum / Zustellbasis Anderten,4,34.0,34.0
0.25,0.7,DHL,Paketzentrum / Zustellbasis Anderten,5,35.0,35.0
0.25,0.7,DHL,Zustellbasis Hannover am Güterbahnhof,0,102.0,102.0
0.25,0.7,DHL,Zustellbasis Hannover am Güterbahnhof,1,107.0,107.0
0.25,0.7,DHL,Zustellbasis Hannover am Güterbahnhof,2,122.0,118.0
0.25,0.7,DHL,Zustellbasis Hannover am Güterbahnhof,3,103.0,118.0
0.25,0.7,DHL,Zustellbasis Hannover am Güterbahnhof,4,107.0,90.0
0.25,0.7,DHL,Zustellbasis Hannover am Güterbahnhof,5,75.0,80.0
0.25,0.7,DHL,Zustellbasis Hannover-Süd,0,55.0,55.0
0.25,0.7,DHL,Zustellbasis Hannover-Süd,1,58.0,58.0
0.25,0.7,DHL,Zustellbasis Hannover-Süd,2,41.0,45.0
0.25,0.7,DHL,Zustellbasis Hannover-Süd,3,87.0,79.0
0.25,0.7,DHL,Zustellbasis Hannover-Süd,4,52.0,55.0
0.25,0.7,DHL,Zustellbasis Hannover-Süd,5,41.0,41.0
0.25,0.7,Amazon,Amazon Logistics HAJ8 in Garbsen,0,178.0,185.0
0.25,0.7,Amazon,Amazon Logistics HAJ8 in Garbsen,1,187.0,185.0
0.25,0.7,Amazon,Amazon Logistics HAJ8 in Garbsen,2,195.0,184.0
0.25,0.7,Amazon,Amazon Logistics HAJ8 in Garbsen,3,217.0,186.0
0.25,0.7,Amazon,Amazon Logistics HAJ8 in Garbsen,4,180.0,184.0
0.25,0.7,Amazon,Amazon Logistics HAJ8 in Garbsen,5,129.0,185.0
0.25,0.7,DPD,DPD Paketzentrum in Lehrte,0,81.0,93.0
0.25,0.7,DPD,DPD Paketzentrum in Lehrte,1,109.0,97.0
0.25,0.7,DPD,DPD Paketzentrum in Lehrte,2,98.0,101.0
0.25,0.7,DPD,DPD Paketzentrum in Lehrte,3,102.0,101.0
0.25,0.7,DPD,DPD Paketzentrum in Lehrte,4,102.0,99.0
0.25,0.7,DPD,DPD Paketzentrum in Lehrte,5,88.0,93.0
0.25,0.7,FedEx,FedEx Station - Heinz-Peter-Piper Str.,0,88.0,91.0
0.25,0.7,FedEx,FedEx Station - Heinz-Peter-Piper Str.,1,99.0,91.0
0.25,0.7,FedEx,FedEx Station - Heinz-Peter-Piper Str.,2,94.0,91.0
0.25,0.7,FedEx,FedEx Station - Heinz-Peter-Piper Str.,3,97.0,92.0
0.25,0.7,FedEx,FedEx Station - Heinz-Peter-Piper Str.,4,94.0,91.0
0.25,0.7,FedEx,FedEx Station - Heinz-Peter-Piper Str.,5,69.0,92.0
0.25,0.7,GLS,GLS in Hannover Laatzen,0,79.0,83.0
0.25,0.7,GLS,GLS in Hannover Laatzen,1,86.0,83.0
0.25,0.7,GLS,GLS in Hannover Laatzen,2,71.0,83.0
0.25,0.7,GLS,GLS in Hannover Laatzen,3,101.0,83.0
0.25,0.7,GLS,GLS in Hannover Laatzen,4,79.0,81.0
0.25,0.7,GLS,GLS in Hannover Laatzen,5,71.0,81.0
0.25,0.7,Hermes,Hermes LC Hannover Langenhagen,0,90.0,106.0
0.25,0.7,Hermes,Hermes LC Hannover Langenhagen,1,108.0,113.0
0.25,0.7,Hermes,Hermes LC Hannover Langenhagen,2,138.0,114.0
0.25,0.7,Hermes,Hermes LC Hannover Langenhagen,3,104.0,113.0
0.25,0.7,Hermes,Hermes LC Hannover Langenhagen,4,118.0,110.0
0.25,0.7,Hermes,Hermes LC Hannover Langenhagen,5,90.0,106.0
0.25,0.7,UPS,UPS Depot Hannover,0,81.0,106.0
0.25,0.7,UPS,UPS Depot Hannover,1,124.0,114.0
0.25,0.7,UPS,UPS Depot Hannover,2,114.0,113.0
0.25,0.7,UPS,UPS Depot Hannover,3,114.0,114.0
0.25,0.7,UPS,UPS Depot Hannover,4,102.0,105.0
0.25,0.7,UPS,UPS Depot Hannover,5,110.0,105.0
0.25,0.8,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),0,28.0,28.0
0.25,0.8,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),1,27.0,27.0
0.25,0.8,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),2,28.0,28.0
0.25,0.8,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),3,27.0,27.0
0.25,0.8,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),4,24.0,24.0
0.25,0.8,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),5,15.0,15.0
0.25,0.8,DHL,"Deutsche Post, Bantorf",0,10.0,10.0
0.25,0.8,DHL,"Deutsche Post, Bantorf",1,11.0,11.0
0.25,0.8,DHL,"Deutsche Post, Bantorf",2,13.0,13.0
0.25,0.8,DHL,"Deutsche Post, Bantorf",3,12.0,12.0
0.25,0.8,DHL,"Deutsche Post, Bantorf",4,10.0,10.0
0.25,0.8,DHL,"Deutsche Post, Bantorf",5,8.0,8.0
0.25,0.8,DHL,"Deutsche Post, Bissendorf",0,44.0,44.0
0.25,0.8,DHL,"Deutsche Post, Bissendorf",1,39.0,39.0
0.25,0.8,DHL,"Deutsche Post, Bissendorf",2,61.0,61.0
0.25,0.8,DHL,"Deutsche Post, Bissendorf",3,49.0,49.0
0.25,0.8,DHL,"Deutsche Post, Bissendorf",4,41.0,41.0
0.25,0.8,DHL,"Deutsche Post, Bissendorf",5,32.0,32.0
0.25,0.8,DHL,"Deutsche Post, Burgdorf",0,10.0,10.0
0.25,0.8,DHL,"Deutsche Post, Burgdorf",1,10.0,10.0
0.25,0.8,DHL,"Deutsche Post, Burgdorf",2,3.0,3.0
0.25,0.8,DHL,"Deutsche Post, Burgdorf",3,19.0,19.0
0.25,0.8,DHL,"Deutsche Post, Burgdorf",4,9.0,9.0
0.25,0.8,DHL,"Deutsche Post, Burgdorf",5,7.0,7.0
0.25,0.8,DHL,"Deutsche Post, Garbsen",0,12.0,12.0
0.25,0.8,DHL,"Deutsche Post, Garbsen",1,13.0,13.0
0.25,0.8,DHL,"Deutsche Post, Garbsen",2,9.0,9.0
0.25,0.8,DHL,"Deutsche Post, Garbsen",3,20.0,20.0
0.25,0.8,DHL,"Deutsche Post, Garbsen",4,12.0,12.0
0.25,0.8,DHL,"Deutsche Post, Garbsen",5,10.0,10.0
0.25,0.8,DHL,"Deutsche Post, Lehrte",0,14.0,14.0
0.25,0.8,DHL,"Deutsche Post, Lehrte",1,15.0,15.0
0.25,0.8,DHL,"Deutsche Post, Lehrte",2,17.0,17.0
0.25,0.8,DHL,"Deutsche Post, Lehrte",3,15.0,15.0
0.25,0.8,DHL,"Deutsche Post, Lehrte",4,13.0,13.0
0.25,0.8,DHL,"Deutsche Post, Lehrte",5,10.0,10.0
0.25,0.8,DHL,"Deutsche Post, Neustadt",0,13.0,13.0
0.25,0.8,DHL,"Deutsche Post, Neustadt",1,15.0,15.0
0.25,0.8,DHL,"Deutsche Post, Neustadt",2,16.0,16.0
0.25,0.8,DHL,"Deutsche Post, Neustadt",3,15.0,15.0
0.25,0.8,DHL,"Deutsche Post, Neustadt",4,13.0,13.0
0.25,0.8,DHL,"Deutsche Post, Neustadt",5,10.0,10.0
0.25,0.8,DHL,"Deutsche Post, Springe",0,9.0,9.0
0.25,0.8,DHL,"Deutsche Post, Springe",1,2.0,2.0
0.25,0.8,DHL,"Deutsche Post, Springe",2,17.0,17.0
0.25,0.8,DHL,"Deutsche Post, Springe",3,10.0,10.0
0.25,0.8,DHL,"Deutsche Post, Springe",4,2.0,2.0
0.25,0.8,DHL,"Deutsche Post, Springe",5,13.0,13.0
0.25,0.8,DHL,"Deutsche Post, Wunstorf",0,15.0,15.0
0.25,0.8,DHL,"Deutsche Post, Wunstorf",1,15.0,15.0
0.25,0.8,DHL,"Deutsche Post, Wunstorf",2,16.0,16.0
0.25,0.8,DHL,"Deutsche Post, Wunstorf",3,16.0,16.0
0.25,0.8,DHL,"Deutsche Post, Wunstorf",4,14.0,14.0
0.25,0.8,DHL,"Deutsche Post, Wunstorf",5,11.0,11.0
0.25,0.8,DHL,Dummy Seelze,0,17.0,17.0
0.25,0.8,DHL,Dummy Seelze,1,19.0,19.0
0.25,0.8,DHL,Dummy Seelze,2,21.0,21.0
0.25,0.8,DHL,Dummy Seelze,3,14.0,14.0
0.25,0.8,DHL,Dummy Seelze,4,22.0,22.0
0.25,0.8,DHL,Dummy Seelze,5,13.0,13.0
0.25,0.8,DHL,Dummy Sehnde,0,9.0,9.0
0.25,0.8,DHL,Dummy Sehnde,1,9.0,9.0
0.25,0.8,DHL,Dummy Sehnde,2,10.0,10.0
0.25,0.8,DHL,Dummy Sehnde,3,9.0,9.0
0.25,0.8,DHL,Dummy Sehnde,4,8.0,8.0
0.25,0.8,DHL,Dummy Sehnde,5,6.0,6.0
0.25,0.8,DHL,Dummy Uetze,0,7.0,7.0
0.25,0.8,DHL,Dummy Uetze,1,7.0,7.0
0.25,0.8,DHL,Dummy Uetze,2,7.0,7.0
0.25,0.8,DHL,Dummy Uetze,3,8.0,8.0
0.25,0.8,DHL,Dummy Uetze,4,6.0,6.0
0.25,0.8,DHL,Dummy Uetze,5,5.0,5.0
0.25,0.8,DHL,Dummy Wennigsen,0,9.0,9.0
0.25,0.8,DHL,Dummy Wennigsen,1,15.0,15.0
0.25,0.8,DHL,Dummy Wennigsen,2,12.0,12.0
0.25,0.8,DHL,Dummy Wennigsen,3,12.0,12.0
0.25,0.8,DHL,Dummy Wennigsen,4,6.0,6.0
0.25,0.8,DHL,Dummy Wennigsen,5,8.0,8.0
0.25,0.8,DHL,Paketzentrum / Zustellbasis Anderten,0,40.0,40.0
0.25,0.8,DHL,Paketzentrum / Zustellbasis Anderten,1,44.0,44.0
0.25,0.8,DHL,Paketzentrum / Zustellbasis Anderten,2,47.0,47.0
0.25,0.8,DHL,Paketzentrum / Zustellbasis Anderten,3,44.0,44.0
0.25,0.8,DHL,Paketzentrum / Zustellbasis Anderten,4,32.0,32.0
0.25,0.8,DHL,Paketzentrum / Zustellbasis Anderten,5,36.0,36.0
0.25,0.8,DHL,Zustellbasis Hannover am Güterbahnhof,0,102.0,102.0
0.25,0.8,DHL,Zustellbasis Hannover am Güterbahnhof,1,107.0,107.0
0.25,0.8,DHL,Zustellbasis Hannover am Güterbahnhof,2,122.0,122.0
0.25,0.8,DHL,Zustellbasis Hannover am Güterbahnhof,3,115.0,115.0
0.25,0.8,DHL,Zustellbasis Hannover am Güterbahnhof,4,93.0,93.0
0.25,0.8,DHL,Zustellbasis Hannover am Güterbahnhof,5,78.0,78.0
0.25,0.8,DHL,Zustellbasis Hannover-Süd,0,55.0,55.0
0.25,0.8,DHL,Zustellbasis Hannover-Süd,1,58.0,58.0
0.25,0.8,DHL,Zustellbasis Hannover-Süd,2,60.0,60.0
0.25,0.8,DHL,Zustellbasis Hannover-Süd,3,66.0,66.0
0.25,0.8,DHL,Zustellbasis Hannover-Süd,4,55.0,55.0
0.25,0.8,DHL,Zustellbasis Hannover-Süd,5,41.0,41.0
0.25,0.8,Amazon,Amazon Logistics HAJ8 in Garbsen,0,164.0,185.0
