penalty,share_willing,n,coverage,mape_balanced,bias_balanced,r2_balanced,mape_init,bias_init,r2_init
0.0,1.0,312,1.0,2.4755307673478995,1.7899069493814395,0.929472332820979,2.7361430849907995,1.3385281183061375,0.9373336721394044
0.25,1.0,312,1.0,2.469214446373205,2.152045125061103,0.9990094947655794,3.119540865834285,0.853766429506921,0.9986138311506287
0.5,1.0,103,0.3301282051282051,1.887477284328453,1.6850308101394267,0.9981282683279367,2.087123943673588,0.8758342063593546,0.9981514793597843
