provider,cluster_id,baseline_routes,baseline_distance_km,baseline_parcels,baseline_cost_eur,saml_routes,saml_distance_km,saml_parcels,saml_cost_eur,fixed_routes,fixed_distance_km,fixed_parcels,fixed_cost_eur,actual_saving_abs,actual_saving_pct,actual_fixed_saving_pct,routes_delta_pct,distance_delta_pct,raumtyp_8,raumtyp_8_name,raumtyp_3,main_area_share,einwohner,n_members
DPD,30853,18,989.97,2751,5143.719999999999,16.0,792.8499999999999,2751.0,4270.08,17.0,783.6199999999999,2751.0,4339.2,873.6399999999999,16.984594806871282,15.640820262378195,-11.11111111111111,-19.91171449639889,6,Umland Verstädtert,suburban,0.9878383271989196,30958.0,2
DPD,30855,32,2042.63,6666,9225.82,30.0,1641.0100000000002,6666.0,7834.79,30.0,1654.51,6666.0,7849.27,1391.0299999999995,15.077575760203427,14.92062494173959,-6.25,-19.66190646372568,4,Städtisch mit Verdichtungsansätzen,suburban,0.6159833575115979,19799.0,2
DPD,30880,17,1119.46,3235,5433.86,16.0,869.99,3235.0,4415.01,16.0,869.99,3235.0,4415.01,1018.8499999999996,18.750023003905135,18.750023003905135,-5.882352941176471,-22.284851624890575,6,Umland Verstädtert,suburban,0.3139748070372578,38878.0,1
DPD,30890,17,2253.62,2726,6652.2,14.0,1615.65,2726.0,4751.99,14.0,1617.08,2726.0,4753.9400000000005,1900.21,28.56513634587054,28.53582273533567,-17.647058823529413,-28.30867670680948,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4922930803744983,33084.0,1
DPD,30900,17,1838.2,2839,6690.96,14.0,1161.14,2839.0,4529.42,14.0,1164.5300000000002,2839.0,4540.77,2161.54,32.305379198201756,32.135747336705045,-17.647058823529413,-36.83277118920683,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5946640446856509,28240.0,1
DPD,30916,17,987.63,2914,5395.9,15.0,650.9200000000001,2914.0,4022.64,15.0,650.9200000000001,2914.0,4022.64,1373.2599999999993,25.450063937433974,25.450063937433974,-11.764705882352942,-34.09272703340319,6,Umland Verstädtert,suburban,0.5635394120519126,22743.0,1
DPD,30926,15,1462.57,2637,5355.48,14.0,1117.45,2637.0,4235.959999999999,14.0,1117.45,2637.0,4235.959999999999,1119.5200000000004,20.904195328896765,20.904195328896765,-6.666666666666667,-23.596819297537888,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.3864664163120905,31847.0,1
DPD,30938,13,1111.04,2412,4635.55,13.0,755.31,2412.0,3690.26,12.0,700.48,2412.0,3425.16,945.29,20.392186471939684,26.111033210730124,0.0,-32.017749135944705,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7619586842591053,20356.0,1
DPD,30952,12,1013.53,1895,4355.11,9.0,639.21,1895.0,2862.9300000000003,10.0,705.04,1895.0,3129.57,1492.1799999999994,34.26273963229401,28.140276594621024,-25.0,-36.932305901157335,4,Städtisch mit Verdichtungsansätzen,suburban,0.3531171193649204,23156.0,1
DPD,30966,12,871.79,1807,3968.1,9.0,561.03,1807.0,2667.28,10.0,593.74,1807.0,2917.2200000000003,1300.8200000000002,32.78193593911443,26.483203548297666,-25.0,-35.646199199348466,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5738267115966268,18413.0,1
DPD,30974,9,967.03,1280,3447.68,8.0,702.91,1280.0,2653.3900000000003,8.0,703.51,1280.0,2658.46,794.2899999999995,23.038391033970658,22.891335622795616,-11.11111111111111,-27.31249289060319,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5280758746275026,13901.0,1
DPD,30982,10,849.72,1278,3467.78,8.0,570.41,1278.0,2413.4,8.0,570.41,1278.0,2413.4,1054.38,30.40504299580712,30.40504299580712,-20.0,-32.87082803747118,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5160662609374094,13750.0,1
DPD,30989,10,970.9,1356,3619.61,8.0,651.8100000000001,1356.0,2594.55,8.0,651.8100000000001,1356.0,2594.55,1025.06,28.319625595022668,28.319625595022668,-20.0,-32.865382634668855,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.7182255388514937,14121.0,1
DPD,31275,19,1026.79,3643,6194.77,18.0,542.13,3643.0,4647.86,17.0,540.7,3643.0,4459.83,1546.9100000000008,24.971225727508862,28.006528087402767,-5.2631578947368425,-47.20147255037544,6,Umland Verstädtert,suburban,0.5607199205262813,42686.0,1
DPD,31303,14,909.14,2491,4863.44,13.0,535.6500000000001,2491.0,3631.16,13.0,526.49,2491.0,3613.34,1232.2799999999995,25.337621107693316,25.70402842432516,-7.142857142857143,-41.081681589194176,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4973843134686194,28877.0,1
DPD,31311,12,1047.34,1650,4497.96,8.0,603.04,1650.0,2684.27,8.0,604.1500000000001,1650.0,2676.99,1813.69,40.32250175635177,40.48435290665102,-33.333333333333336,-42.42175415815303,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7093788057512238,19975.0,1
DPD,31319,12,785.81,2115,4109.72,12.0,457.68,2115.0,3240.12,12.0,457.68,2115.0,3240.12,869.6000000000004,21.159592380989466,21.159592380989466,0.0,-41.75691324874969,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5327857182637412,23036.0,1
DPD,31515,20,2387.83,3812,7760.66,19.0,1868.55,3812.0,6095.27,19.0,1873.66,3812.0,6114.53,1665.3899999999994,21.45938618622642,21.211211417585616,-5.0,-21.746941783962846,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4382487580737642,40666.0,1
DPD,31535,23,3446.01,3582,10211.27,18.0,2148.82,3582.0,6657.530000000001,17.0,2096.5,3582.0,6427.04,3553.74,34.80213528777517,37.05934717229101,-21.73913043478261,-37.64324537653692,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4384989309139261,43634.0,1
DPD,31832,16,1955.6,2309,6536.42,12.0,1260.88,2309.0,4317.139999999999,12.0,1260.88,2309.0,4317.139999999999,2219.2800000000007,33.95253059013957,33.95253059013957,-25.0,-35.52464716710983,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5244252875044891,28627.0,1
FedEx,30159,32,980.38,6411,8128.94,30.0,863.76,6411.0,7436.01,30.0,863.88,6411.0,7434.59,692.9299999999994,8.52423563219804,8.541704084419363,-6.25,-11.895387502805034,2,Zentrumsnah hochverdichtete Wohnnutzung,urban,0.3828375675061389,59203.0,4
FedEx,30161,20,582.0,3810,5031.11,20.0,545.36,3810.0,4901.48,19.0,509.99,3810.0,4625.26,129.6300000000001,2.5765685902315814,8.066808318641401,0.0,-6.295532646048108,2,Zentrumsnah hochverdichtete Wohnnutzung,urban,0.7456194837726648,50684.0,1
FedEx,30163,12,342.58,2113,3026.95,11.0,280.12,2113.0,2656.65,11.0,280.35,2113.0,2657.07,370.3000000000002,12.233436297262912,12.21956094418473,-8.333333333333334,-18.23223772549477,5,Städtisch mit gewerblicher Prägung,suburban,0.450856370637735,74338.0,4
FedEx,30167,13,463.04,2400,3508.57,12.0,362.46,2400.0,3030.59,13.0,381.33,2400.0,3260.36,477.98,13.623214015966619,7.074392131267155,-7.6923076923076925,-21.721665514858334,3,Zentrumsnah verdichtete Mischnutzung,urban,0.8033868629180803,33453.0,2
FedEx,30419,11,503.44,1709,3180.93,9.0,369.8,1709.0,2459.26,10.0,351.13,1709.0,2579.99,721.6699999999996,22.687390165769116,18.89195926977331,-18.181818181818183,-26.545367869060858,5,Städtisch mit gewerblicher Prägung,suburban,0.8381674492010093,40538.0,1
FedEx,30449,11,585.24,1576,3070.94,9.0,431.52,1576.0,2378.91,9.0,430.7000000000001,1576.0,2379.53,692.0300000000002,22.534793906751684,22.514604648739468,-18.181818181818183,-26.266147221652663,3,Zentrumsnah verdichtete Mischnutzung,urban,0.6773891431704135,52274.0,3
FedEx,30453,11,642.98,1516,3324.68,8.0,410.87,1516.0,2229.4700000000003,8.0,410.87,1516.0,2229.4700000000003,1095.2099999999996,32.94181695681989,32.94181695681989,-27.272727272727273,-36.09910106068618,4,Städtisch mit Verdichtungsansätzen,suburban,0.3175021077016408,17864.0,1
FedEx,30455,6,374.08,612,1884.68,4.0,230.57,612.0,1202.62,4.0,230.57,612.0,1202.62,682.0600000000002,36.18969798586498,36.18969798586498,-33.333333333333336,-38.36345166809239,4,Städtisch mit Verdichtungsansätzen,suburban,0.9967467302434696,21665.0,1
FedEx,30457,6,420.75,778,1943.16,6.0,355.55999999999995,778.0,1742.33,5.0,308.38,778.0,1479.78,200.83000000000013,10.335227155766903,23.84672389304021,0.0,-15.493761140819977,4,Städtisch mit Verdichtungsansätzen,suburban,0.8041563849902899,18093.0,1
FedEx,30519,13,932.1,2369,4086.21,11.0,704.79,2369.0,3203.0600000000004,11.0,704.79,2369.0,3203.0600000000004,883.1499999999996,21.61293717160889,21.61293717160889,-15.384615384615385,-24.386868361763767,3,Zentrumsnah verdichtete Mischnutzung,urban,0.454986530655141,31405.0,2
FedEx,30539,13,982.97,2429,3965.58,13.0,889.47,2429.0,3724.28,13.0,889.47,2429.0,3724.28,241.29999999999973,6.084860222212129,6.084860222212129,0.0,-9.511989175661515,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4584993773941337,19961.0,1
FedEx,30559,21,1274.1100000000001,3537,6228.53,21.0,1106.65,3537.0,5734.14,20.0,1055.89,3537.0,5436.41,494.3899999999994,7.937506923784576,12.717607525371154,0.0,-13.143292180423984,4,Städtisch mit Verdichtungsansätzen,suburban,0.5490105390351068,71927.0,4
FedEx,30625,8,464.82,1206,2328.94,8.0,426.44,1206.0,2207.35,7.0,364.94,1206.0,1903.58,121.59000000000016,5.2208300772025105,18.264102982472718,0.0,-8.256959683318273,4,Städtisch mit Verdichtungsansätzen,suburban,0.6299961068049671,33250.0,2
FedEx,30657,17,503.17,3429,4306.57,18.0,461.79,3429.0,4324.77,17.0,436.79,3429.0,4088.99,-18.200000000000728,-0.4226101050255941,5.052280585245333,5.882352941176471,-8.223860723016077,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.6747209741882092,16117.0,1
FedEx,30823,6,358.21,878,1895.1,5.0,232.75,878.0,1391.42,5.0,232.75,878.0,1391.42,503.67999999999984,26.578016991187795,26.578016991187795,-16.666666666666668,-35.024147846235444,4,Städtisch mit Verdichtungsansätzen,suburban,0.4691854467936948,26279.0,1
FedEx,30827,11,463.36,1853,3003.1,11.0,410.31,1853.0,2823.77,10.0,356.80999999999995,1853.0,2523.01,179.32999999999993,5.9714961206753,15.986480636675426,0.0,-11.448981353591162,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5079119318618089,33231.0,2
FedEx,30853,12,278.47,2120,3070.65,11.0,183.24,2120.0,2565.21,11.0,183.24,2120.0,2565.21,505.44000000000005,16.46035855600606,16.46035855600606,-8.333333333333334,-34.19757963155816,6,Umland Verstädtert,suburban,0.9878383271989196,30958.0,2
FedEx,30855,46,1046.82,9966,11162.03,45.0,813.31,9966.0,10284.44,45.0,801.88,9966.0,10246.73,877.5900000000001,7.8622795315905805,8.200121304099712,-2.1739130434782608,-22.306604764907053,4,Städtisch mit Verdichtungsansätzen,suburban,0.6159833575115979,19799.0,2
FedEx,30880,17,1501.46,3498,5647.21,17.0,1321.5700000000002,3498.0,5089.4,17.0,1321.5700000000002,3498.0,5089.4,557.8100000000004,9.877620984521569,9.877620984521569,0.0,-11.981005154982475,6,Umland Verstädtert,suburban,0.3139748070372578,38878.0,1
FedEx,30890,8,937.98,1281,3095.95,8.0,707.7,1281.0,2545.88,7.0,638.01,1281.0,2277.18,550.0699999999997,17.767405804357296,26.446486538865294,0.0,-24.550630077400367,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4922930803744983,33084.0,1
FedEx,30900,12,969.32,1597,4274.56,8.0,468.51,1597.0,2471.27,9.0,483.66,1597.0,2667.64,1803.2900000000004,42.18656423117233,37.59264111393922,-33.333333333333336,-51.66611645277102,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5946640446856509,28240.0,1
FedEx,30916,17,844.04,3245,5173.86,16.0,698.6099999999999,3245.0,4360.02,16.0,677.51,3245.0,4345.35,813.8399999999992,15.729841936194626,16.01338265820875,-5.882352941176471,-17.230226055637182,6,Umland Verstädtert,suburban,0.5635394120519126,22743.0,1
FedEx,30926,8,649.9300000000001,1266,2778.12,7.0,411.3,1266.0,2064.45,8.0,467.29,1266.0,2316.04,713.6700000000001,25.688955120729126,16.632830835241098,-12.5,-36.71626175126552,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.3864664163120905,31847.0,1
FedEx,30938,17,1285.81,3131,5341.55,16.0,1000.17,3131.0,4405.08,16.0,996.76,3131.0,4426.92,936.4700000000004,17.531802566670727,17.122932482144698,-5.882352941176471,-22.21479067669407,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7619586842591053,20356.0,1
FedEx,30952,6,587.51,979,2378.91,7.0,470.2000000000001,979.0,2189.85,7.0,469.27,979.0,2183.99,189.05999999999997,7.947337225872351,8.193668528864062,16.666666666666668,-19.967319705196488,4,Städtisch mit Verdichtungsansätzen,suburban,0.3531171193649204,23156.0,1
FedEx,30966,6,529.77,1063,2133.8,6.0,420.33,1063.0,1849.56,6.0,420.33,1063.0,1849.56,284.24000000000024,13.320836067110328,13.320836067110328,0.0,-20.6580214055156,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5738267115966268,18413.0,1
FedEx,30974,6,672.3199999999999,802,2247.0,4.0,403.43,802.0,1382.64,5.0,481.93,802.0,1665.53,864.3600000000001,38.46728971962616,25.877614597240765,-33.333333333333336,-39.99434792955735,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5280758746275026,13901.0,1
FedEx,30982,6,687.45,618,2296.92,4.0,401.46,618.0,1401.36,4.0,401.46,618.0,1401.36,895.56,38.989603468993266,38.989603468993266,-33.333333333333336,-41.60157102334716,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5160662609374094,13750.0,1
FedEx,30989,6,547.46,876,2198.67,6.0,417.83,876.0,1879.62,6.0,417.83,876.0,1879.62,319.0500000000002,14.51104531375787,14.51104531375787,0.0,-23.67844226062179,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.7182255388514937,14121.0,1
FedEx,31275,12,1350.71,2133,4769.67,12.0,948.04,2133.0,3774.78,12.0,948.04,2133.0,3774.78,994.8900000000004,20.858675757442334,20.858675757442334,0.0,-29.81172864641559,6,Umland Verstädtert,suburban,0.5607199205262813,42686.0,1
FedEx,31303,10,965.61,1243,3633.31,7.0,571.11,1243.0,2271.44,7.0,580.05,1243.0,2285.99,1361.87,37.48290126633841,37.08243997897235,-30.0,-40.855003572871034,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4973843134686194,28877.0,1
FedEx,31311,6,834.94,675,2497.49,4.0,498.55,675.0,1513.73,4.0,498.55,675.0,1513.73,983.7599999999998,39.38994750729732,39.38994750729732,-33.333333333333336,-40.2891225716818,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7093788057512238,19975.0,1
FedEx,31319,6,658.37,751,2264.31,5.0,449.45,751.0,1648.82,5.0,431.50000000000006,751.0,1622.79,615.49,27.1822321148606,28.33180969036925,-16.666666666666668,-31.732916141379466,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5327857182637412,23036.0,1
FedEx,31515,13,1233.61,2478,4793.63,13.0,935.39,2478.0,3964.82,13.0,935.39,2478.0,3964.82,828.81,17.2898200320008,17.2898200320008,0.0,-24.174577054336456,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4382487580737642,40666.0,1
FedEx,31535,14,1842.6,2005,6040.7,11.0,1035.67,2005.0,3848.25,11.0,1025.2,2005.0,3834.23,2192.45,36.29463472776334,36.526727034946276,-21.428571428571427,-43.793009877347224,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4384989309139261,43634.0,1
FedEx,31832,10,1414.36,1068,4275.86,7.0,884.02,1068.0,2669.08,7.0,866.38,1068.0,2670.35,1606.7799999999995,37.577937537711705,37.54823591043672,-30.0,-37.49681834893521,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5244252875044891,28627.0,1
GLS,30159,17,650.55,2672,4600.34,17.0,539.12,2672.0,4216.55,17.0,541.4399999999999,2672.0,4226.73,383.78999999999996,8.342644239338831,8.121356247581712,0.0,-17.128583506263922,2,Zentrumsnah hochverdichtete Wohnnutzung,urban,0.3828375675061389,59203.0,4
GLS,30161,11,421.0,1649,2926.55,9.0,307.96,1649.0,2270.06,9.0,308.9,1649.0,2270.49,656.4900000000002,22.432215407220113,22.41752233858982,-18.181818181818183,-26.850356294536823,2,Zentrumsnah hochverdichtete Wohnnutzung,urban,0.7456194837726648,50684.0,1
GLS,30163,25,1310.33,4073,7249.26,23.0,1034.9,4073.0,6122.28,23.0,1035.1100000000001,4073.0,6122.61,1126.98,15.546138502412665,15.541586313637538,-8.0,-21.019895751451916,5,Städtisch mit gewerblicher Prägung,suburban,0.450856370637735,74338.0,4
GLS,30167,7,327.37,1202,1998.89,7.0,289.78,1202.0,1868.74,8.0,305.84000000000003,1202.0,2060.83,130.1500000000001,6.511113668085792,-3.0987197894831544,0.0,-11.482420502795012,3,Zentrumsnah verdichtete Mischnutzung,urban,0.8033868629180803,33453.0,2
GLS,30419,15,1063.28,2617,4855.1,13.0,759.1700000000001,2617.0,3732.85,13.0,759.1700000000001,2617.0,3732.85,1122.25,23.114868900743556,23.114868900743556,-13.333333333333334,-28.601121059363468,5,Städtisch mit gewerblicher Prägung,suburban,0.8381674492010093,40538.0,1
GLS,30449,13,678.9200000000001,2351,3845.42,15.0,584.85,2351.0,3838.58,15.0,583.4000000000001,2351.0,3833.4700000000003,6.8400000000001455,0.17787393834744047,0.31075929287307547,15.384615384615385,-13.855829847404708,3,Zentrumsnah verdichtete Mischnutzung,urban,0.6773891431704135,52274.0,3
GLS,30453,10,551.9300000000001,1373,2974.66,8.0,403.27,1373.0,2216.2700000000004,8.0,403.27,1373.0,2216.2700000000004,758.3899999999994,25.495014556285405,25.495014556285405,-20.0,-26.934575036689445,4,Städtisch mit Verdichtungsansätzen,suburban,0.3175021077016408,17864.0,1
GLS,30455,8,472.73,1201,2494.23,8.0,379.39,1201.0,2188.54,8.0,382.54,1201.0,2193.85,305.69000000000005,12.255886586241047,12.042995232997763,0.0,-19.744886087195656,4,Städtisch mit Verdichtungsansätzen,suburban,0.9967467302434696,21665.0,1
GLS,30457,7,351.02,1189,2124.69,8.0,313.79999999999995,1189.0,2093.8,8.0,308.61,1189.0,2080.01,30.889999999999876,1.453859151217348,2.1028950105662396,14.285714285714286,-10.603384422540035,4,Städtisch mit Verdichtungsansätzen,suburban,0.8041563849902899,18093.0,1
GLS,30519,12,407.2,2083,3335.02,11.0,259.62,2083.0,2703.3,11.0,259.62,2083.0,2703.3,631.7199999999998,18.942015340237834,18.942015340237834,-8.333333333333334,-36.242632612966595,3,Zentrumsnah verdichtete Mischnutzung,urban,0.454986530655141,31405.0,2
GLS,30539,8,297.04,1310,2294.27,8.0,205.96,1310.0,1981.91,8.0,205.96,1310.0,1981.91,312.3599999999999,13.614788146120548,13.614788146120548,0.0,-30.66253703204956,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4584993773941337,19961.0,1
GLS,30559,34,1841.85,5641,10383.52,33.0,1402.17,5641.0,8739.46,33.0,1373.0900000000001,5641.0,8740.68,1644.06,15.833359015054636,15.821609627563678,-2.9411764705882355,-23.87165078589461,4,Städtisch mit Verdichtungsansätzen,suburban,0.5490105390351068,71927.0,4
GLS,30625,13,623.24,1959,3822.52,13.0,463.25,1959.0,3347.66,13.0,460.62,1959.0,3341.54,474.8599999999999,12.422694976089076,12.58279878195536,0.0,-25.67068865926449,4,Städtisch mit Verdichtungsansätzen,suburban,0.6299961068049671,33250.0,2
GLS,30657,8,461.12,1325,2543.35,8.0,388.29,1325.0,2231.75,8.0,388.29,1325.0,2231.75,311.5999999999999,12.251557984547937,12.251557984547937,0.0,-15.794153365718246,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.6747209741882092,16117.0,1
GLS,30823,11,1115.97,1687,3786.92,9.0,808.49,1687.0,2778.17,9.0,810.24,1687.0,2793.1,1008.75,26.63774254539309,26.243490752379245,-18.181818181818183,-27.552711990465692,4,Städtisch mit Verdichtungsansätzen,suburban,0.4691854467936948,26279.0,1
GLS,30827,19,2117.23,2811,6997.14,16.0,1557.29,2811.0,5161.03,17.0,1640.78,2811.0,5453.09,1836.1100000000006,26.240864124485153,22.066873036697853,-15.789473684210526,-26.446819665317424,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5079119318618089,33231.0,2
GLS,30853,12,987.8900000000001,2220,3983.51,14.0,950.4300000000001,2220.0,3945.26,13.0,890.49,2220.0,3698.8199999999997,38.25,0.9602084593737683,7.146712321545584,16.666666666666668,-3.7919201530534807,6,Umland Verstädtert,suburban,0.9878383271989196,30958.0,2
GLS,30855,25,2206.2,5111,8054.6,25.0,1997.16,5111.0,7408.45,24.0,1846.32,5111.0,6920.17,646.1500000000005,8.022124003674925,14.08424999379237,0.0,-9.475115583355986,4,Städtisch mit Verdichtungsansätzen,suburban,0.6159833575115979,19799.0,2
GLS,30880,15,446.04,2630,4260.6,13.0,238.49,2630.0,3171.92,14.0,241.62,2630.0,3367.9300000000003,1088.6800000000003,25.552269633384974,20.951743885837672,-13.333333333333334,-46.53170119271814,6,Umland Verstädtert,suburban,0.3139748070372578,38878.0,1
GLS,30890,16,1575.75,2471,6159.7,12.0,993.23,2471.0,4048.56,13.0,1039.34,2471.0,4313.33,2111.14,34.2734224069354,29.974998782408235,-25.0,-36.96779311438997,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4922930803744983,33084.0,1
GLS,30900,17,2135.25,2487,6933.91,13.0,1348.37,2487.0,4512.36,13.0,1351.89,2487.0,4522.360000000001,2421.55,34.92329724498876,34.779078470877174,-23.529411764705884,-36.85189087928815,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5946640446856509,28240.0,1
GLS,30916,12,1056.18,2276,4460.2,12.0,791.59,2276.0,3598.27,13.0,843.97,2276.0,3828.63,861.9299999999998,19.3249181651047,14.160127348549386,0.0,-25.05160105285084,6,Umland Verstädtert,suburban,0.5635394120519126,22743.0,1
GLS,30926,14,1277.69,2421,5195.24,13.0,936.4,2421.0,4084.65,13.0,936.4,2421.0,4084.65,1110.59,21.377068239388358,21.377068239388358,-7.142857142857143,-26.711487136942456,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.3864664163120905,31847.0,1
GLS,30938,12,1274.14,1873,4553.11,10.0,840.72,1873.0,3198.51,10.0,840.72,1873.0,3198.51,1354.5999999999997,29.7510932088177,29.7510932088177,-16.666666666666668,-34.01667006765348,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7619586842591053,20356.0,1
GLS,30952,12,739.5600000000001,1710,3933.43,9.0,449.52,1710.0,2601.2200000000003,9.0,449.22,1710.0,2596.44,1332.2099999999996,33.86891339111157,33.99043582827201,-25.0,-39.217913353886104,4,Städtisch mit Verdichtungsansätzen,suburban,0.3531171193649204,23156.0,1
GLS,30966,11,478.86,1619,3262.52,9.0,292.94,1619.0,2343.39,8.0,274.98,1619.0,2125.42,919.13,28.172394345475283,34.853426185893106,-18.181818181818183,-38.825544000334126,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5738267115966268,18413.0,1
GLS,30974,9,613.47,1120,3010.52,8.0,442.03,1120.0,2318.7,8.0,442.03,1120.0,2318.7,691.8200000000002,22.980083174999674,22.980083174999674,-11.11111111111111,-27.94594682706572,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5280758746275026,13901.0,1
GLS,30982,7,386.96,1154,2369.4,8.0,214.24,1154.0,2026.37,8.0,214.24,1154.0,2026.37,343.0300000000002,14.47750485354943,14.47750485354943,14.285714285714286,-44.635104403555914,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5160662609374094,13750.0,1
GLS,30989,7,596.24,1172,2573.52,7.0,403.68,1172.0,2087.65,7.0,400.95,1172.0,2074.09,485.8699999999999,18.87958904535422,19.40649382946314,0.0,-32.295719844357976,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.7182255388514937,14121.0,1
GLS,31275,17,1483.84,3227,6214.08,16.0,1034.03,3227.0,4753.9,16.0,1034.03,3227.0,4753.9,1460.1800000000003,23.49792728770792,23.49792728770792,-5.882352941176471,-30.31391524692689,6,Umland Verstädtert,suburban,0.5607199205262813,42686.0,1
GLS,31303,13,1321.24,2208,4977.69,12.0,933.18,2208.0,3754.51,12.0,927.78,2208.0,3751.72,1223.1799999999994,24.573245822861598,24.629295918387847,-7.6923076923076925,-29.37089400865854,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4973843134686194,28877.0,1
GLS,31311,12,1456.49,1483,4809.94,8.0,884.61,1483.0,2908.96,8.0,884.61,1483.0,2908.96,1900.98,39.52190671817111,39.52190671817111,-33.333333333333336,-39.26425859429175,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7093788057512238,19975.0,1
GLS,31319,12,803.13,1985,4079.7,11.0,492.61,1985.0,3076.6400000000003,10.0,471.77,1985.0,2852.9700000000003,1003.0599999999996,24.586611760668664,30.069122729612463,-8.333333333333334,-38.66372816356007,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5327857182637412,23036.0,1
GLS,31515,19,2669.19,3284,7867.71,17.0,2038.32,3284.0,5936.15,17.0,2041.4,3284.0,5933.84,1931.5600000000004,24.550472755096468,24.579833267875912,-10.526315789473685,-23.63526013509717,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4382487580737642,40666.0,1
GLS,31535,23,3855.99,3227,10599.7,17.0,2387.92,3227.0,6702.92,17.0,2377.74,3227.0,6712.8,3896.7800000000007,36.76311593724351,36.66990575204959,-26.08695652173913,-38.07245350740017,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4384989309139261,43634.0,1
GLS,31832,14,1162.39,2069,5214.95,12.0,723.84,2069.0,3701.27,11.0,693.62,2069.0,3474.87,1513.6799999999998,29.025781646995654,33.36714637724235,-14.285714285714286,-37.728301172584075,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5244252875044891,28627.0,1
Hermes,30159,23,809.66,3485,6257.18,20.0,684.34,3485.0,5149.93,18.0,614.0699999999999,3485.0,4663.79,1107.25,17.695671212910607,25.464985824285066,-13.043478260869565,-15.478101919324152,2,Zentrumsnah hochverdichtete Wohnnutzung,urban,0.3828375675061389,59203.0,4
Hermes,30161,12,341.13,2187,3109.56,12.0,281.35,2187.0,2909.42,12.0,279.82,2187.0,2905.35,200.13999999999987,6.436280374072211,6.567167059005134,0.0,-17.52411104271098,2,Zentrumsnah hochverdichtete Wohnnutzung,urban,0.7456194837726648,50684.0,1
Hermes,30163,46,1234.17,7302,11807.880000000001,41.0,929.26,7302.0,9896.09,39.0,881.79,7302.0,9430.210000000001,1911.7899999999995,16.19079800946487,20.13629881062477,-10.869565217391305,-24.705672638291325,5,Städtisch mit gewerblicher Prägung,suburban,0.450856370637735,74338.0,4
Hermes,30167,11,312.57,1629,2839.17,8.0,204.8,1629.0,1988.95,10.0,245.59,1629.0,2452.79,850.22,29.946075789755454,13.60890682840408,-27.272727272727273,-34.47867677640208,3,Zentrumsnah verdichtete Mischnutzung,urban,0.8033868629180803,33453.0,2
Hermes,30419,20,638.79,3791,5444.13,18.0,412.57,3791.0,4385.54,18.0,414.98,3791.0,4389.969999999999,1058.59,19.44461282151602,19.363240774926403,-10.0,-35.413829270965415,5,Städtisch mit gewerblicher Prägung,suburban,0.8381674492010093,40538.0,1
